,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 51,75 M","- R$ 19,00 mil","- R$ 34,24 M","R$ 17,49 M",270
1,31/03/2024,"- R$ 5,24 M","- R$ 154,00 mil","R$ 7,50 M","R$ 2,11 M",270
2,31/12/2023,"- R$ 3,99 M","- R$ 19,00 mil","R$ 1,50 M","- R$ 2,51 M",270
3,30/09/2023,"- R$ 18,50 M","- R$ 506,00 mil","R$ 20,00 M","R$ 993,00 mil",270
4,30/06/2023,"R$ 86,03 M","R$ 0,00","- R$ 85,96 M","R$ 73,00 mil",270
5,31/03/2023,"- R$ 9,83 M","- R$ 46,00 mil","R$ 11,35 M","R$ 1,48 M",270
6,31/12/2022,"- R$ 18,24 M","- R$ 214,00 mil","R$ 8,15 M","- R$ 10,30 M",270
7,30/09/2022,"- R$ 8,89 M","- R$ 34,00 mil","- R$ 4,46 M","- R$ 13,38 M",270
8,30/06/2022,"R$ 79,09 M","- R$ 119,00 mil","- R$ 61,09 M","R$ 17,88 M",270
9,31/03/2022,"- R$ 6,40 M","- R$ 176,00 mil","- R$ 8,79 M","- R$ 15,36 M",270
10,31/12/2021,"R$ 8,40 M","- R$ 8,39 M","- R$ 30,75 M","- R$ 30,74 M",270
11,30/09/2021,"R$ 105,79 M","- R$ 65,18 M","- R$ 20,85 M","R$ 19,76 M",270
12,30/06/2021,"R$ 42,32 M","- R$ 39,48 M","- R$ 14,05 M","- R$ 11,22 M",270
13,31/03/2021,"R$ 5,24 M","- R$ 36,48 M","- R$ 1,14 M","- R$ 32,38 M",270
