,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"4,41%","4,14%","6,68%","6,27%","4,23%","1,93%","53,57%","17,25%","26,77%","54,66%","0,11","0,00","0,00","0,00"
1,30/06/2024,"7,50%","7,07%","11,37%","10,72%","7,10%","3,23%","53,35%","14,59%","23,51%","51,94%","0,22","0,00","0,00","0,00"
2,31/03/2024,"8,68%","8,28%","13,16%","12,54%","9,62%","4,28%","52,27%","13,33%","21,64%","50,99%","0,32","0,00","0,00","0,00"
3,31/12/2023,"12,17%","11,19%","18,43%","16,96%","11,17%","5,03%","51,76%","11,90%","19,79%","49,65%","0,42","2,12","1,12","0,06"
4,30/09/2023,"10,07%","9,52%","15,25%","14,43%","9,07%","4,19%","51,02%","9,81%","17,14%","48,04%","0,43","2,19","1,19","0,11"
5,30/06/2023,"8,43%","8,12%","12,77%","12,31%","7,99%","3,73%","50,20%","8,83%","15,48%","47,52%","0,42","2,20","1,20","0,16"
6,31/03/2023,NA,NA,NA,NA,NA,NA,"50,43%","7,67%","14,50%","46,17%",NA,"2,24","1,24","0,49"
7,31/12/2022,NA,NA,NA,NA,NA,NA,"50,51%","7,76%","14,68%","46,39%",NA,"2,22","1,22","0,24"
8,30/09/2022,"7,49%","8,23%","11,35%","12,48%","4,20%","2,35%","51,81%","5,25%","15,18%","46,83%","0,45","2,16","1,16","0,27"
9,30/06/2022,"7,44%","8,13%","11,28%","12,31%","6,64%","3,60%","52,81%","8,48%","16,04%","62,32%","0,42","2,14","1,14","0,30"
10,31/03/2022,"10,64%","10,93%","16,12%","16,57%","13,15%","7,50%","53,10%","16,73%","20,92%","51,62%","0,45","1,93","0,93","-0,07"
11,31/12/2021,"10,58%","10,80%","16,02%","16,36%","12,76%","7,10%","53,25%","16,38%","20,80%","52,32%","0,43","1,98","0,98","-0,15"
12,30/09/2021,NA,NA,NA,NA,NA,NA,"53,23%","12,40%","15,81%","47,86%",NA,"1,78","0,78","-0,04"
13,30/06/2021,NA,NA,NA,NA,NA,NA,"53,16%","10,74%","15,65%","47,86%",NA,"1,84","0,84","0,04"
14,31/03/2021,NA,NA,NA,NA,NA,NA,"53,31%","9,81%","15,77%","47,96%",NA,"1,75","0,75","-0,02"
15,31/12/2020,NA,NA,NA,NA,NA,NA,"53,69%","10,68%","16,30%","48,31%",NA,"1,80","0,80","-0,03"
16,30/09/2020,"8,14%","7,98%","12,33%","12,09%","7,28%","4,07%","54,43%","9,15%","16,16%","48,35%","0,44","1,71","0,71","0,06"
17,30/06/2020,"9,05%","8,71%","13,72%","13,19%","9,49%","5,42%","56,52%","11,99%","17,97%","48,66%","0,45","1,75","0,75","0,01"
18,31/03/2020,"15,59%","14,31%","23,62%","21,68%","19,49%","10,53%","57,26%","21,95%","26,47%","56,37%","0,48","1,75","0,75","0,09"
19,31/12/2019,"22,19%","15,16%","33,63%","22,97%","19,92%","12,31%","57,22%","22,21%","26,40%","55,91%","0,55","1,81","0,81","-0,03"
20,30/09/2019,"20,69%","14,13%","31,35%","21,41%","18,86%","11,65%","57,57%","23,38%","27,34%","55,94%","0,50","1,79","0,79","0,16"
21,30/06/2019,"16,03%","10,95%","24,29%","16,59%","19,38%","11,97%","55,65%","32,73%","28,88%","58,47%","0,37","1,75","0,75","0,25"
22,31/03/2019,"5,61%","3,84%","8,51%","5,81%","8,92%","5,51%","54,39%","23,42%","15,71%","44,68%","0,24","1,85","0,85","0,50"
23,31/12/2018,NA,NA,NA,NA,NA,NA,"54,11%","45,54%","19,95%","45,01%",NA,"1,62","0,62","0,39"
