,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 19/09/2024,"-33,50","1,98","0,51","1,39","0,34","R$ 184,73 M","0,00%",305
1,30/06/2024,,,,,,,"0,00%",305
2,31/03/2024,"-26,59","2,01","0,57","1,61","0,38","R$ 210,86 M","0,00%",305
3,31/12/2023,"-37,02","2,02","0,66","1,72","0,42","R$ 247,81 M","0,00%",305
4,30/09/2023,"-3,18","5,99","0,68","6,77","0,41","R$ 258,10 M","0,00%",305
5,30/06/2023,"-2,77","3,78","0,66","11,27","0,38","R$ 245,43 M","0,00%",305
6,31/03/2023,"-2,09","4,17","0,63","9,18","0,36","R$ 227,51 M","0,00%",305
7,31/12/2022,"-1,99","3,07","0,61","-33,63","0,34","R$ 217,47 M","0,00%",305
8,30/09/2022,"-3,51","3,04","0,96","56,80","0,50","R$ 322,20 M","0,00%",305
9,30/06/2022,"-3,37","1,88","0,80","18,98","0,39","R$ 251,34 M","0,00%",305
10,31/03/2022,"-8,04","2,11","1,24","35,30","0,50","R$ 355,29 M","0,00%",305
11,31/12/2021,"-6,92","1,83","0,96","8,18","0,41","R$ 255,09 M","0,00%",305
12,30/09/2021,"-8,41","1,53","0,88","30,70","0,40","R$ 218,70 M","0,00%",305
13,30/06/2021,"-5,40","1,29","0,85","-16,98","0,36","R$ 196,12 M","0,00%",305
14,31/03/2021,"-4,12","0,92","0,74","-18,43","0,27","R$ 163,70 M","0,00%",305
15,31/12/2020,"-3,42","0,86","0,80","-8,81","0,26","R$ 156,97 M","0,00%",305
16,30/09/2020,"-5,22","2,04","1,08","-35,08","0,33","R$ 171,96 M","0,00%",305
17,30/06/2020,"-15,10","2,94","2,35","34,88","0,57","R$ 282,55 M","0,00%",305
18,31/03/2020,"-8,43","1,57","1,93","-85,27","0,37","R$ 155,36 M","0,00%",305
19,31/12/2019,"-16,93","1,28","2,93","-62,39","0,81","R$ 155,36 M","0,00%",305
20,30/09/2019,"-18,09","2,29","2,57","-81,58","0,66","R$ 121,88 M","0,00%",305
21,30/06/2019,"-17,11","2,46","2,77","-49,30","1,33","R$ 124,23 M","0,00%",305
22,31/03/2019,"-59,36","2,54","3,02","-23,46","1,42","R$ 135,81 M","0,00%",305
23,31/12/2018,"-73,67","2,95","3,52","-32,69","1,93","R$ 155,29 M","0,00%",305
24,30/09/2018,"-81,50","2,33","3,07","-39,70","1,66","R$ 135,95 M","0,00%",305
25,30/06/2018,"-28,27","1,32","1,77","-29,79","0,95","R$ 76,88 M","0,00%",305
26,31/03/2018,"-15,10","1,45","1,85","-248,60","0,99","R$ 82,04 M","0,00%",305
27,31/12/2017,"-18,26","1,43","2,21","-51,11","0,88","R$ 83,21 M","0,90%",305
28,30/09/2017,"-13,40","1,27","2,90","-50,58","0,79","R$ 76,18 M","0,99%",305
29,30/06/2017,"-6,86","1,00","2,04","-21,37","0,44","R$ 31,25 M","1,24%",305
30,31/03/2017,"-8,80","0,93","8,49","28,22","0,42","R$ 30,19 M","1,28%",305
31,31/12/2016,"16,10","0,79","0,00","-9,87","0,72","R$ 26,27 M","0,00%",305
32,30/09/2016,"12,27","0,50","0,00","-10,03","0,45","R$ 16,30 M","0,00%",305
33,30/06/2016,"84,86","0,49","0,00","-8,61","0,44","R$ 15,70 M","0,00%",305
34,31/03/2016,"-9,34","0,47","0,00","-2,71","0,39","R$ 14,37 M","0,00%",305
35,31/12/2015,"-26,03","0,56","0,00","-3,74","0,47","R$ 17,57 M","17,18%",305
36,30/09/2015,"3,55","0,56","0,00","-3,14","0,47","R$ 17,99 M","16,78%",305
37,30/06/2015,"3,17","0,61","0,00","-3,30","0,50","R$ 19,62 M","15,38%",305
38,31/03/2015,"3,89","0,72","0,00","-9,23","0,54","R$ 24,33 M","12,41%",305
39,31/12/2014,"6,53","0,89","0,00","-11,46","0,70","R$ 29,89 M","20,20%",305
40,30/09/2014,"-6,89","1,26","0,00","-27,99","0,88","R$ 39,25 M","15,38%",305
41,30/06/2014,"-5,43","1,26","0,00","-20,20","0,84","R$ 37,72 M","15,90%",305
42,31/03/2014,"-3,86","0,91","0,00","-3,28","0,54","R$ 28,42 M","21,10%",305
43,31/12/2013,"-12,95","0,86","0,00","15,65","0,61","R$ 34,78 M","0,00%",305
44,30/09/2013,"17,56","0,66","0,00","4,65","0,53","R$ 29,08 M","20,62%",305
45,30/06/2013,"14,20","0,69","0,00","5,27","0,55","R$ 29,68 M","20,20%",305
46,31/03/2013,"17,49","0,77","0,00","2,75","0,56","R$ 34,18 M","17,54%",305
47,31/12/2012,"-17,71","0,72","0,00","23,00","0,58","R$ 36,28 M","33,06%",305
48,30/09/2012,"-18,99","0,79","0,00","-85,23","0,64","R$ 40,66 M","14,75%",305
49,30/06/2012,"-14,86","0,89","0,00","6,35","0,73","R$ 44,97 M","13,33%",305
50,31/03/2012,"-10,78","0,68","0,00","25,81","0,56","R$ 40,78 M","14,71%",305
51,31/12/2011,"-16,25","0,79","0,00","8,14","0,67","R$ 44,97 M","0,00%",305
52,30/09/2011,"-24,33","0,81","0,00","10,23","0,68","R$ 45,51 M","0,00%",305
53,30/06/2011,"1,30","0,76","0,00","1,41","0,63","R$ 47,91 M","22,76%",305
54,31/03/2011,"1,16","0,76","0,00","1,09","0,63","R$ 50,15 M","41,73%",305
55,31/12/2010,"1,38","0,98","0,00","1,35","0,75","R$ 65,36 M","35,22%",305
56,30/09/2010,"1,43","0,90","0,00","0,89","0,58","R$ 70,87 M","32,49%",305
57,30/06/2010,"10,14","6,29","0,00","3,88","2,48","R$ 284,01 M","4,27%",305
58,31/03/2010,"5,62","5,41","0,00","2,34","1,98","R$ 287,43 M","0,00%",305
59,31/12/2009,"6,02","5,92","0,00","2,52","1,96","R$ 292,38 M","0,00%",305
60,30/09/2009,"5,72","3,59","0,00","4,50","1,44","R$ 242,83 M","0,00%",305
61,30/06/2009,"12,51","9,79","0,00","9,14","2,91","R$ 381,58 M","1,07%",305
62,31/03/2009,"85,16","17,70","0,00","-25,68","3,34","R$ 412,85 M","1,09%",305
63,31/12/2008,"-2.092,17","29,29","0,00","-44,63","4,59","R$ 613,00 M","0,74%",305
64,30/09/2008,"44,87","10,37","52.543,26",,"2,00","R$ 262,72 M","3,44%",305
65,30/06/2008,"59,69","9,27","155,27",,"2,04","R$ 262,72 M","3,44%",305
66,31/03/2008,"9,18","7,91","129,39",,"1,85","R$ 218,93 M","1,96%",305
67,31/12/2007,"12,72","12,67","176,03",,"3,73","R$ 451,52 M","1,90%",305
68,30/09/2007,"15,70","17,75","358,65",,"4,92","R$ 629,42 M","1,24%",305
69,30/06/2007,"17,01","16,42","741,00",,"5,62","R$ 615,77 M","1,27%",305
70,31/03/2007,"28,26","22,88","411,68",,"2,45","R$ 342,11 M","2,01%",305
71,31/12/2006,"135,60","24,32","0,00",,"1,75","R$ 240,82 M","2,85%",305
72,30/09/2006,"-37,16","66,19","301,52",,"1,73","R$ 242,72 M","2,58%",305
73,30/06/2006,"-29,25","9,37","4.637,53",,"1,33","R$ 194,78 M","1,46%",305
74,31/03/2006,"263,77","7,41","3.937,68",,"1,14","R$ 165,38 M","1,73%",305
75,31/12/2005,"23,35","6,21","0,00",,"1,17","R$ 168,39 M","1,70%",305
76,30/09/2005,"6,37","3,66","0,00",,"0,76","R$ 105,30 M","4,57%",305
77,30/06/2005,"3,89","2,45","0,00",,"0,54","R$ 75,17 M","6,40%",305
78,31/03/2005,"5,51","2,65","0,00",,"0,51","R$ 66,15 M","7,27%",305
79,31/12/2004,"4,69","2,39","0,00",,"0,50","R$ 60,14 M","8,00%",305
80,30/09/2004,"855,31","241,55","0,00",,"42,71","R$ 4,62 B","10,00%",305
81,30/06/2004,"3,93","2,20","0,00",,"0,45","R$ 43,15 M","10.714,29%",305
82,31/03/2004,"2,73","1,96","0,00",,"0,47","R$ 43,15 M","20.357,14%",305
83,31/12/2003,"5,08","2,26","0,00",,"0,52","R$ 40,07 M","21.923,08%",305
84,30/09/2003,"3,00","2,02","0,00",,"0,49","R$ 35,44 M","11.739,13%",305
85,30/06/2003,"10,39","2,40","0,00",,"0,50","R$ 36,98 M","11.250,00%",305
86,31/03/2003,"-12,66","3,09","0,00",,"0,48","R$ 36,98 M","11.250,00%",305
87,31/12/2002,"-20,17","2,77","0,00",,"0,47","R$ 36,98 M","11.250,00%",305
88,30/09/2002,"-9,30","2,86","0,00",,"0,39","R$ 26,81 M","0,00%",305
89,30/06/2002,"-56,69","2,32","0,00",,"0,38","R$ 26,81 M","0,00%",305
90,31/03/2002,"23,51","1,90","0,00",,"0,45","R$ 28,35 M","0,00%",305
91,31/12/2001,"29,61","1,49","0,00",,"0,47","R$ 29,11 M","11.763,32%",305
92,30/09/2001,"-12,57","1,58","0,00",,"0,54","R$ 28,85 M","0,00%",305
93,31/03/2001,"-5,93","1,09","0,00",,"0,40","R$ 21,64 M","0,00%",305
94,31/12/2000,"-15,23","0,97","0,00",,"0,41","R$ 21,64 M","0,00%",305
95,30/09/2000,"-5,50","0,73","1.358,65",,"0,33","R$ 16,30 M","0,00%",305
96,30/06/2000,"-7,16","0,73","6,55",,"0,32","R$ 16,30 M","0,00%",305
97,31/03/2000,"-5,22","0,51","2,15",,"0,24","R$ 12,98 M","0,00%",305
