,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 268,50 M","- R$ 94,40 M","- R$ 309,30 M","- R$ 135,19 M"
1,31/03/2024,"R$ 200,57 M","- R$ 110,59 M","- R$ 13,11 M","R$ 76,87 M"
2,31/12/2023,"R$ 272,90 M","- R$ 294,74 M","- R$ 180,24 M","- R$ 202,08 M"
3,30/09/2023,"R$ 252,87 M","- R$ 111,57 M","- R$ 46,29 M","R$ 95,01 M"
4,30/06/2023,"R$ 171,97 M","- R$ 118,18 M","- R$ 119,76 M","- R$ 65,97 M"
5,31/03/2023,"R$ 101,13 M","- R$ 76,68 M","- R$ 98,57 M","- R$ 74,11 M"
6,31/12/2022,"R$ 255,28 M","- R$ 98,52 M","- R$ 298,28 M","- R$ 141,51 M"
7,30/09/2022,"R$ 191,69 M","R$ 69,61 M","- R$ 352,91 M","- R$ 91,61 M"
8,30/06/2022,"R$ 147,13 M","- R$ 76,60 M","- R$ 118,82 M","- R$ 48,29 M"
9,31/03/2022,"R$ 139,74 M","R$ 42,80 M","- R$ 109,84 M","R$ 72,70 M"
10,31/12/2021,"R$ 115,59 M","R$ 130,42 M","- R$ 134,63 M","R$ 111,38 M"
11,30/09/2021,"R$ 118,73 M","- R$ 63,13 M","- R$ 11,68 M","R$ 43,92 M"
12,30/06/2021,"R$ 96,30 M","- R$ 54,93 M","- R$ 29,86 M","R$ 11,51 M"
13,31/03/2021,"R$ 56,07 M","- R$ 33,45 M","- R$ 9,95 M","R$ 12,67 M"
14,31/12/2020,"R$ 38,13 M","- R$ 49,51 M","- R$ 8,89 M","- R$ 20,27 M"
15,30/09/2020,"R$ 41,27 M","- R$ 483,71 M","R$ 754,62 M","R$ 312,17 M"
16,30/06/2020,"R$ 44,00 M","R$ 56,49 M","- R$ 19,30 M","R$ 81,19 M"
17,31/03/2020,"R$ 22,90 M","- R$ 4,85 M","- R$ 13,64 M","R$ 4,40 M"
18,31/12/2019,"R$ 24,51 M","R$ 57,22 M","- R$ 33,03 M","R$ 48,69 M"
19,30/09/2019,"R$ 49,95 M","R$ 10,79 M","- R$ 26,30 M","R$ 34,44 M"
20,30/06/2019,"R$ 2,55 M","- R$ 319,99 M","R$ 251,37 M","- R$ 66,07 M"
21,31/03/2019,"R$ 21,89 M","- R$ 15,22 M","- R$ 11,02 M","- R$ 4,35 M"
22,31/12/2018,"R$ 20,16 M","- R$ 30,53 M","R$ 16,33 M","R$ 5,96 M"
23,30/09/2018,"R$ 25,95 M","- R$ 11,30 M","- R$ 14,07 M","R$ 574,00 mil"
24,30/06/2018,"R$ 13,33 M","- R$ 8,82 M","- R$ 10,82 M","- R$ 6,31 M"
25,31/03/2018,"R$ 15,80 M","- R$ 19,65 M","- R$ 13,44 M","- R$ 17,30 M"
26,31/12/2017,"R$ 47,98 M","- R$ 2,27 M","- R$ 7,31 M","R$ 38,40 M"
27,30/09/2017,"R$ 9,86 M","- R$ 544,00 mil","- R$ 47,75 M","- R$ 38,44 M"
28,30/06/2017,"R$ 21,56 M","- R$ 430,00 mil","R$ 103,91 M","R$ 125,04 M"
29,31/03/2017,"R$ 28,19 M","- R$ 2,98 M","- R$ 72,04 M","- R$ 46,83 M"
30,31/12/2016,"R$ 45,22 M","- R$ 8,03 M","- R$ 9,30 M","R$ 27,89 M"
31,30/09/2016,"R$ 36,76 M","- R$ 1,25 M","- R$ 44,14 M","- R$ 8,63 M"
32,30/06/2016,"R$ 10,70 M","- R$ 2,85 M","- R$ 41,99 M","- R$ 34,14 M"
33,31/03/2016,"R$ 29,06 M","- R$ 554,00 mil","- R$ 47,18 M","- R$ 18,67 M"
34,31/12/2015,"R$ 38,18 M","- R$ 12,82 M","- R$ 33,86 M","- R$ 8,50 M"
35,30/09/2015,"R$ 54,52 M","- R$ 6,54 M","R$ 13,91 M","R$ 61,90 M"
36,30/06/2015,"R$ 27,19 M","- R$ 5,22 M","- R$ 72,32 M","- R$ 50,36 M"
37,31/03/2015,"R$ 47,67 M","- R$ 2,05 M","- R$ 40,95 M","R$ 4,67 M"
38,31/12/2014,"R$ 64,17 M","- R$ 9,86 M","- R$ 38,17 M","R$ 16,14 M"
39,30/09/2014,"R$ 88,12 M","- R$ 11,37 M","- R$ 11,49 M","R$ 65,27 M"
40,30/06/2014,"R$ 58,54 M","- R$ 4,71 M","- R$ 59,54 M","- R$ 5,70 M"
41,31/03/2014,"R$ 53,88 M","- R$ 1,56 M","- R$ 32,61 M","R$ 19,72 M"
42,31/12/2013,"R$ 113,58 M","- R$ 34,19 M","- R$ 157,63 M","- R$ 78,24 M"
43,30/09/2013,"R$ 90,11 M","- R$ 13,60 M","- R$ 15,68 M","R$ 60,84 M"
44,30/06/2013,"R$ 114,25 M","- R$ 23,25 M","- R$ 164,70 M","- R$ 73,70 M"
45,31/03/2013,"R$ 92,87 M","- R$ 11,97 M","- R$ 3,25 M","R$ 77,65 M"
46,31/12/2012,"R$ 173,63 M","R$ 6,74 M","- R$ 179,62 M","R$ 758,00 mil"
47,30/09/2012,"R$ 139,82 M","- R$ 33,79 M","- R$ 27,89 M","R$ 78,15 M"
48,30/06/2012,"R$ 98,50 M","- R$ 25,63 M","- R$ 127,62 M","- R$ 54,74 M"
49,31/03/2012,"R$ 37,66 M","- R$ 17,58 M","- R$ 174,63 M","- R$ 154,55 M"
50,31/12/2011,"R$ 132,22 M","- R$ 51,50 M","R$ 43,26 M","R$ 123,98 M"
51,30/09/2011,"R$ 75,31 M","- R$ 50,45 M","- R$ 13,43 M","R$ 11,43 M"
52,30/06/2011,"R$ 63,48 M","- R$ 53,92 M","- R$ 100,41 M","- R$ 90,85 M"
53,31/03/2011,"R$ 61,62 M","- R$ 47,00 M","R$ 125,08 M","R$ 139,70 M"
