,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"-86,85%","-34,58%","-131,59%","-52,39%","-224,52%","-43,01%","-11,52%","-133,66%","-109,97%","-85,93%","0,32","3,36","2,36","-0,99"
1,31/03/2024,"-94,99%","-36,28%","-143,93%","-54,96%","-205,14%","-43,21%","-20,93%","-151,65%","-128,71%","-102,59%","0,28","5,78","4,78","-1,59"
2,31/12/2023,"-106,26%","-36,88%","-161,00%","-55,87%","-165,00%","-41,47%","-11,65%","-110,40%","-94,43%","-74,15%","0,38","13,28","12,28","-1,24"
3,30/09/2023,"-47,31%","-18,70%","-71,68%","-28,33%","-95,47%","-26,17%","2,45%","-50,03%","-32,61%","-17,44%","0,52","13,35","12,35","-5,45"
4,30/06/2023,"-18,55%","-7,24%","-28,11%","-10,97%","-52,59%","-14,54%","9,93%","-21,33%","-8,96%","2,96%","0,68","5,22","4,22","22,87"
5,31/03/2023,"3,11%","1,18%","4,71%","1,79%","-28,77%","-8,38%","15,63%","-9,94%","1,16%","10,77%","0,84","4,75","3,75","5,00"
6,31/12/2022,"9,31%","3,62%","14,10%","5,49%","-17,79%","-5,39%","17,38%","-5,92%","3,35%","12,01%","0,91","3,98","2,98","3,51"
7,30/09/2022,"14,23%","5,06%","21,56%","7,67%","-11,47%","-3,59%","18,55%","-3,74%","4,44%","12,58%","0,96","3,65","2,65","2,76"
8,30/06/2022,"18,28%","5,28%","27,69%","8,00%","-9,63%","-3,02%","18,35%","-3,27%","4,49%","12,61%","0,92","3,62","2,62","2,49"
9,31/03/2022,"15,68%","4,73%","23,76%","7,16%","-7,31%","-1,81%","17,82%","-1,77%","3,35%","12,09%","1,02","3,43","2,43","2,55"
10,31/12/2021,"14,50%","5,27%","21,97%","7,98%","-4,34%","-1,30%","17,52%","-1,17%","3,16%","11,99%","1,11","3,30","2,30","2,74"
11,30/09/2021,"16,63%","6,85%","25,20%","10,39%","2,50%","0,20%","18,28%","0,13%","3,32%","11,98%","1,55","3,20","2,20","2,77"
12,30/06/2021,"18,85%","7,42%","28,57%","11,24%","12,31%","1,22%","19,27%","0,71%","3,60%","11,47%","1,73","3,19","2,19","2,60"
13,31/03/2021,"16,01%","6,30%","24,26%","9,54%","-2,27%","-0,23%","20,68%","-0,15%","3,48%","10,83%","1,52","4,05","3,05","2,95"
14,31/12/2020,NA,NA,NA,NA,NA,NA,"21,58%","0,70%","4,38%","11,37%",NA,"3,34","2,34","1,67"
15,30/09/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12,51","11,51","1,19"
16,31/03/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,07","9,07","1,23"
