,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 25,92 M","- R$ 20,00 mil","- R$ 4,64 M","R$ 21,27 M",175
1,31/03/2024,"- R$ 29,97 M","- R$ 42,99 M","R$ 63,49 M","- R$ 9,46 M",175
2,31/12/2023,"- R$ 68,65 M","R$ 6,68 M","R$ 81,19 M","R$ 19,23 M",175
3,30/09/2023,"- R$ 37,95 M","- R$ 1,19 M","- R$ 39,47 M","- R$ 78,61 M",175
4,30/06/2023,"- R$ 72,27 M","- R$ 3,95 M","R$ 102,78 M","R$ 26,55 M",175
5,31/03/2023,"- R$ 100,41 M","- R$ 27,85 M","R$ 71,78 M","- R$ 56,48 M",175
6,31/12/2022,"R$ 23,38 M","- R$ 38,39 M","R$ 66,92 M","R$ 51,90 M",175
7,30/09/2022,"- R$ 27,65 M","- R$ 18,52 M","- R$ 18,77 M","- R$ 64,95 M",175
8,30/06/2022,"R$ 35,96 M","- R$ 12,39 M","- R$ 55,08 M","- R$ 31,50 M",175
9,31/03/2022,"R$ 20,23 M","- R$ 21,08 M","- R$ 4,18 M","- R$ 5,03 M",175
10,31/12/2021,"R$ 32,45 M","- R$ 53,14 M","- R$ 20,35 M","- R$ 41,04 M",175
11,30/09/2021,"- R$ 22,73 M","- R$ 37,37 M","- R$ 22,17 M","- R$ 82,27 M",175
12,30/06/2021,"- R$ 45,68 M","- R$ 147,75 M","R$ 162,18 M","- R$ 31,25 M",175
13,31/03/2021,"- R$ 51,94 M","- R$ 17,51 M","- R$ 16,24 M","- R$ 85,69 M",175
14,31/12/2020,"R$ 13,13 M","- R$ 58,19 M","R$ 339,72 M","R$ 294,66 M",175
15,30/09/2020,"R$ 15,23 M","- R$ 42,80 M","R$ 50,50 M","R$ 22,93 M",175
16,31/03/2020,"- R$ 5,35 M","- R$ 25,76 M","R$ 3,70 M","- R$ 27,41 M",175
