,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 62,21 M","R$ 137,25 M","- R$ 207,67 M","- R$ 6,67 M"
1,31/03/2024,"- R$ 4,79 M","- R$ 116,74 M","- R$ 512,00 mil","- R$ 121,17 M"
2,31/12/2023,"- R$ 134,92 M","- R$ 251,29 M","- R$ 583,00 mil","- R$ 386,41 M"
3,30/09/2023,"- R$ 156,09 M","- R$ 73,07 M","- R$ 449,00 mil","- R$ 227,94 M"
4,30/06/2023,"- R$ 213,80 M","- R$ 119,27 M","- R$ 695,00 mil","- R$ 333,39 M"
5,31/03/2023,"- R$ 174,03 M","- R$ 128,39 M","- R$ 6,89 M","- R$ 308,22 M"
6,31/12/2022,"- R$ 43,03 M","- R$ 4,30 M","- R$ 6,97 M","- R$ 58,98 M"
7,30/09/2022,"- R$ 64,76 M","R$ 710,00 mil","- R$ 13,53 M","- R$ 84,41 M"
8,30/06/2022,"- R$ 34,21 M","- R$ 133,02 M","R$ 385,66 M","R$ 210,83 M"
9,31/03/2022,"- R$ 23,34 M","- R$ 84,97 M","R$ 386,95 M","R$ 270,15 M"
10,31/12/2021,"- R$ 32,79 M","- R$ 168,33 M","R$ 387,09 M","R$ 183,54 M"
11,30/09/2021,"- R$ 3,73 M","- R$ 149,53 M","R$ 692,55 M","R$ 536,69 M"
12,30/06/2021,"- R$ 8,72 M","- R$ 126,76 M","- R$ 6,91 M","- R$ 138,86 M"
13,31/03/2021,"R$ 26,03 M","- R$ 108,92 M","R$ 307,05 M","R$ 224,17 M"
14,31/12/2020,"R$ 19,83 M","- R$ 5,76 M","R$ 307,16 M","R$ 321,23 M"
15,30/09/2020,"R$ 19,83 M","- R$ 5,76 M","R$ 307,16 M","R$ 321,23 M"
16,30/06/2020,"R$ 20,53 M","- R$ 7,83 M","R$ 3,38 M","R$ 16,09 M"
17,31/03/2020,"R$ 7,57 M","- R$ 1,46 M","- R$ 1,54 M","R$ 4,57 M"
18,31/12/2019,"R$ 1,96 M","- R$ 1,70 M","- R$ 1,41 M","- R$ 1,15 M"
