,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 340,84 M","- R$ 106,46 M","- R$ 106,46 M","- R$ 14,76 M","- R$ 91,71 M","- R$ 33,65 M","- R$ 0,39"
1,31/03/2024,"R$ 310,32 M","- R$ 35,17 M","- R$ 35,17 M","- R$ 18,14 M","- R$ 17,03 M","R$ 12,30 M","R$ 0,14"
2,31/12/2023,"R$ 326,59 M","- R$ 71,07 M","- R$ 71,07 M","- R$ 19,83 M","- R$ 51,24 M","- R$ 18,56 M","- R$ 0,21"
3,30/09/2023,"R$ 355,60 M","- R$ 83,29 M","- R$ 83,29 M","- R$ 19,80 M","- R$ 63,50 M","- R$ 75,91 M","- R$ 0,88"
4,30/06/2023,"R$ 362,14 M","- R$ 106,10 M","- R$ 106,10 M","- R$ 18,89 M","- R$ 87,21 M","- R$ 49,32 M","- R$ 0,57"
5,31/03/2023,"R$ 376,74 M","- R$ 155,63 M","- R$ 155,63 M","- R$ 16,52 M","- R$ 139,11 M","- R$ 63,69 M","- R$ 0,07"
6,31/12/2022,"R$ 368,11 M","- R$ 141,50 M","- R$ 141,50 M","- R$ 13,68 M","- R$ 127,82 M","- R$ 59,70 M","- R$ 0,07"
7,30/09/2022,"R$ 365,34 M","- R$ 172,18 M","- R$ 172,16 M","- R$ 11,05 M","- R$ 161,11 M","- R$ 31,44 M","- R$ 0,04"
8,30/06/2022,"R$ 326,28 M","- R$ 138,00 M","- R$ 137,99 M","- R$ 7,89 M","- R$ 130,11 M","- R$ 69,56 M","- R$ 0,08"
9,31/03/2022,"R$ 301,72 M","- R$ 91,14 M","- R$ 91,14 M","- R$ 5,80 M","- R$ 85,34 M","- R$ 48,58 M","- R$ 0,06"
10,31/12/2021,"R$ 263,49 M","- R$ 67,85 M","- R$ 67,85 M","- R$ 4,57 M","- R$ 63,28 M","- R$ 37,81 M","- R$ 0,05"
11,30/09/2021,"R$ 208,37 M","- R$ 9,09 M","- R$ 9,09 M","- R$ 3,09 M","- R$ 6,00 M","- R$ 4,79 M","- R$ 0,01"
12,30/06/2021,"R$ 231,72 M","R$ 24,97 M","R$ 24,97 M","- R$ 2,97 M","R$ 27,93 M","R$ 17,17 M","R$ 0,14"
13,31/03/2021,"R$ 177,20 M","R$ 32,95 M","R$ 32,95 M","- R$ 2,22 M","R$ 35,17 M","R$ 23,87 M","R$ 0,19"
14,31/12/2020,"R$ 125,39 M","R$ 28,48 M","R$ 28,48 M","- R$ 1,77 M","R$ 30,25 M","R$ 19,73 M","R$ 0,16"
15,30/09/2020,NA,NA,NA,"R$ 8,57 M","R$ 34,65 M",NA,NA
16,30/06/2020,"R$ 102,90 M","R$ 24,18 M","R$ 24,18 M","- R$ 2,17 M","R$ 26,36 M","R$ 26,08 M","R$ 4,94"
17,31/03/2020,"R$ 95,72 M","R$ 17,72 M","R$ 17,72 M","- R$ 2,15 M","R$ 19,87 M","R$ 21,86 M","R$ 4,14"
18,31/12/2019,"R$ 81,50 M","R$ 8,61 M","R$ 8,61 M","- R$ 1,97 M","R$ 10,58 M","R$ 15,03 M","R$ 2,85"
