,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"3,07%","2,18%","4,65%","3,31%","-6,87%","-2,30%","66,21%","-2,11%","1,88%","12,52%","1,09","2,83","1,83","2,77"
1,30/06/2024,"3,34%","2,38%","5,06%","3,60%","-7,13%","-2,43%","66,31%","-2,34%","2,18%","13,09%","1,04","3,46","2,46","2,82"
2,31/03/2024,"2,59%","1,80%","3,92%","2,73%","-9,34%","-3,31%","66,34%","-3,35%","1,72%","12,96%","0,99","3,50","2,50","3,33"
3,31/12/2023,"3,82%","2,67%","5,79%","4,05%","-6,59%","-2,37%","66,55%","-2,55%","2,58%","14,05%","0,93","2,95","1,95","1,92"
4,30/09/2023,"3,51%","2,49%","5,32%","3,78%","-7,90%","-2,88%","65,31%","-3,02%","2,49%","13,75%","0,96","2,99","1,99","2,16"
5,30/06/2023,"3,25%","2,28%","4,93%","3,46%","-7,50%","-2,81%","64,96%","-2,95%","2,25%","13,46%","0,95","2,94","1,94","2,25"
6,31/03/2023,"4,22%","2,82%","6,39%","4,27%","-5,19%","-2,14%","64,65%","-2,13%","2,54%","13,71%","1,00","2,83","1,83","2,12"
7,31/12/2022,"4,21%","2,84%","6,38%","4,30%","-3,55%","-1,46%","64,39%","-1,53%","2,65%","13,79%","0,96","2,78","1,78","1,93"
8,30/09/2022,"3,33%","2,22%","5,04%","3,36%","-4,79%","-2,00%","64,12%","-2,12%","2,11%","13,67%","0,94","2,74","1,74","2,21"
9,30/06/2022,"2,36%","1,60%","3,58%","2,42%","-4,89%","-2,12%","64,01%","-2,34%","1,66%","13,65%","0,91","2,67","1,67","2,15"
10,31/03/2022,"-1,90%","-1,32%","-2,87%","-1,99%","-8,50%","-3,88%","63,43%","-4,77%","-1,58%","11,26%","0,81","2,43","1,43","2,03"
11,31/12/2021,"-6,59%","-4,65%","-9,98%","-7,05%","-14,90%","-6,96%","62,42%","-9,95%","-6,27%","7,40%","0,70","2,42","1,42","3,33"
12,30/09/2021,"-11,17%","-7,69%","-16,93%","-11,66%","-27,26%","-11,31%","60,61%","-15,10%","-10,43%","3,50%","0,75","2,40","1,40","7,12"
13,30/06/2021,"-13,58%","-9,52%","-20,58%","-14,42%","-29,83%","-13,08%","59,85%","-19,07%","-14,55%","-0,08%","0,69","2,30","1,30","-347,58"
14,31/03/2021,"-18,16%","-12,38%","-27,52%","-18,76%","-31,83%","-16,11%","59,01%","-25,67%","-20,55%","-4,71%","0,63","2,19","1,19","-6,86"
15,31/12/2020,"-20,31%","-12,90%","-30,77%","-19,54%","-24,94%","-12,63%","59,16%","-19,91%","-17,30%","-2,46%","0,63","2,14","1,14","-11,09"
16,30/09/2020,"-16,28%","-9,91%","-24,67%","-15,01%","-17,49%","-10,46%","60,07%","-13,54%","-11,99%","2,22%","0,77","2,41","1,41","17,72"
17,30/06/2020,"-9,04%","-5,44%","-13,70%","-8,24%","-11,09%","-6,75%","60,33%","-7,93%","-5,91%","6,91%","0,85","2,28","1,28","5,26"
18,31/03/2020,"2,92%","1,76%","4,43%","2,67%","-0,58%","-0,33%","61,65%","-0,36%","1,71%","12,44%","0,94","1,98","0,98","1,75"
19,31/12/2019,"6,85%","4,51%","10,38%","6,83%","2,83%","1,92%","62,24%","1,69%","4,34%","14,91%","1,14","1,97","0,97","0,46"
20,30/09/2019,"5,90%","4,06%","8,94%","6,16%","5,46%","3,67%","62,22%","3,27%","4,42%","13,72%","1,13","1,67","0,67","0,15"
21,30/06/2019,"6,58%","4,52%","9,98%","6,84%","6,89%","4,67%","62,43%","4,21%","5,07%","13,15%","1,11","1,64","0,64","0,01"
22,31/03/2019,"5,02%","4,34%","7,61%","6,58%","7,52%","5,20%","62,05%","4,83%","5,08%","12,21%","1,08","1,73","0,73","0,21"
23,31/12/2018,"4,83%","4,18%","7,31%","6,34%","7,92%","5,30%","62,05%","5,45%","5,40%","11,07%","0,97","1,47","0,47","0,40"
24,30/09/2018,"7,19%","5,66%","10,90%","8,58%","9,81%","4,48%","61,70%","3,08%","3,95%","10,13%","1,46","1,49","0,49","1,52"
25,30/06/2018,"5,17%","4,02%","7,83%","6,09%","6,51%","2,56%","61,41%","1,73%","2,98%","9,61%","1,48","1,47","0,47","1,82"
26,31/03/2018,"6,33%","4,88%","9,60%","7,40%","6,27%","2,43%","61,47%","1,74%","3,75%","10,35%","1,40","1,45","0,45","1,71"
27,31/12/2017,"6.424,76%","4.835,61%","9.734,49%","7.326,67%","706,80%","267,35%","61,44%","0,21%","3,66%","10,37%","1.248,78","1,49","0,49","2,07"
28,30/09/2017,"3.894,70%","2.931,35%","5.901,06%","4.441,44%","8.033,67%","3.038,76%","61,97%","15,59%","14,22%","17,19%","194,88","2,19","1,19","6,60"
29,30/06/2017,"2.470,51%","1.859,43%","3.743,19%","2.817,32%","5.294,37%","2.002,61%","62,69%","15,36%","13,48%","14,73%","130,41","2,54","1,54","16,24"
30,31/03/2017,"337,02%","253,66%","510,64%","384,33%","411,52%","155,66%","60,44%","2,68%","4,12%","7,63%","58,16","2,58","1,58","68,03"
31,31/12/2016,NA,NA,NA,NA,NA,NA,"62,23%","-6,71%","1,06%","8,48%",NA,"2,64","1,64","2,97"
