,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 17/09/2024,"6,13","-28,62","0,39","2,22","0,67","R$ 416,59 M","0,00%",239
1,30/06/2024,"5,34","-24,96","0,34","1,94","0,58","R$ 515,81 M","0,00%",239
2,31/03/2024,"5,90","-14,02","0,40","2,50","0,67","R$ 567,91 M","0,00%",239
3,31/12/2023,"6,32","-11,40","0,45","3,13","0,77","R$ 633,04 M","0,00%",239
4,30/09/2023,"4,03","-6,01","0,29","2,72","0,48","R$ 432,44 M","0,00%",239
5,30/06/2023,"6,36","-4,22","0,33","3,14","0,58","R$ 494,97 M","0,00%",239
6,31/03/2023,"5,63","-2,72","0,25","2,61","0,42","R$ 372,53 M","0,00%",239
7,31/12/2022,"13,26","-1,92","0,20","2,79","0,35","R$ 299,59 M","0,00%",239
8,30/09/2022,"-4,98","-1,79","0,23","3,16","0,35","R$ 320,43 M","0,00%",239
9,30/06/2022,"-4,10","-1,68","0,25","3,77","0,38","R$ 328,24 M","0,00%",239
10,31/03/2022,"5,44","-1,84","0,30","4,15","0,44","R$ 372,53 M","0,00%",239
11,31/12/2021,"5,80","-2,18","0,34","6,05","0,46","R$ 388,16 M","0,00%",239
12,30/09/2021,"3,69","-4,06","0,42","29,14","0,53","R$ 466,31 M","0,00%",239
13,30/06/2021,"3,99","-4,85","0,50","12,96","0,66","R$ 557,49 M","0,00%",239
14,31/03/2021,"-49,54","-2,36","0,58","5,30","0,99","R$ 640,85 M","0,00%",239
15,31/12/2020,"15,52","-2,53","0,54","4,17","0,92","R$ 620,01 M","0,00%",239
16,30/09/2020,"13,89","-2,21","0,47","3,08","0,80","R$ 534,04 M","0,00%",239
17,30/06/2020,"39,62","-2,22","0,51","4,40","0,81","R$ 565,30 M","0,00%",239
18,31/03/2020,"-57,19","-1,85","0,44","4,56","0,71","R$ 479,34 M","0,00%",239
19,31/12/2019,"-9,07","-1,29","0,35","5,60","0,56","R$ 367,32 M","0,00%",239
20,30/09/2019,"-6,20","-1,60","0,40","21,47","0,75","R$ 348,99 M","0,00%",239
21,30/06/2019,"1,47","-0,38","0,09","2,37","0,16","R$ 83,02 M","0,00%",239
22,31/03/2019,"1,43","-0,47","0,10","4,77","0,19","R$ 92,56 M","0,00%",239
23,31/12/2018,"1,91","-0,56","0,13","4,38","0,21","R$ 104,48 M","0,00%",239
24,30/09/2018,"1,03","-0,73","0,14","1,34","0,22","R$ 109,93 M","0,00%",239
25,30/06/2018,"3,50","-0,99","0,16","5,72","0,26","R$ 125,60 M","0,00%",239
26,31/03/2018,"3,38","-1,59","0,24","-5,03","0,41","R$ 182,49 M","0,00%",239
27,31/12/2017,"2,43","-2,10","0,28","-172,64","0,45","R$ 214,17 M","0,00%",239
28,30/09/2017,"1,08","-1,45","0,24","25,86","0,38","R$ 181,81 M","0,00%",239
29,30/06/2017,"1,61","-1,24","0,25","1,61","0,43","R$ 188,96 M","0,00%",239
30,31/03/2017,"1,78","-0,88","0,20","0,96","0,35","R$ 152,17 M","0,00%",239
31,31/12/2016,"1,89","-0,41","0,10","0,87","0,16","R$ 90,51 M","0,00%",239
32,30/09/2016,"-1,04","-0,41","0,13","1,28","0,21","R$ 105,84 M","0,00%",239
33,30/06/2016,"-0,73","-0,59","0,16","6,56","0,26","R$ 130,71 M","0,00%",239
34,31/03/2016,"-0,29","-0,30","0,07","-8,57","0,11","R$ 71,10 M","0,00%",239
35,31/12/2015,"-0,22","-0,34","0,08","2,19","0,12","R$ 73,14 M","0,00%",239
36,30/09/2015,"-0,39","-0,99","0,09","84,65","0,13","R$ 83,36 M","0,00%",239
37,30/06/2015,"-0,85","-1,76","0,12","48,61","0,17","R$ 106,18 M","0,00%",239
38,31/03/2015,"-0,90","-2,53","0,11","7,78","0,16","R$ 101,76 M","0,00%",239
39,31/12/2014,"-2,03","-1,94","0,10","3,02","0,15","R$ 93,58 M","0,00%",239
40,30/09/2014,"-1,06","-2,01","0,13","9,03","0,19","R$ 117,09 M","0,00%",239
41,30/06/2014,"-1,80","-1,17","0,14","7,40","0,22","R$ 122,20 M","0,00%",239
42,31/03/2014,"-1,75","-1,95","0,22","9,58","0,36","R$ 180,45 M","0,00%",239
43,31/12/2013,"-2,06","-2,56","0,27","186,90","0,45","R$ 219,96 M","0,00%",239
44,30/09/2013,"-7,17","-8,54","0,28","-15,07","0,44","R$ 219,28 M","0,00%",239
45,30/06/2013,"-8,68","-8,46","0,35","-26,67","0,53","R$ 260,16 M","0,00%",239
46,31/03/2013,"-16,26","-13,64","0,36","-6,76","0,52","R$ 260,16 M","0,00%",239
47,31/12/2012,"-17,61","-21,89","0,42","-24,96","0,58","R$ 282,98 M","0,00%",239
48,30/09/2012,"-17,21","-11,98","0,46","51,25","0,62","R$ 291,50 M","0,00%",239
49,30/06/2012,"-5,32","-9,55","0,46","-216,26","0,58","R$ 278,89 M","0,00%",239
50,31/03/2012,"-8,87","-8,32","0,47","-18,87","0,58","R$ 273,78 M","0,00%",239
