,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 266,33 M","- R$ 7,76 M","- R$ 230,93 M","R$ 27,63 M",239
1,31/03/2024,"R$ 226,73 M","- R$ 20,37 M","- R$ 247,03 M","- R$ 40,66 M",239
2,31/12/2023,"R$ 202,48 M","- R$ 31,74 M","- R$ 169,11 M","R$ 1,62 M",239
3,30/09/2023,"R$ 159,21 M","- R$ 36,18 M","- R$ 124,45 M","- R$ 1,42 M",239
4,30/06/2023,"R$ 157,54 M","- R$ 23,96 M","- R$ 105,91 M","R$ 27,68 M",239
5,31/03/2023,"R$ 142,65 M","- R$ 23,95 M","- R$ 58,72 M","R$ 59,98 M",239
6,31/12/2022,"R$ 107,49 M","- R$ 23,70 M","- R$ 88,44 M","- R$ 4,65 M",239
7,30/09/2022,"R$ 101,36 M","- R$ 29,69 M","- R$ 46,55 M","R$ 25,13 M",239
8,30/06/2022,"R$ 87,13 M","- R$ 32,43 M","- R$ 55,97 M","- R$ 1,28 M",239
9,31/03/2022,"R$ 89,86 M","- R$ 29,95 M","- R$ 42,07 M","R$ 17,84 M",239
10,31/12/2021,"R$ 64,12 M","- R$ 35,14 M","- R$ 22,28 M","R$ 6,69 M",239
11,30/09/2021,"R$ 16,00 M","- R$ 30,27 M","R$ 18,08 M","R$ 3,81 M",239
12,30/06/2021,"R$ 43,00 M","- R$ 28,52 M","- R$ 24,96 M","- R$ 10,48 M",239
13,31/03/2021,"R$ 120,81 M","- R$ 31,71 M","- R$ 101,99 M","- R$ 12,89 M",239
14,31/12/2020,"R$ 148,76 M","- R$ 25,71 M","- R$ 122,44 M","R$ 614,00 mil",239
15,30/09/2020,"R$ 173,47 M","- R$ 22,08 M","- R$ 150,17 M","R$ 1,21 M",239
16,30/06/2020,"R$ 128,55 M","- R$ 15,30 M","- R$ 105,42 M","R$ 7,83 M",239
17,31/03/2020,"R$ 105,21 M","- R$ 4,53 M","- R$ 97,55 M","R$ 3,14 M",239
18,31/12/2019,"R$ 65,54 M","- R$ 806,00 mil","- R$ 65,41 M","- R$ 681,00 mil",239
19,30/09/2019,"R$ 20,87 M","R$ 17,41 M","- R$ 35,12 M","R$ 3,16 M",239
20,30/06/2019,"R$ 42,13 M","R$ 13,44 M","- R$ 52,78 M","R$ 2,79 M",239
21,31/03/2019,"R$ 24,14 M","R$ 2,05 M","- R$ 29,86 M","- R$ 3,66 M",239
22,31/12/2018,"R$ 30,59 M","- R$ 10,32 M","- R$ 23,14 M","- R$ 2,87 M",239
23,30/09/2018,"R$ 106,64 M","- R$ 44,12 M","- R$ 81,72 M","- R$ 19,20 M",239
24,30/06/2018,"R$ 29,30 M","- R$ 43,20 M","- R$ 14,47 M","- R$ 28,36 M",239
25,31/03/2018,"- R$ 51,23 M","- R$ 37,65 M","R$ 64,86 M","- R$ 24,02 M",239
26,31/12/2017,"- R$ 1,79 M","R$ 18,69 M","- R$ 8,75 M","R$ 8,15 M",239
27,30/09/2017,"R$ 9,93 M","R$ 37,97 M","- R$ 37,44 M","R$ 10,46 M",239
28,30/06/2017,"R$ 166,11 M","R$ 40,51 M","- R$ 185,77 M","R$ 20,85 M",239
29,31/03/2017,"R$ 219,13 M","R$ 42,60 M","- R$ 241,29 M","R$ 20,44 M",239
30,31/12/2016,"R$ 128,47 M","- R$ 1,44 M","- R$ 135,52 M","- R$ 8,49 M",239
31,30/09/2016,"R$ 106,55 M","- R$ 3,11 M","- R$ 98,14 M","R$ 5,31 M",239
32,30/06/2016,"R$ 26,80 M","- R$ 5,57 M","- R$ 12,89 M","R$ 8,33 M",239
33,31/03/2016,"- R$ 9,46 M","- R$ 26,02 M","R$ 10,52 M","- R$ 24,96 M",239
34,31/12/2015,"R$ 38,45 M","- R$ 42,13 M","- R$ 31,05 M","- R$ 34,73 M",239
35,30/09/2015,"R$ 1,19 M","- R$ 51,69 M","- R$ 11,89 M","- R$ 62,39 M",239
36,30/06/2015,"R$ 2,81 M","- R$ 57,54 M","R$ 38,06 M","- R$ 16,66 M",239
37,31/03/2015,"R$ 16,68 M","- R$ 45,94 M","R$ 51,29 M","R$ 22,03 M",239
38,31/12/2014,"R$ 38,71 M","- R$ 44,11 M","R$ 31,40 M","R$ 26,00 M",239
39,30/09/2014,"R$ 17,06 M","- R$ 34,83 M","R$ 62,96 M","R$ 45,20 M",239
40,30/06/2014,"R$ 21,91 M","- R$ 28,64 M","R$ 8,73 M","R$ 2,00 M",239
41,31/03/2014,"R$ 26,58 M","- R$ 21,28 M","R$ 5,23 M","R$ 10,52 M",239
42,31/12/2013,"R$ 1,70 M","- R$ 17,02 M","R$ 11,77 M","- R$ 3,55 M",239
43,30/09/2013,"- R$ 20,99 M","- R$ 13,44 M","R$ 33,16 M","- R$ 1,27 M",239
44,30/06/2013,"- R$ 14,29 M","- R$ 33,61 M","R$ 25,58 M","- R$ 22,33 M",239
45,31/03/2013,"- R$ 56,40 M","- R$ 11,50 M","R$ 33,73 M","- R$ 34,18 M",239
46,31/12/2012,"- R$ 16,72 M","- R$ 7,40 M","R$ 32,14 M","R$ 8,02 M",239
47,30/09/2012,"R$ 8,41 M","- R$ 18,31 M","- R$ 10,24 M","- R$ 20,14 M",239
48,30/06/2012,"- R$ 1,90 M","- R$ 2,63 M","R$ 21,26 M","R$ 16,73 M",239
49,31/03/2012,"- R$ 21,35 M","- R$ 48,61 M","R$ 76,60 M","R$ 6,64 M",239
50,31/12/2011,"- R$ 18,65 M","- R$ 51,08 M","R$ 42,39 M","- R$ 27,33 M",239
51,30/09/2011,"R$ 12,70 M","- R$ 28,07 M","R$ 40,55 M","R$ 25,18 M",239
52,30/06/2011,"R$ 4,62 M","- R$ 41,10 M","R$ 41,58 M","R$ 5,09 M",239
53,31/03/2011,"R$ 36,54 M","- R$ 26,18 M","R$ 1,52 M","R$ 11,88 M",239
