,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"66,84%","-40,03%","101,27%","-60,65%","-24,38%","10,18%","67,13%","35,12%","91,59%","98,59%","0,29","-3,58","-4,58","-0,08"
1,31/03/2024,"57,21%","-35,78%","86,68%","-54,21%","-25,85%","9,83%","64,43%","34,13%","76,55%","83,89%","0,29","-4,03","-5,03","-0,14"
2,31/12/2023,"78,00%","-40,98%","118,19%","-62,09%","-43,94%","24,80%","67,32%","83,58%","121,82%","129,28%","0,30","-3,62","-4,62","-0,03"
3,30/09/2023,"116,89%","-29,62%","177,10%","-44,87%","-37,71%","24,93%","66,64%","92,40%","112,13%","119,86%","0,27","-2,41","-3,41","-0,07"
4,30/06/2023,"230,25%","-31,42%","348,87%","-47,60%","-39,77%","29,18%","66,48%","109,20%","132,67%","140,41%","0,27","-2,40","-3,40","-0,06"
5,31/03/2023,"-92,00%","-43,80%","-139,39%","-66,37%","-60,97%","65,56%","71,49%","251,84%","277,61%","285,25%","0,26","-2,63","-3,63","-0,04"
6,31/12/2022,"-69,25%","-30,64%","-104,92%","-46,43%","-41,06%","43,41%","66,58%","196,83%","225,30%","234,28%","0,22","-1,77","-2,77","-0,04"
7,30/09/2022,"-53,50%","-19,93%","-81,05%","-30,20%","-25,40%","24,99%","65,91%","133,04%","159,15%","169,43%","0,19","-1,51","-2,51","-0,04"
8,30/06/2022,"-45,15%","-16,78%","-68,41%","-25,43%","-22,03%","22,30%","64,88%","139,38%","161,47%","174,05%","0,16","-1,36","-2,36","-0,04"
9,31/03/2022,"14,73%","5,27%","22,32%","7,98%","11,57%","-11,43%","63,38%","-89,03%","-61,54%","-45,04%","0,13","-0,93","-1,93","0,24"
10,31/12/2021,"12,52%","4,29%","18,98%","6,50%","8,86%","-8,65%","60,75%","-86,59%","-63,60%","-40,98%","0,10","-0,95","-1,95","0,31"
11,30/09/2021,"12,86%","4,16%","19,49%","6,31%","11,06%","-9,94%","60,25%","-139,95%","-80,47%","-47,58%","0,07","-1,02","-2,02","0,18"
12,30/06/2021,"19,46%","5,88%","29,48%","8,92%","13,14%","-11,56%","61,30%","-202,54%","-137,86%","-95,36%","0,06","-0,99","-1,99","0,07"
13,31/03/2021,"38,50%","9,66%","58,33%","14,64%","19,69%","-15,62%","36,33%","-362,56%","-272,05%","-217,39%","0,04","-1,01","-2,01","0,02"
14,31/12/2020,"64,39%","12,47%","97,57%","18,89%","25,01%","-19,01%","48,06%","-251,06%","-190,02%","-158,11%","0,08","-1,02","-2,02","0,01"
15,30/09/2020,"278,10%","40,61%","421,36%","61,53%","68,69%","-36,10%","54,47%","-318,57%","-284,87%","-263,58%","0,11","-1,11","-2,11","0,02"
16,30/06/2020,"528,88%","41,93%","801,33%","63,52%","74,42%","-36,90%","56,46%","-249,00%","-210,70%","-194,66%","0,15","-1,14","-2,14","0,01"
17,31/03/2020,"1.834,58%","37,59%","2.779,67%","56,95%","68,46%","-32,20%","63,44%","-176,16%","-144,94%","-132,17%","0,18","-1,26","-2,26","0,03"
18,31/12/2019,"-1.601,47%","31,69%","-2.426,47%","48,02%","60,39%","-28,32%","65,71%","-150,19%","-117,20%","-104,76%","0,19","-1,32","-2,32","0,01"
19,30/09/2019,"-31,27%","11,07%","-47,37%","16,78%","36,28%","-12,07%","74,86%","-110,82%","-50,32%","-30,28%","0,11","-1,90","-2,90","-0,02"
20,30/06/2019,"-22,46%","13,64%","-34,03%","20,67%","47,50%","-13,87%","70,63%","-115,02%","-48,56%","-30,29%","0,12","-2,02","-3,02","-0,11"
21,31/03/2019,"-21,01%","17,94%","-31,84%","27,18%","61,22%","-15,56%","65,04%","-120,53%","-52,14%","-35,09%","0,13","-2,13","-3,13","-0,10"
22,31/12/2018,"-9,14%","21,33%","-13,85%","32,32%","80,13%","-17,48%","62,58%","-120,29%","-45,44%","-30,60%","0,15","-2,13","-3,13","-0,18"
23,30/09/2018,"-4,88%","13,15%","-7,39%","19,92%","66,28%","-12,74%","56,40%","-58,43%","-16,62%","-6,75%","0,22","-3,01","-4,01","-0,39"
24,30/06/2018,"-4,15%","16,97%","-6,28%","25,71%","65,32%","-10,55%","56,03%","-50,92%","-18,46%","-8,56%","0,21","-3,43","-4,43","-0,45"
25,31/03/2018,"-3,38%","17,65%","-5,13%","26,74%","69,58%","-9,45%","57,45%","-46,13%","-15,68%","-5,85%","0,20","-3,94","-4,94","-0,49"
26,31/12/2017,"-2,76%","15,56%","-4,18%","23,57%","51,57%","-6,95%","57,50%","-34,16%","-13,29%","-3,35%","0,20","-4,58","-5,58","-1,90"
27,30/09/2017,"1,76%","-9,32%","2,67%","-14,13%","25,66%","-3,68%","58,66%","-18,03%","8,63%","18,52%","0,20","-5,20","-6,20","0,26"
28,30/06/2017,"5,26%","-25,56%","7,97%","-38,73%","5,48%","-0,83%","64,20%","-3,49%","21,87%","30,34%","0,24","-6,19","-7,19","0,17"
29,31/03/2017,"5,30%","-30,86%","8,03%","-46,76%","2,50%","-0,33%","64,96%","-1,37%","22,21%","30,44%","0,24","-7,36","-8,36","0,21"
30,31/12/2016,"4,83%","-28,65%","7,31%","-43,40%","5,74%","-0,74%","66,09%","-2,94%","19,48%","27,41%","0,25","-7,42","-8,42","0,29"
31,30/09/2016,"1,01%","-7,58%","1,53%","-11,48%","39,38%","-4,15%","67,37%","-15,61%","3,89%","11,34%","0,27","-6,98","-7,98","0,64"
32,30/06/2016,"-0,93%","9,32%","-1,40%","14,12%","59,40%","-5,85%","65,25%","-23,26%","-3,95%","3,96%","0,25","-6,63","-7,63","1,79"
