,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 131,55 M","- R$ 36,69 M","R$ 200,39 M","R$ 295,25 M",200
1,31/03/2024,"R$ 111,50 M","- R$ 52,82 M","- R$ 86,50 M","- R$ 27,82 M",200
2,31/12/2023,"R$ 104,79 M","- R$ 94,86 M","- R$ 43,31 M","- R$ 33,38 M",200
3,30/09/2023,"R$ 117,43 M","- R$ 54,38 M","- R$ 44,80 M","R$ 18,25 M",200
4,30/06/2023,"R$ 121,50 M","- R$ 89,57 M","- R$ 36,91 M","- R$ 4,97 M",200
5,31/03/2023,"R$ 89,08 M","- R$ 93,61 M","- R$ 71,19 M","- R$ 75,73 M",200
6,31/12/2022,"R$ 100,21 M","- R$ 143,77 M","- R$ 46,62 M","- R$ 90,18 M",200
7,30/09/2022,"R$ 89,05 M","- R$ 126,64 M","- R$ 39,83 M","- R$ 77,43 M",200
8,30/06/2022,"R$ 86,36 M","- R$ 77,45 M","R$ 47,73 M","R$ 56,64 M",200
9,31/03/2022,"R$ 62,96 M","- R$ 73,24 M","- R$ 39,50 M","- R$ 49,79 M",200
10,31/12/2021,"R$ 88,26 M","- R$ 98,69 M","- R$ 58,40 M","- R$ 68,83 M",200
11,30/09/2021,"R$ 4,00 mil","- R$ 282,21 M","R$ 803,78 M","R$ 521,57 M",200
12,30/06/2021,"R$ 42,40 M","- R$ 87,19 M","- R$ 37,92 M","- R$ 82,71 M",200
13,31/03/2021,"R$ 40,92 M","- R$ 52,43 M","R$ 127,00 M","R$ 115,49 M",200
14,31/12/2020,,,,,200
