,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 23/09/2024,"-3,14","1,26","1,28","5,20","0,75","R$ 4,89 B","0,00%",280
1,30/06/2024,"-3,52","1,41","1,43","5,83","0,84","R$ 5,74 B","0,00%",280
2,31/03/2024,"-4,07","1,77","1,78","8,41","1,03","R$ 6,74 B","0,00%",280
3,31/12/2023,"-3,15","1,58","1,57","15,83","0,93","R$ 5,72 B","0,00%",280
4,30/09/2023,"-21,95","1,15","1,61","-47,02","0,78","R$ 6,08 B","0,00%",280
5,30/06/2023,"-29,68","1,27","1,68","-24,41","0,87","R$ 6,46 B","0,00%",280
6,31/03/2023,"-51,87","1,04","1,39","-16,34","0,71","R$ 5,50 B","0,00%",280
7,31/12/2022,"62,54","1,32","1,82","-11,90","0,89","R$ 7,82 B","0,00%",280
8,30/09/2022,"27,04","2,01","2,85","-149,16","1,49","R$ 13,53 B","2,29%",280
9,30/06/2022,"23,02","2,20","3,12","1.251,05","1,65","R$ 13,96 B","2,14%",280
10,31/03/2022,"20,67","2,26","3,03","103,89","1,37","R$ 12,86 B","2,21%",280
11,31/12/2021,"20,81","4,23","3,63","18,23","1,79","R$ 14,98 B","1,62%",280
12,30/09/2021,"46,79","6,31","5,05","31,20","3,94","R$ 22,93 B","0,00%",280
13,30/06/2021,"85,53","8,06","6,32","33,66","5,04","R$ 27,57 B","0,00%",280
14,31/03/2021,"84,44","6,74","5,78","41,31","4,28","R$ 22,00 B","0,00%",280
15,31/12/2020,"146,89","6,98","6,12","65,84","4,28","R$ 21,64 B","0,14%",280
16,30/09/2020,"106,34","7,55","5,89","64,93","3,57","R$ 23,28 B","0,14%",280
17,30/06/2020,"59,40","5,59","4,59","131,00","2,40","R$ 17,12 B","0,19%",280
18,31/03/2020,"52,05","4,63","3,54","25,16","2,45","R$ 14,16 B","0,23%",280
19,31/12/2019,"65,82","6,83","4,86","33,95","3,99","R$ 19,14 B","0,00%",280
20,30/09/2019,"60,24","5,45","3,28","60,47","3,17","R$ 15,04 B","0,00%",280
21,30/06/2019,"44,31","5,07","3,07","45,22","2,88","R$ 13,04 B","0,29%",280
22,31/03/2019,"34,33","3,83","2,36","60,81","2,21","R$ 9,51 B","0,76%",280
23,31/12/2018,"29,83","4,15","2,53","51,39","2,48","R$ 9,50 B","2,04%",280
24,30/09/2018,"24,07","3,26","1,96","14,23","1,89","R$ 7,31 B","3,25%",280
25,30/06/2018,"23,11","2,79","1,54","11,58","1,62","R$ 5,83 B","4,02%",280
26,31/03/2018,"24,00","3,23","1,83","16,67","1,85","R$ 6,97 B","3,44%",280
27,31/12/2017,"20,04","3,32","1,95","23,96","1,88","R$ 7,36 B","2,01%",280
28,30/09/2017,"18,11","3,46","2,04","30,74","2,07","R$ 7,63 B","1,44%",280
29,30/06/2017,"16,43","3,25","1,89","25,88","1,89","R$ 6,99 B","2,32%",280
30,31/03/2017,"13,94","2,83","1,56","15,35","1,61","R$ 5,96 B","2,41%",280
31,31/12/2016,"13,53","2,48","1,21","14,35","1,29","R$ 5,26 B","2,21%",280
32,30/09/2016,"13,85","2,19","1,02","13,74","1,16","R$ 4,55 B","4,36%",280
33,30/06/2016,"16,79","2,68","1,19","16,52","1,35","R$ 5,17 B","5,08%",280
34,31/03/2016,"16,61","2,52","1,14","14,90","1,31","R$ 4,61 B","5,59%",280
35,31/12/2015,"16,58","2,46","1,09","11,09","1,20","R$ 4,23 B","9,24%",280
36,30/09/2015,"13,84","2,22","1,03","11,14","1,08","R$ 4,16 B","7,31%",280
37,30/06/2015,"11,57","1,69","0,85","9,65","0,90","R$ 3,53 B","7,05%",280
38,31/03/2015,"17,69","2,38","1,23","15,60","1,20","R$ 4,79 B","4,93%",280
39,31/12/2014,"14,95","2,10","1,13","16,93","1,15","R$ 4,24 B","2,71%",280
40,30/09/2014,"13,83","1,95","1,03","15,49","1,15","R$ 3,77 B","3,26%",280
41,30/06/2014,"14,97","2,29","1,20","18,84","1,29","R$ 4,43 B","2,76%",280
42,31/03/2014,"14,43","2,54","1,37","18,21","1,41","R$ 4,92 B","2,17%",280
43,31/12/2013,"16,28","2,75","1,47","15,66","1,50","R$ 5,15 B","2,12%",280
44,30/09/2013,"18,62","3,19","1,71","18,46","1,70","R$ 6,10 B","1,88%",280
45,30/06/2013,"16,64","2,89","1,56","15,25","1,62","R$ 5,46 B","2,08%",280
46,31/03/2013,"15,66","2,69","1,48","17,72","1,55","R$ 4,96 B","2,11%",280
47,31/12/2012,"18,50","3,13","1,72","26,03","1,89","R$ 5,27 B","1,59%",280
48,30/09/2012,"20,55","3,46","1,95","21,79","2,03","R$ 5,64 B","1,43%",280
49,30/06/2012,"17,00","3,09","1,76","17,98","1,86","R$ 4,83 B","1,64%",280
50,31/03/2012,"18,96","3,69","2,12","16,76","2,25","R$ 5,56 B","1,26%",280
51,31/12/2011,"18,41","3,83","2,20","17,01","2,32","R$ 5,66 B","1,76%",280
52,30/09/2011,"12,49","2,76","1,59","15,73","1,61","R$ 3,96 B","2,45%",280
53,30/06/2011,"11,45","2,61","1,49","14,07","1,55","R$ 3,58 B","2,58%",280
54,31/03/2011,"11,64","2,77","1,62","14,67","1,62","R$ 3,86 B","2,44%",280
55,31/12/2010,"12,69","2,97","1,74","10,62","1,73","R$ 3,89 B","1,58%",280
56,30/09/2010,"13,46","3,36","1,94","9,74","2,07","R$ 3,93 B","1,19%",280
57,30/06/2010,"11,39","2,62","1,47","6,88","1,60","R$ 2,97 B","1,30%",280
58,31/03/2010,"11,87","1,96","1,09","4,99","1,19","R$ 2,17 B","1,16%",280
59,31/12/2009,"1,08","0,14","0,07","0,45","0,08","R$ 128,58 M","0,98%",280
60,30/09/2009,"12,13","1,77","0,89","7,27","1,03","R$ 1,72 B","2,05%",280
61,30/06/2009,"9,50","1,34","0,68","6,68","0,74","R$ 1,34 B","3,48%",280
62,31/03/2009,"8,25","1,28","0,71","9,20","0,70","R$ 1,34 B","4,16%",280
63,31/12/2008,"5,00","0,89","0,52","8,25","0,48","R$ 874,49 M","5,89%",280
64,30/09/2008,"12,97","0,92","0,54",,"0,54","R$ 739,40 M","6,26%",280
65,30/06/2008,"30,65","2,54","1,59",,"1,66","R$ 1,95 B","2,17%",280
66,31/03/2008,"31,09","2,99","1,90",,"1,96","R$ 2,30 B","1,84%",280
67,31/12/2007,"19,64","2,68","1,83",,"1,76","R$ 2,15 B","1,47%",280
68,30/09/2007,"29,35","3,89","2,77",,"2,75","R$ 3,12 B","1,40%",280
69,30/06/2007,"27,72","4,09","2,83",,"2,90","R$ 3,27 B","1,32%",280
70,31/03/2007,"22,47","4,10","2,68",,"2,86","R$ 3,05 B","1,02%",280
71,31/12/2006,"20,83","3,48","1,94",,"2,49","R$ 2,46 B","1,82%",280
72,30/09/2006,"13,31","2,52","1,39",,"1,78","R$ 1,95 B","2,52%",280
73,30/06/2006,"10,59","2,42","1,23",,"1,59","R$ 1,72 B","3,01%",280
74,31/03/2006,"9,99","2,38","1,17",,"1,45","R$ 1,70 B","4,05%",280
75,31/12/2005,"8,48","2,14","1,03",,"1,23","R$ 1,46 B","3,62%",280
76,30/09/2005,"5,56","1,37","0,66",,"0,77","R$ 886,26 M","7,49%",280
77,30/06/2005,"5,01","1,22","0,57",,"0,68","R$ 708,07 M","7,25%",280
78,31/03/2005,"4,97","0,99","0,47",,"0,54","R$ 594,34 M","6.127,67%",280
79,31/12/2004,"10,39","1,76","0,82",,"0,93","R$ 841,32 M","3.805,00%",280
80,30/09/2004,"6,01","1,13","0,53",,"0,62","R$ 634,37 M","8.573,44%",280
81,30/06/2004,"5,48","0,85","0,39",,"0,45","R$ 455,17 M","8.722,12%",280
82,31/03/2004,"4,08","0,65","0,31",,"0,34","R$ 342,02 M","9.880,14%",280
83,31/12/2003,"4,43","0,72","0,34",,"0,39","R$ 373,56 M","10.472,27%",280
84,30/09/2003,"5,52","0,79","0,37",,"0,42","R$ 348,50 M","9.837,27%",280
85,30/06/2003,"9,96","1,25","0,60",,"0,67","R$ 447,14 M","6.361,43%",280
86,31/03/2003,"6,33","0,71","0,35",,"0,43","R$ 315,71 M","10.703,84%",280
87,31/12/2002,"5,50","0,58","0,28",,"0,28","R$ 238,09 M","12.087,92%",280
88,30/09/2002,"11,83","0,62","0,33",,"0,37","R$ 262,73 M","2.821,43%",280
89,30/06/2002,"10,07","0,63","0,34",,"0,41","R$ 241,13 M","4.378,57%",280
90,31/03/2002,"9,19","0,64","0,34",,"0,41","R$ 237,01 M","4.378,57%",280
91,31/12/2001,"9,27","0,70","0,37",,"0,40","R$ 256,48 M","5.908,24%",280
92,30/06/2001,"4,76","0,65","0,36",,"0,45","R$ 274,06 M","5.864,29%",280
93,31/03/2001,"4,55","0,69","0,38",,"0,46","R$ 277,64 M","5.662,07%",280
94,31/12/2000,"4,70","0,78","0,42",,"0,45","R$ 308,95 M","4.168,75%",280
95,30/09/2000,"3,80","0,80","0,45",,"0,56","R$ 282,08 M","4.763,98%",280
96,30/06/2000,"3,52","0,72","0,40",,"0,50","R$ 267,89 M","4.385,71%",280
97,31/03/2000,"3,26","0,64","0,35",,"0,43","R$ 220,65 M","5.116,67%",280
