,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 237,57 M","- R$ 491,72 M","R$ 177,07 M","- R$ 77,08 M",203
1,31/03/2024,"R$ 283,50 M","- R$ 421,97 M","R$ 141,18 M","R$ 2,72 M",203
2,31/12/2023,"R$ 220,56 M","- R$ 356,81 M","R$ 153,63 M","R$ 17,38 M",203
3,30/09/2023,"R$ 252,74 M","- R$ 329,10 M","R$ 97,53 M","R$ 21,17 M",203
4,30/06/2023,"R$ 262,39 M","R$ 132,43 M","- R$ 312,11 M","R$ 82,71 M",203
5,31/03/2023,"R$ 228,55 M","- R$ 113,72 M","- R$ 297,16 M","- R$ 182,33 M",203
6,31/12/2022,"R$ 171,90 M","R$ 132,96 M","- R$ 342,62 M","- R$ 37,75 M",203
7,30/09/2022,"R$ 266,75 M","R$ 62,01 M","- R$ 433,64 M","- R$ 104,88 M",203
8,30/06/2022,"R$ 251,85 M","R$ 8,72 M","- R$ 370,92 M","- R$ 110,35 M",203
9,31/03/2022,"R$ 137,24 M","- R$ 491,94 M","R$ 556,14 M","R$ 200,23 M",203
10,31/12/2021,"R$ 153,98 M","- R$ 870,32 M","R$ 698,01 M","- R$ 18,33 M",203
11,30/09/2021,"R$ 169,31 M","- R$ 856,76 M","R$ 791,81 M","R$ 104,39 M",203
12,30/06/2021,"R$ 149,03 M","- R$ 805,39 M","R$ 772,20 M","R$ 117,33 M",203
13,31/03/2021,"R$ 211,23 M","- R$ 360,51 M","R$ 149,63 M","- R$ 286,00 mil",203
14,31/12/2020,"R$ 226,52 M","- R$ 220,78 M","R$ 57,26 M","R$ 63,78 M",203
15,30/09/2020,"R$ 183,42 M","- R$ 283,92 M","R$ 106,02 M","R$ 5,59 M",203
16,30/06/2020,"R$ 245,44 M","- R$ 382,30 M","R$ 142,76 M","R$ 4,42 M",203
17,31/03/2020,"R$ 217,88 M","- R$ 145,33 M","- R$ 90,34 M","- R$ 16,19 M",203
18,31/12/2019,"R$ 221,29 M","- R$ 146,63 M","- R$ 75,71 M","- R$ 4,66 M",203
19,30/09/2019,"R$ 131,30 M","- R$ 72,95 M","- R$ 50,08 M","R$ 79,00 mil",203
20,30/06/2019,"R$ 81,75 M","- R$ 15,85 M","- R$ 120,16 M","- R$ 61,50 M",203
21,31/03/2019,"R$ 76,86 M","- R$ 149,58 M","R$ 79,33 M","R$ 1,84 M",203
22,31/12/2018,"R$ 82,53 M","- R$ 153,25 M","R$ 74,22 M","R$ 1,92 M",203
23,30/09/2018,"R$ 67,49 M","- R$ 40,19 M","R$ 100,53 M","R$ 133,46 M",203
24,30/06/2018,"R$ 89,94 M","- R$ 137,72 M","R$ 98,86 M","R$ 54,80 M",203
25,31/03/2018,"R$ 139,11 M","- R$ 32,38 M","- R$ 91,83 M","R$ 16,00 M",203
26,31/12/2017,"R$ 126,63 M","- R$ 36,33 M","- R$ 88,06 M","R$ 2,98 M",203
