,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 465,10 M","R$ 169,63 M","R$ 72,08 M","- R$ 12,83 M","R$ 84,90 M","R$ 48,73 M","R$ 0,27",203
1,31/03/2024,"R$ 359,68 M","R$ 119,66 M","R$ 48,84 M","- R$ 12,03 M","R$ 60,86 M","R$ 40,09 M","R$ 0,22",203
2,31/12/2023,"R$ 387,48 M","R$ 120,05 M","R$ 39,55 M","- R$ 12,51 M","R$ 52,06 M","R$ 27,68 M","R$ 0,15",203
3,30/09/2023,"R$ 362,65 M","R$ 111,23 M","R$ 152,37 M","- R$ 11,62 M","R$ 163,99 M","R$ 99,40 M","R$ 0,55",203
4,30/06/2023,"R$ 364,31 M","R$ 151,62 M","R$ 86,25 M","- R$ 7,90 M","R$ 94,15 M","R$ 70,79 M","R$ 0,39",203
5,31/03/2023,"R$ 258,20 M","R$ 107,36 M","R$ 51,28 M","- R$ 6,86 M","R$ 58,14 M","R$ 51,95 M","R$ 0,29",203
6,31/12/2022,"R$ 366,70 M","R$ 161,87 M","R$ 113,66 M","- R$ 5,85 M","R$ 119,52 M","R$ 94,98 M","R$ 0,53",203
7,30/09/2022,"R$ 361,63 M","R$ 177,89 M","R$ 113,09 M","- R$ 5,95 M","R$ 119,04 M","R$ 94,53 M","R$ 0,53",203
8,30/06/2022,"R$ 365,24 M","R$ 166,63 M","R$ 115,24 M","- R$ 5,28 M","R$ 120,52 M","R$ 112,40 M","R$ 0,63",203
9,31/03/2022,"R$ 313,34 M","R$ 161,49 M","R$ 110,19 M","- R$ 5,21 M","R$ 115,40 M","R$ 61,46 M","R$ 0,34",203
10,31/12/2021,"R$ 349,89 M","R$ 146,63 M","R$ 84,42 M","- R$ 6,69 M","R$ 91,11 M","R$ 45,17 M","R$ 0,25",203
11,30/09/2021,"R$ 319,62 M","R$ 153,93 M","R$ 103,48 M","- R$ 4,39 M","R$ 107,86 M","R$ 94,39 M","R$ 0,53",203
12,30/06/2021,"R$ 370,76 M","R$ 194,49 M","R$ 145,19 M","- R$ 4,98 M","R$ 150,17 M","R$ 99,49 M","R$ 0,55",203
13,31/03/2021,"R$ 326,13 M","R$ 170,89 M","R$ 123,54 M","- R$ 4,86 M","R$ 128,39 M","R$ 86,17 M","R$ 0,58",203
14,31/12/2020,"R$ 337,83 M","R$ 160,46 M","R$ 106,23 M","- R$ 5,69 M","R$ 111,92 M","R$ 73,67 M","R$ 0,50",203
15,30/09/2020,"R$ 302,82 M","R$ 150,30 M","R$ 108,07 M","- R$ 979,00 mil","R$ 109,04 M","R$ 75,50 M","R$ 0,51",203
16,30/06/2020,"R$ 322,12 M","R$ 144,86 M","R$ 107,12 M","- R$ 6,50 M","R$ 113,62 M","R$ 73,75 M","R$ 0,50",203
17,31/03/2020,"R$ 219,03 M","R$ 100,33 M","R$ 67,73 M","- R$ 2,61 M","R$ 70,33 M","R$ 31,41 M","R$ 0,21",203
18,31/12/2019,"R$ 222,24 M","R$ 104,11 M","R$ 80,52 M","- R$ 2,80 M","R$ 83,32 M","R$ 57,58 M","R$ 0,39",203
19,30/09/2019,"R$ 265,27 M","R$ 119,43 M","R$ 84,63 M","- R$ 2,44 M","R$ 87,07 M","R$ 51,46 M","R$ 0,35",203
20,30/06/2019,"R$ 301,69 M","R$ 128,36 M","R$ 91,55 M","- R$ 2,40 M","R$ 93,94 M","R$ 62,32 M","R$ 0,42",203
21,31/03/2019,"R$ 188,30 M","R$ 78,16 M","R$ 44,78 M","- R$ 2,39 M","R$ 47,18 M","R$ 28,88 M","R$ 0,20",203
22,31/12/2018,"R$ 231,33 M","R$ 103,85 M","R$ 60,49 M","- R$ 2,57 M","R$ 63,06 M","R$ 43,12 M","R$ 0,29",203
23,30/09/2018,"R$ 216,66 M","R$ 101,28 M","R$ 67,93 M","- R$ 2,54 M","R$ 70,48 M","R$ 42,44 M","R$ 0,29",203
24,30/06/2018,"R$ 182,25 M","R$ 66,05 M","R$ 36,64 M","- R$ 2,32 M","R$ 38,95 M","R$ 15,01 M","R$ 0,10",203
25,31/03/2018,"R$ 151,93 M","R$ 67,08 M","R$ 37,96 M","- R$ 2,41 M","R$ 40,37 M","R$ 22,68 M","R$ 0,15",203
26,31/12/2017,,,,,,,,203
