,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 23/09/2024,"-8,11","1,63","1,49","10,60","0,66","R$ 1,77 B","0,00%",262
1,30/06/2024,"-5,38","1,08","0,99","7,03","0,44","R$ 1,18 B","0,00%",262
2,31/03/2024,"-4,86","1,35","1,12","20,74","0,51","R$ 1,31 B","0,00%",262
3,31/12/2023,"-3,97","0,99","0,77","8,85","0,34","R$ 904,94 M","0,00%",262
4,30/09/2023,"-4,60","1,19","1,05","21,17","0,44","R$ 1,21 B","0,00%",262
5,30/06/2023,"-9,87","3,27","2,50","56,18","1,12","R$ 2,83 B","0,00%",262
6,31/03/2023,"-10,84","2,96","2,44","13,03","1,04","R$ 2,68 B","0,00%",262
7,31/12/2022,"-11,71","2,81","2,46","14,24","1,02","R$ 2,67 B","0,00%",262
8,30/09/2022,"-18,58","2,35","2,30","9,65","0,96","R$ 2,52 B","0,00%",262
9,30/06/2022,"-43,88","2,12","2,18","8,97","0,94","R$ 2,42 B","0,00%",262
10,31/03/2022,"-72,35","2,02","2,07","18,85","0,92","R$ 2,34 B","0,00%",262
11,31/12/2021,"-376,43","1,80","1,86","14,20","0,83","R$ 2,12 B","0,00%",262
12,30/09/2021,"41,73","1,33","1,38","9,62","0,62","R$ 1,60 B","0,00%",262
13,30/06/2021,"41,08","1,00","1,08","8,34","0,46","R$ 1,21 B","0,00%",262
14,31/03/2021,"-15,92","0,87","1,07","9,04","0,41","R$ 1,04 B","0,00%",262
15,31/12/2020,"-11,29","0,92","1,18","9,33","0,43","R$ 1,10 B","0,94%",262
16,30/09/2020,"-12,05","1,05","1,38","9,38","0,48","R$ 1,24 B","0,83%",262
17,30/06/2020,"-15,32","1,10","1,41","6,90","0,49","R$ 1,29 B","0,80%",262
18,31/03/2020,"105,73","0,81","0,98","4,50","0,39","R$ 1,03 B","1,00%",262
19,31/12/2019,"35,09","1,13","1,35","6,79","0,60","R$ 1,45 B","0,69%",262
20,30/09/2019,"40,90","1,60","1,93","8,94","0,83","R$ 2,06 B","0,49%",262
21,30/06/2019,"38,10","1,41","1,68","9,58","0,74","R$ 1,80 B","0,56%",262
22,31/03/2019,"41,36","1,40","1,65","10,02","0,73","R$ 1,77 B","0,56%",262
23,31/12/2018,"45,74","1,46","1,70","11,38","0,83","R$ 1,83 B","0,00%",262
24,30/09/2018,"134,49","1,11","1,29","10,40","0,61","R$ 1,39 B","0,00%",262
25,30/06/2018,"165,64","1,24","1,41","9,81","0,68","R$ 1,54 B","0,00%",262
26,31/03/2018,"217,47","1,41","1,60","12,01","0,76","R$ 1,73 B","0,00%",262
27,31/12/2017,"280,97","1,53","1,73","13,93","0,82","R$ 1,87 B","0,00%",262
28,30/09/2017,"53,56","1,57","1,78","17,22","0,84","R$ 1,93 B","0,00%",262
29,30/06/2017,"71,22","1,54","1,80","18,55","0,83","R$ 1,88 B","0,00%",262
30,31/03/2017,"158,53","1,75","2,04","25,45","0,93","R$ 2,07 B","0,00%",262
31,31/12/2016,"100,98","1,27","1,57","18,91","0,69","R$ 1,49 B","0,00%",262
32,30/09/2016,"92,47","1,81","1,83","19,45","0,83","R$ 1,60 B","0,00%",262
33,30/06/2016,"-144,37","2,17","2,38","22,14","1,02","R$ 1,92 B","0,00%",262
34,31/03/2016,"201,06","2,15","2,61","18,76","1,04","R$ 1,92 B","0,00%",262
35,31/12/2015,"-114,42","1,99","2,09","14,82","0,95","R$ 1,46 B","0,00%",262
