,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 2,19 B","R$ 790,63 M","R$ 491,30 M","- R$ 114,36 M","R$ 605,66 M","R$ 323,82 M","R$ 3,96"
1,31/03/2024,"R$ 2,21 B","R$ 794,51 M","R$ 490,41 M","- R$ 117,19 M","R$ 607,60 M","R$ 301,70 M","R$ 3,69"
2,31/12/2023,"R$ 2,26 B","R$ 822,84 M","R$ 391,76 M","- R$ 120,56 M","R$ 512,32 M","R$ 213,29 M","R$ 2,61"
3,30/09/2023,"R$ 2,10 B","R$ 765,36 M","R$ 376,66 M","- R$ 123,60 M","R$ 500,26 M","R$ 223,48 M","R$ 2,73"
4,30/06/2023,"R$ 2,02 B","R$ 748,59 M","R$ 350,77 M","- R$ 120,50 M","R$ 471,28 M","R$ 184,84 M","R$ 2,26"
5,31/03/2023,"R$ 1,96 B","R$ 726,39 M","R$ 336,39 M","- R$ 121,32 M","R$ 457,71 M","R$ 123,02 M","R$ 1,50"
6,31/12/2022,"R$ 1,88 B","R$ 669,63 M","R$ 302,65 M","- R$ 119,33 M","R$ 421,98 M","R$ 45,48 M","R$ 0,56"
7,30/09/2022,"R$ 2,42 B","R$ 659,43 M","R$ 281,54 M","- R$ 159,24 M","R$ 440,78 M","R$ 90,56 M","R$ 1,08"
8,30/06/2022,"R$ 2,34 B","R$ 604,19 M","R$ 247,70 M","- R$ 157,27 M","R$ 404,98 M","R$ 59,86 M","R$ 0,73"
9,31/03/2022,"R$ 2,29 B","R$ 571,43 M","R$ 176,06 M","- R$ 155,20 M","R$ 331,26 M","R$ 46,56 M","R$ 0,56"
10,31/12/2021,"R$ 2,20 B","R$ 515,52 M","R$ 135,79 M","- R$ 153,17 M","R$ 288,95 M","R$ 59,69 M","R$ 0,73"
11,30/09/2021,"R$ 2,15 B","R$ 483,81 M","R$ 62,74 M","- R$ 151,63 M","R$ 214,37 M","- R$ 24,33 M","- R$ 0,30"
12,30/06/2021,"R$ 2,09 B","R$ 453,31 M","R$ 35,22 M","- R$ 153,52 M","R$ 188,75 M","- R$ 79,06 M","- R$ 0,96"
13,31/03/2021,"R$ 1,97 B","R$ 353,69 M","- R$ 121,73 M","- R$ 154,17 M","R$ 32,43 M","- R$ 209,52 M","- R$ 2,55"
