,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 173,24 M","- R$ 20,92 M","- R$ 195,18 M","- R$ 22,22 M"
1,31/03/2024,"- R$ 12,66 M","R$ 168,77 M","- R$ 30,12 M","R$ 126,00 M"
2,31/12/2023,"R$ 269,44 M","- R$ 56,13 M","- R$ 96,51 M","- R$ 12,60 M"
3,30/09/2023,"R$ 223,44 M","- R$ 12,31 M","- R$ 73,35 M","R$ 152,13 M"
4,30/06/2023,"R$ 97,87 M","- R$ 40,59 M","- R$ 168,49 M","- R$ 119,60 M"
5,31/03/2023,"R$ 58,37 M","- R$ 11,17 M","- R$ 10,25 M","R$ 36,94 M"
6,31/12/2022,"R$ 269,38 M","R$ 53,24 M","- R$ 303,61 M","R$ 19,71 M"
7,30/09/2022,"R$ 63,03 M","R$ 34,52 M","R$ 1,97 M","R$ 111,20 M"
8,30/06/2022,"R$ 128,30 M","- R$ 139,88 M","- R$ 159,44 M","- R$ 158,52 M"
9,31/03/2022,"R$ 83,52 M","- R$ 30,97 M","- R$ 24,90 M","R$ 2,72 M"
10,31/12/2021,"R$ 131,97 M","- R$ 30,29 M","- R$ 79,70 M","R$ 21,60 M"
11,30/09/2021,"R$ 104,44 M","- R$ 33,20 M","- R$ 11,61 M","R$ 46,64 M"
12,30/06/2021,"R$ 32,96 M","- R$ 100,51 M","- R$ 156,39 M","- R$ 211,47 M"
13,31/03/2021,"- R$ 68,40 M","- R$ 64,24 M","R$ 163,10 M","R$ 46,74 M"
14,31/12/2020,"R$ 144,79 M","- R$ 78,49 M","- R$ 60,11 M","- R$ 5,06 M"
15,30/09/2020,"R$ 34,28 M","- R$ 30,21 M","- R$ 35,84 M","- R$ 32,54 M"
16,30/06/2020,"R$ 66,81 M","- R$ 71,84 M","R$ 186,10 M","R$ 190,26 M"
17,31/03/2020,"R$ 38,63 M","- R$ 23,40 M","- R$ 27,42 M","R$ 15,35 M"
18,31/12/2019,"R$ 94,44 M","- R$ 32,23 M","- R$ 81,30 M","- R$ 23,84 M"
19,30/09/2019,"R$ 85,83 M","- R$ 44,88 M","- R$ 17,55 M","R$ 36,09 M"
20,30/06/2019,"R$ 25,75 M","- R$ 22,09 M","R$ 13,84 M","R$ 15,48 M"
21,31/03/2019,"R$ 43,41 M","- R$ 19,35 M","- R$ 46,63 M","- R$ 20,78 M"
22,31/12/2018,"R$ 54,80 M","- R$ 30,80 M","- R$ 61,19 M","- R$ 35,99 M"
23,30/09/2018,"R$ 39,06 M","R$ 1,33 M","- R$ 223,63 M","- R$ 150,01 M"
24,30/06/2018,"R$ 59,90 M","- R$ 16,37 M","R$ 154,32 M","R$ 183,90 M"
25,31/03/2018,"R$ 46,96 M","- R$ 15,99 M","- R$ 15,31 M","R$ 16,81 M"
26,31/12/2017,"R$ 87,62 M","- R$ 40,04 M","- R$ 57,83 M","- R$ 11,51 M"
27,30/09/2017,"R$ 39,46 M","- R$ 38,19 M","- R$ 6,18 M","- R$ 3,18 M"
28,30/06/2017,"- R$ 34,87 M","- R$ 12,75 M","R$ 2,93 M","- R$ 41,92 M"
29,31/03/2017,"- R$ 10,28 M","- R$ 3,02 M","- R$ 31,37 M","- R$ 41,32 M"
30,31/12/2016,"R$ 93,40 M","- R$ 28,42 M","- R$ 93,38 M","- R$ 28,25 M"
31,30/09/2016,"R$ 69,64 M","R$ 38,55 M","R$ 196,42 M","R$ 303,21 M"
32,30/06/2016,"R$ 34,67 M","- R$ 12,37 M","- R$ 108,02 M","- R$ 90,99 M"
33,31/03/2016,"R$ 25,39 M","- R$ 28,19 M","- R$ 19,62 M","- R$ 30,48 M"
34,31/12/2015,"R$ 61,25 M","R$ 20,43 M","- R$ 79,80 M","- R$ 3,96 M"
35,30/09/2015,"R$ 90,07 M","- R$ 420,03 M","R$ 365,86 M","R$ 52,15 M"
36,30/06/2015,"R$ 34,85 M","- R$ 144,95 M","R$ 111,32 M","R$ 4,88 M"
37,31/03/2015,"R$ 44,71 M","- R$ 40,46 M","R$ 7,25 M","R$ 7,15 M"
38,31/12/2014,"R$ 73,67 M","- R$ 37,57 M","- R$ 31,22 M","R$ 2,54 M"
39,30/09/2014,"R$ 77,23 M","- R$ 31,25 M","- R$ 18,17 M","R$ 27,40 M"
40,30/06/2014,"R$ 21,94 M","- R$ 21,45 M","- R$ 3,25 M","- R$ 4,19 M"
41,31/03/2014,"R$ 51,16 M","- R$ 36,29 M","- R$ 13,43 M","R$ 3,10 M"
42,31/12/2013,"R$ 57,44 M","- R$ 23,78 M","- R$ 135,17 M","- R$ 101,19 M"
43,30/09/2013,"R$ 42,05 M","R$ 82,33 M","- R$ 18,46 M","R$ 100,39 M"
44,30/06/2013,"R$ 705,00 mil","- R$ 8,83 M","R$ 54,42 M","R$ 53,40 M"
45,31/03/2013,"- R$ 7,00 M","- R$ 6,93 M","- R$ 3,25 M","- R$ 16,18 M"
46,31/12/2012,"R$ 52,08 M","- R$ 215,45 M","R$ 177,28 M","R$ 16,44 M"
47,30/09/2012,"R$ 38,72 M","- R$ 8,84 M","- R$ 17,46 M","R$ 13,50 M"
48,30/06/2012,"R$ 38,51 M","- R$ 13,64 M","- R$ 113,73 M","- R$ 87,96 M"
49,31/03/2012,"R$ 26,31 M","- R$ 12,56 M","- R$ 9,64 M","R$ 3,89 M"
50,31/12/2011,"R$ 31,04 M","- R$ 11,32 M","R$ 43,25 M","R$ 61,93 M"
51,30/09/2011,"R$ 56,91 M","- R$ 33,59 M","- R$ 11,87 M","R$ 15,60 M"
52,30/06/2011,"R$ 36,06 M","- R$ 7,87 M","- R$ 57,80 M","- R$ 30,52 M"
53,31/03/2011,"- R$ 48,00 mil","- R$ 8,53 M","- R$ 6,97 M","- R$ 14,98 M"
