,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 1,93 B","- R$ 1,26 B","R$ 85,79 M","R$ 1,15 B"
1,31/03/2024,"R$ 824,31 M","R$ 362,64 M","- R$ 509,09 M","R$ 737,48 M"
2,31/12/2023,"R$ 4,30 B","- R$ 1,97 B","- R$ 1,61 B","R$ 91,12 M"
3,30/09/2023,"R$ 2,36 B","- R$ 1,51 B","- R$ 548,30 M","R$ 358,49 M"
4,30/06/2023,"R$ 3,24 B","- R$ 1,21 B","- R$ 1,97 B","- R$ 25,84 M"
5,31/03/2023,"R$ 1,96 B","- R$ 1,07 B","- R$ 711,03 M","R$ 106,02 M"
6,31/12/2022,"R$ 1,21 B","- R$ 1,73 B","- R$ 2,90 B","- R$ 3,71 B"
7,30/09/2022,"R$ 3,47 B","- R$ 1,14 B","- R$ 2,15 B","R$ 408,91 M"
8,30/06/2022,"R$ 3,99 B","- R$ 975,20 M","- R$ 2,72 B","R$ 878,58 M"
9,31/03/2022,"R$ 2,32 B","- R$ 615,80 M","- R$ 310,98 M","R$ 735,44 M"
10,31/12/2021,"R$ 8,62 B","- R$ 1,10 B","- R$ 7,34 B","R$ 186,59 M"
11,30/09/2021,"R$ 2,57 B","- R$ 824,88 M","- R$ 896,37 M","R$ 949,87 M"
12,30/06/2021,"R$ 554,09 M","- R$ 597,47 M","- R$ 963,15 M","- R$ 1,22 B"
13,31/03/2021,"R$ 1,44 B","- R$ 471,57 M","- R$ 1,46 B","- R$ 375,34 M"
14,31/12/2020,"R$ 1,11 B","- R$ 1,06 B","R$ 597,42 M","R$ 446,09 M"
15,30/09/2020,"R$ 2,48 B","- R$ 342,13 M","- R$ 2,02 B","R$ 107,46 M"
16,30/06/2020,"R$ 166,34 M","- R$ 278,98 M","R$ 214,69 M","R$ 247,79 M"
17,31/03/2020,"R$ 1,16 B","- R$ 549,52 M","R$ 192,78 M","R$ 1,17 B"
18,31/12/2019,"- R$ 221,35 M","- R$ 499,99 M","R$ 1,08 B","R$ 350,17 M"
19,30/09/2019,"R$ 1,63 B","- R$ 560,73 M","- R$ 578,13 M","R$ 540,60 M"
20,30/06/2019,"R$ 613,49 M","- R$ 538,96 M","- R$ 267,48 M","- R$ 191,03 M"
21,31/03/2019,"- R$ 420,19 M","- R$ 299,78 M","- R$ 207,39 M","- R$ 949,24 M"
22,31/12/2018,"R$ 1,74 B","R$ 1,48 B","- R$ 3,02 B","R$ 95,82 M"
23,30/09/2018,"R$ 23,90 M","R$ 502,05 M","- R$ 485,50 M","R$ 157,38 M"
24,30/06/2018,"R$ 445,17 M","R$ 286,01 M","- R$ 728,99 M","R$ 259,83 M"
25,31/03/2018,"- R$ 170,87 M","R$ 111,29 M","- R$ 59,32 M","- R$ 177,25 M"
26,31/12/2017,"R$ 2,31 B","- R$ 279,27 M","- R$ 2,87 B","- R$ 707,62 M"
27,30/09/2017,"- R$ 199,12 M","- R$ 44,60 M","- R$ 666,89 M","- R$ 1,04 B"
28,30/06/2017,"- R$ 19,57 M","- R$ 159,47 M","- R$ 109,61 M","- R$ 170,65 M"
29,31/03/2017,"- R$ 40,17 M","- R$ 52,15 M","- R$ 457,37 M","- R$ 663,83 M"
30,31/12/2016,"R$ 1,56 B","R$ 608,58 M","- R$ 992,86 M","R$ 1,15 B"
31,30/09/2016,"R$ 287,99 M","- R$ 186,27 M","R$ 5,81 M","R$ 141,13 M"
32,30/06/2016,"R$ 544,84 M","- R$ 337,98 M","- R$ 736,17 M","- R$ 919,48 M"
33,31/03/2016,"R$ 929,40 M","- R$ 512,28 M","- R$ 1,02 B","- R$ 916,91 M"
34,31/12/2015,"R$ 1,87 B","- R$ 538,19 M","- R$ 832,96 M","R$ 387,42 M"
35,30/09/2015,"R$ 2,92 B","- R$ 534,88 M","- R$ 1,53 B","R$ 1,50 B"
