,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 64,60 B","R$ 9,03 B","R$ 7,63 B","- R$ 3,16 B","R$ 10,79 B","R$ 1,74 B","R$ 1,68"
1,31/03/2024,"R$ 66,25 B","R$ 10,12 B","R$ 8,87 B","- R$ 3,14 B","R$ 12,01 B","R$ 2,15 B","R$ 2,08"
2,31/12/2023,"R$ 68,92 B","R$ 11,33 B","R$ 10,41 B","- R$ 3,13 B","R$ 13,54 B","R$ 2,56 B","R$ 2,48"
3,30/09/2023,"R$ 72,16 B","R$ 12,63 B","R$ 11,98 B","- R$ 3,06 B","R$ 15,04 B","R$ 2,74 B","R$ 2,65"
4,30/06/2023,"R$ 76,25 B","R$ 14,57 B","R$ 14,06 B","- R$ 3,01 B","R$ 17,07 B","R$ 3,20 B","R$ 3,10"
5,31/03/2023,"R$ 80,95 B","R$ 17,20 B","R$ 16,97 B","- R$ 2,98 B","R$ 19,95 B","R$ 3,87 B","R$ 3,75"
6,31/12/2022,"R$ 82,41 B","R$ 18,75 B","R$ 17,69 B","- R$ 2,90 B","R$ 20,59 B","R$ 3,74 B","R$ 3,62"
7,30/09/2022,"R$ 86,00 B","R$ 21,01 B","R$ 19,73 B","- R$ 2,75 B","R$ 22,48 B","R$ 4,52 B","R$ 4,15"
8,30/06/2022,"R$ 86,17 B","R$ 22,69 B","R$ 22,65 B","- R$ 2,63 B","R$ 25,28 B","R$ 5,32 B","R$ 4,89"
9,31/03/2022,"R$ 82,33 B","R$ 22,20 B","R$ 22,45 B","- R$ 2,52 B","R$ 24,97 B","R$ 5,23 B","R$ 4,81"
10,31/12/2021,"R$ 78,35 B","R$ 20,82 B","R$ 20,98 B","- R$ 2,52 B","R$ 23,50 B","R$ 5,06 B","R$ 4,66"
11,30/09/2021,"R$ 70,41 B","R$ 18,29 B","R$ 19,04 B","- R$ 2,51 B","R$ 21,55 B","R$ 4,28 B","R$ 3,93"
12,30/06/2021,"R$ 61,32 B","R$ 13,57 B","R$ 13,05 B","- R$ 2,52 B","R$ 15,57 B","R$ 3,15 B","R$ 2,90"
13,31/03/2021,"R$ 50,93 B","R$ 8,87 B","R$ 8,26 B","- R$ 2,51 B","R$ 10,78 B","R$ 1,60 B","R$ 1,47"
14,31/12/2020,"R$ 43,81 B","R$ 5,93 B","R$ 5,19 B","- R$ 2,44 B","R$ 7,63 B","R$ 872,95 M","R$ 0,80"
15,30/09/2020,"R$ 39,73 B","R$ 3,95 B","R$ 3,20 B","- R$ 2,33 B","R$ 5,53 B","R$ 528,95 M","R$ 0,49"
16,30/06/2020,"R$ 37,44 B","R$ 3,24 B","R$ 2,51 B","- R$ 2,21 B","R$ 4,72 B","R$ 331,12 M","R$ 0,30"
17,31/03/2020,"R$ 38,85 B","R$ 3,79 B","R$ 2,66 B","- R$ 2,12 B","R$ 4,78 B","R$ 349,37 M","R$ 0,32"
18,31/12/2019,"R$ 39,64 B","R$ 4,20 B","R$ 3,17 B","- R$ 2,07 B","R$ 5,25 B","R$ 425,08 M","R$ 0,39"
19,30/09/2019,"R$ 41,01 B","R$ 4,83 B","R$ 3,24 B","- R$ 2,04 B","R$ 5,28 B","R$ 507,90 M","R$ 0,47"
20,30/06/2019,"R$ 43,92 B","R$ 5,71 B","R$ 3,80 B","- R$ 2,01 B","R$ 5,81 B","R$ 686,36 M","R$ 0,70"
21,31/03/2019,"R$ 45,80 B","R$ 6,08 B","R$ 4,05 B","- R$ 1,94 B","R$ 5,99 B","R$ 804,54 M","R$ 0,82"
22,31/12/2018,"R$ 46,16 B","R$ 6,15 B","R$ 4,02 B","- R$ 1,89 B","R$ 5,91 B","R$ 799,01 M","R$ 0,81"
23,30/09/2018,"R$ 45,08 B","R$ 5,89 B","R$ 2,22 B","- R$ 1,91 B","R$ 4,13 B","R$ 139,76 M","R$ 0,14"
24,30/06/2018,"R$ 41,72 B","R$ 5,00 B","R$ 1,54 B","- R$ 1,95 B","R$ 3,49 B","- R$ 104,97 M","- R$ 0,11"
25,31/03/2018,"R$ 38,85 B","R$ 4,29 B","R$ 847,01 M","- R$ 2,02 B","R$ 2,87 B","- R$ 331,62 M","- R$ 0,34"
26,31/12/2017,"R$ 36,92 B","R$ 3,60 B","R$ 1,09 B","- R$ 2,09 B","R$ 3,18 B","- R$ 203,29 M","- R$ 0,21"
27,30/09/2017,"R$ 35,72 B","R$ 3,09 B","- R$ 600,38 M","- R$ 2,24 B","R$ 1,64 B","- R$ 905,50 M","- R$ 0,92"
28,30/06/2017,"R$ 34,94 B","R$ 3,16 B","- R$ 586,66 M","- R$ 2,29 B","R$ 1,71 B","- R$ 978,14 M","- R$ 1,00"
29,31/03/2017,"R$ 36,03 B","R$ 3,30 B","- R$ 640,05 M","- R$ 2,38 B","R$ 1,74 B","- R$ 1,04 B","- R$ 1,06"
30,31/12/2016,"R$ 37,65 B","R$ 3,46 B","- R$ 1,64 B","- R$ 2,54 B","R$ 891,19 M","- R$ 1,38 B","- R$ 1,43"
31,30/09/2016,"R$ 39,48 B","R$ 3,73 B","- R$ 1,77 B","- R$ 2,57 B","R$ 801,63 M","- R$ 1,52 B","- R$ 1,66"
32,30/06/2016,"R$ 42,71 B","R$ 3,89 B","- R$ 3,74 B","- R$ 2,68 B","- R$ 1,06 B","- R$ 2,50 B","- R$ 2,74"
33,31/03/2016,"R$ 43,22 B","R$ 3,99 B","- R$ 3,62 B","- R$ 2,69 B","- R$ 933,03 M","- R$ 2,43 B","- R$ 2,66"
34,31/12/2015,"R$ 43,58 B","R$ 4,29 B","- R$ 3,34 B","- R$ 2,61 B","- R$ 728,49 M","- R$ 2,33 B","- R$ 2,55"
35,30/09/2015,"R$ 43,98 B","R$ 4,79 B","R$ 587,67 M","- R$ 2,49 B","R$ 3,08 B","- R$ 1,05 B","- R$ 2,54"
36,30/06/2015,"R$ 42,76 B","R$ 4,85 B","R$ 2,63 B","- R$ 2,38 B","R$ 5,00 B","R$ 29,39 M","R$ 0,07"
37,31/03/2015,"R$ 42,44 B","R$ 4,94 B","R$ 2,70 B","- R$ 2,29 B","R$ 4,99 B","R$ 96,06 M","R$ 0,23"
38,31/12/2014,"R$ 42,55 B","R$ 5,14 B","R$ 2,87 B","- R$ 2,23 B","R$ 5,10 B","R$ 202,15 M","R$ 0,49"
39,30/09/2014,"R$ 42,02 B","R$ 5,20 B","R$ 2,73 B","- R$ 2,20 B","R$ 4,93 B","R$ 439,14 M","R$ 1,06"
40,30/06/2014,"R$ 41,81 B","R$ 5,46 B","R$ 2,94 B","- R$ 2,17 B","R$ 5,11 B","R$ 562,18 M","R$ 1,36"
41,31/03/2014,"R$ 41,25 B","R$ 5,54 B","R$ 3,04 B","- R$ 2,11 B","R$ 5,15 B","R$ 615,35 M","R$ 1,49"
42,31/12/2013,"R$ 39,86 B","R$ 5,13 B","R$ 2,72 B","- R$ 2,03 B","R$ 4,75 B","R$ 505,12 M","R$ 1,22"
43,30/09/2013,"R$ 38,53 B","R$ 4,80 B","R$ 2,34 B","- R$ 1,93 B","R$ 4,27 B","R$ 403,03 M","R$ 0,98"
44,30/06/2013,"R$ 37,85 B","R$ 4,47 B","R$ 2,03 B","- R$ 1,87 B","R$ 3,90 B","R$ 341,73 M","R$ 0,83"
45,31/03/2013,"R$ 37,95 B","R$ 4,55 B","R$ 2,08 B","- R$ 1,85 B","R$ 3,94 B","R$ 383,20 M","R$ 0,93"
46,31/12/2012,"R$ 37,98 B","R$ 4,75 B","R$ 2,32 B","- R$ 1,83 B","R$ 4,15 B","R$ 456,73 M","R$ 1,11"
47,30/09/2012,"R$ 38,06 B","R$ 4,93 B","R$ 2,48 B","- R$ 1,82 B","R$ 4,30 B","R$ 581,00 M","R$ 1,41"
48,30/06/2012,"R$ 37,21 B","R$ 5,07 B","R$ 2,69 B","- R$ 1,79 B","R$ 4,48 B","R$ 721,70 M","R$ 1,75"
49,31/03/2012,"R$ 36,24 B","R$ 5,05 B","R$ 2,78 B","- R$ 1,76 B","R$ 4,54 B","R$ 715,79 M","R$ 1,73"
50,31/12/2011,"R$ 35,41 B","R$ 5,11 B","R$ 2,87 B","- R$ 1,77 B","R$ 4,64 B","R$ 760,52 M","R$ 1,84"
51,30/09/2011,"R$ 34,14 B","R$ 4,86 B","R$ 2,96 B","- R$ 1,79 B","R$ 4,75 B","R$ 783,33 M","R$ 1,90"
52,30/06/2011,"R$ 33,36 B","R$ 4,87 B","R$ 2,96 B","- R$ 1,84 B","R$ 4,80 B","R$ 734,10 M","R$ 1,78"
53,31/03/2011,"R$ 32,65 B","R$ 5,28 B","R$ 3,33 B","- R$ 1,88 B","R$ 5,22 B","R$ 861,86 M","R$ 2,09"
54,31/12/2010,"R$ 31,39 B","R$ 5,52 B","R$ 3,61 B","- R$ 1,89 B","R$ 5,50 B","R$ 895,68 M","R$ 2,17"
55,30/09/2010,"R$ 29,96 B","R$ 6,05 B","R$ 3,73 B",NA,NA,"R$ 1,02 B","R$ 2,48"
56,30/06/2010,"R$ 28,57 B","R$ 6,15 B","R$ 3,78 B",NA,NA,"R$ 1,03 B","R$ 2,50"
57,31/03/2010,"R$ 26,68 B","R$ 5,10 B","R$ 1,60 B",NA,NA,"R$ 556,94 M","R$ 1,35"
58,31/12/2009,"R$ 26,54 B","R$ 4,43 B","R$ 803,66 M",NA,NA,"R$ 373,83 M","R$ 0,91"
59,30/09/2009,"R$ 0,00","R$ 0,00","R$ 240,91 M",NA,NA,"R$ 196,23 M","R$ 0,48"
60,30/06/2009,"R$ 0,00","R$ 0,00","R$ 243,28 M",NA,NA,"R$ 211,19 M","R$ 0,51"
61,31/03/2009,"R$ 0,00","R$ 0,00","R$ 967,26 M",NA,NA,"R$ 958,23 M","R$ 2,32"
62,31/12/2008,"R$ 0,00","R$ 0,00","R$ 1,24 B",NA,NA,"R$ 1,24 B","R$ 3,01"
63,30/09/2008,"R$ 0,00","R$ 0,00","R$ 1,17 B",NA,NA,"R$ 1,15 B","R$ 2,78"
64,30/06/2008,"R$ 0,00","R$ 0,00","R$ 1,26 B",NA,NA,"R$ 1,24 B","R$ 3,00"
65,31/03/2008,"R$ 0,00","R$ 0,00","R$ 1,10 B",NA,NA,"R$ 1,10 B","R$ 5,88"
66,31/12/2007,"R$ 0,00","R$ 0,00","R$ 1,07 B",NA,NA,"R$ 1,06 B","R$ 5,68"
