,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,LOPES BRASIL,LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Intermediação na compra. venda. permuta e locação de imóveis ou de direitos e obrigações a eles relativos.,"R$ 245,70 mil",Financeiro,Exploração de Imóveis,Intermediação Imobiliária,"IGC, IGNM, ITAG"
