,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 7,12 M","- R$ 3,25 M","- R$ 12,33 M","- R$ 8,47 M",104
1,31/03/2024,"R$ 11,70 M","- R$ 9,01 M","- R$ 3,56 M","- R$ 866,00 mil",104
2,31/12/2023,"R$ 19,65 M","- R$ 7,14 M","- R$ 4,77 M","R$ 7,74 M",104
3,30/09/2023,"R$ 14,37 M","- R$ 7,84 M","- R$ 4,92 M","R$ 1,61 M",104
4,30/06/2023,"R$ 9,76 M","- R$ 1,27 M","- R$ 9,48 M","- R$ 992,00 mil",104
5,31/03/2023,"R$ 7,90 M","- R$ 3,57 M","- R$ 3,81 M","R$ 524,00 mil",104
6,31/12/2022,"R$ 8,40 M","- R$ 4,69 M","- R$ 9,22 M","- R$ 5,51 M",104
7,30/09/2022,"R$ 11,80 M","- R$ 11,07 M","- R$ 3,91 M","- R$ 3,18 M",104
8,30/06/2022,"- R$ 4,81 M","R$ 19,24 M","- R$ 20,89 M","- R$ 6,47 M",104
9,31/03/2022,"R$ 169,00 mil","R$ 9,21 M","- R$ 13,49 M","- R$ 4,11 M",104
10,31/12/2021,"R$ 1,28 M","R$ 23,58 M","- R$ 18,61 M","R$ 6,25 M",104
11,30/09/2021,"R$ 16,69 M","- R$ 1,97 M","- R$ 10,88 M","R$ 3,84 M",104
12,30/06/2021,"R$ 5,88 M","- R$ 6,06 M","- R$ 2,50 M","- R$ 2,68 M",104
13,31/03/2021,"R$ 14,35 M","- R$ 2,26 M","- R$ 9,91 M","R$ 2,19 M",104
14,31/12/2020,"R$ 19,56 M","- R$ 85,46 M","- R$ 11,65 M","- R$ 77,54 M",104
15,30/09/2020,"R$ 18,56 M","- R$ 9,64 M","- R$ 8,49 M","R$ 427,00 mil",104
16,30/06/2020,"R$ 3,13 M","- R$ 8,53 M","- R$ 5,07 M","- R$ 10,48 M",104
17,31/03/2020,"R$ 7,42 M","- R$ 4,91 M","- R$ 7,88 M","- R$ 5,37 M",104
18,31/12/2019,"R$ 10,80 M","- R$ 35,85 M","R$ 130,33 M","R$ 105,28 M",104
