,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 570,29 M","R$ 195,07 M","R$ 169,39 M","- R$ 11,26 M","R$ 180,65 M","R$ 130,14 M","R$ 0,24",147
1,31/03/2024,"R$ 554,50 M","R$ 194,82 M","R$ 187,25 M","- R$ 12,68 M","R$ 199,93 M","R$ 146,74 M","R$ 0,27",147
2,31/12/2023,"R$ 544,50 M","R$ 131,54 M","- R$ 492,57 M","- R$ 14,26 M","- R$ 478,31 M","R$ 114,58 M","R$ 0,21",147
3,30/09/2023,"R$ 551,96 M","R$ 168,48 M","R$ 146,76 M","- R$ 12,79 M","R$ 159,55 M","R$ 134,23 M","R$ 0,24",147
4,30/06/2023,"R$ 535,21 M","R$ 197,83 M","R$ 169,00 M","- R$ 11,56 M","R$ 180,56 M","R$ 122,86 M","R$ 0,22",147
5,31/03/2023,"R$ 521,56 M","R$ 191,46 M","R$ 176,82 M","- R$ 10,61 M","R$ 187,43 M","R$ 139,72 M","R$ 0,25",147
6,31/12/2022,"R$ 498,01 M","R$ 304,12 M","R$ 117,19 M","- R$ 9,94 M","R$ 127,13 M","R$ 94,95 M","R$ 0,17",147
7,30/09/2022,"R$ 491,22 M","R$ 277,94 M","R$ 121,01 M","- R$ 8,78 M","R$ 129,78 M","R$ 96,19 M","R$ 0,17",147
8,30/06/2022,"R$ 460,69 M","R$ 271,09 M","R$ 124,69 M","- R$ 9,45 M","R$ 134,13 M","R$ 99,57 M","R$ 0,18",147
9,31/03/2022,"R$ 452,50 M","R$ 316,84 M","R$ 210,71 M","- R$ 4,23 M","R$ 214,94 M","R$ 161,46 M","R$ 0,30",147
10,31/12/2021,"R$ 469,36 M","R$ 285,07 M","R$ 101,53 M","- R$ 37,08 M","R$ 138,61 M","R$ 87,18 M","R$ 0,16",147
11,30/09/2021,"R$ 467,07 M","R$ 274,90 M","R$ 129,30 M","- R$ 20,67 M","R$ 426,81 M","R$ 97,80 M","R$ 0,18",147
12,30/06/2021,"R$ 454,60 mil","R$ 265,83 mil","R$ 120,84 mil","R$ 6,43 M","- R$ 162,43 M","R$ 86,64 mil","R$ 0,00",147
13,31/03/2021,"R$ 451,41 M","R$ 285,17 M","R$ 156,28 M","- R$ 6,44 M","R$ 162,72 M","R$ 108,73 M","R$ 0,20",147
14,31/12/2020,"R$ 446,97 M","R$ 250,14 M","R$ 116,56 M","- R$ 6,92 M","R$ 123,48 M","R$ 83,59 M","R$ 0,16",147
15,30/09/2020,"R$ 430,35 M","R$ 256,04 M","R$ 121,90 M","- R$ 6,08 M","R$ 127,98 M","R$ 85,87 M","R$ 0,16",147
16,30/06/2020,"R$ 432,96 M","R$ 298,84 M","R$ 170,57 M","- R$ 5,88 M","R$ 176,45 M","R$ 116,46 M","R$ 0,22",147
17,31/03/2020,"R$ 455,06 M","R$ 247,18 M","R$ 105,83 M","- R$ 5,97 M","R$ 111,81 M","R$ 75,22 M","R$ 0,14",147
