,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"8,96%","9,83%","13,57%","14,89%","13,36%","8,56%","34,27%","19,03%","25,24%","47,80%","0,45","1,69","0,69","0,87"
1,30/06/2024,"9,20%","10,15%","13,94%","15,38%","13,40%","8,54%","34,19%","19,22%","24,72%","47,37%","0,44","1,79","0,79","1,18"
2,31/03/2024,"8,48%","9,47%","12,84%","14,36%","15,13%","8,97%","31,33%","21,81%","22,83%","45,66%","0,41","1,48","0,48","0,44"
3,31/12/2023,"9,28%","10,93%","14,06%","16,56%","18,60%","10,77%","31,90%","25,19%","24,16%","45,42%","0,43","1,51","0,51","0,55"
4,30/09/2023,"12,78%","15,62%","19,36%","23,67%","25,35%","14,25%","37,04%","32,08%","31,28%","49,03%","0,44","1,56","0,56","0,59"
5,30/06/2023,"14,73%","19,03%","22,32%","28,84%","30,97%","15,96%","40,93%","33,72%","34,59%","49,64%","0,47","1,57","0,57","0,35"
6,31/03/2023,"20,52%","30,12%","31,09%","45,63%","45,61%","18,84%","45,09%","31,79%","38,25%","51,13%","0,59","1,69","0,69","0,28"
7,31/12/2022,"23,56%","34,66%","35,69%","52,51%","61,62%","24,46%","48,44%","38,76%","42,28%","54,08%","0,63","1,73","0,73","0,18"
8,30/09/2022,"27,50%","30,71%","41,66%","46,53%","44,18%","24,67%","48,02%","32,88%","42,04%","54,54%","0,75","1,78","0,78","0,12"
9,30/06/2022,"19,58%","21,50%","29,67%","32,58%","33,22%","19,19%","45,88%","32,37%","40,75%","54,97%","0,59","1,94","0,94","0,31"
10,31/03/2022,"19,56%","21,03%","29,64%","31,87%","73,23%","27,73%","43,36%","39,49%","37,30%","54,59%","0,70","2,42","1,42","0,52"
11,31/12/2021,"9,98%","10,19%","15,12%","15,44%","18,05%","8,50%","35,82%","17,00%","27,35%","51,39%","0,50","2,52","1,52","0,98"
12,30/09/2021,"8,32%","8,50%","12,61%","12,88%","17,11%","8,06%","32,39%","17,43%","24,67%","54,97%","0,46","1,79","0,79","0,75"
13,30/06/2021,"8,68%","8,86%","13,15%","13,42%","15,42%","7,26%","34,62%","16,76%","27,44%","56,90%","0,43","1,73","0,73","1,04"
14,31/03/2021,"8,78%","8,96%","13,30%","13,58%","4,22%","1,99%","36,15%","4,94%","29,87%","59,74%","0,40","2,64","1,64","1,89"
15,31/12/2020,NA,NA,NA,NA,NA,NA,"35,19%","-10,38%","29,42%","60,22%",NA,"2,12","1,12","1,82"
