,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 886,00 mil","R$ 561,00 mil","- R$ 11,82 M","- R$ 10,37 M"
1,31/03/2024,"- R$ 3,88 M","R$ 525,00 mil","R$ 3,93 M","R$ 579,00 mil"
2,31/12/2023,"- R$ 4,57 M","R$ 3,88 M","R$ 1,14 M","R$ 438,00 mil"
3,30/09/2023,"- R$ 697,00 mil","- R$ 268,00 mil","R$ 1,76 M","R$ 795,00 mil"
4,30/06/2023,"R$ 11,68 M","R$ 25,51 M","- R$ 16,69 M","R$ 20,51 M"
5,31/03/2023,"- R$ 4,77 M","- R$ 173,00 mil","R$ 1,35 M","- R$ 3,59 M"
6,31/12/2022,"- R$ 9,34 M","- R$ 9,00 mil","R$ 17,33 M","R$ 7,98 M"
7,30/09/2022,"- R$ 158,07 M","R$ 109,80 M","R$ 763,00 mil","- R$ 47,50 M"
8,30/06/2022,"R$ 46,24 M","R$ 1.000,00","R$ 1,94 M","R$ 48,19 M"
9,31/03/2022,"- R$ 1,59 M","- R$ 1,03 M","R$ 1,60 M","- R$ 1,01 M"
10,31/12/2021,"R$ 851,00 mil","R$ 0,00","R$ 0,00","R$ 851,00 mil"
11,30/09/2021,"- R$ 59,00 mil","R$ 0,00","R$ 0,00","- R$ 59,00 mil"
12,30/06/2021,"R$ 18,00 mil","R$ 0,00","R$ 0,00","R$ 18,00 mil"
13,31/03/2021,"- R$ 1,77 M","R$ 0,00","R$ 0,00","- R$ 1,77 M"
14,31/12/2020,"- R$ 1,19 M","R$ 0,00","R$ 3,21 M","R$ 2,02 M"
15,30/09/2020,"- R$ 3,87 M","- R$ 3,00 mil","R$ 1,60 M","- R$ 2,28 M"
16,30/06/2020,"- R$ 123,00 mil","- R$ 408,00 mil","R$ 283,00 mil","- R$ 248,00 mil"
17,31/03/2020,"R$ 1,01 M","R$ 296,00 mil","- R$ 783,00 mil","R$ 525,00 mil"
18,31/12/2019,"R$ 114,00 mil","- R$ 6,44 M","R$ 8,40 M","R$ 2,07 M"
19,30/09/2019,"- R$ 7,55 M","R$ 3,29 M","R$ 3,74 M","- R$ 519,00 mil"
20,30/06/2019,"- R$ 8,49 M","- R$ 378,00 mil","R$ 8,04 M","- R$ 828,00 mil"
21,31/03/2019,"- R$ 5,74 M","- R$ 273,00 mil","R$ 5,15 M","- R$ 867,00 mil"
22,31/12/2018,"- R$ 8,33 M","R$ 4,80 M","R$ 5,46 M","R$ 1,93 M"
23,30/09/2018,"- R$ 1,11 M","R$ 555,00 mil","R$ 654,00 mil","R$ 102,00 mil"
24,30/06/2018,"R$ 750,00 mil","- R$ 973,00 mil","R$ 37,00 mil","- R$ 186,00 mil"
25,31/03/2018,"- R$ 9,58 M","- R$ 262,00 mil","R$ 5,46 M","- R$ 4,38 M"
26,31/12/2017,"R$ 4,18 M","R$ 307,00 mil","R$ 29,00 mil","R$ 4,52 M"
27,30/09/2017,"R$ 14,93 M","- R$ 498,00 mil","- R$ 14,97 M","- R$ 534,00 mil"
28,30/06/2017,"- R$ 13,16 M","- R$ 2,12 M","R$ 13,99 M","- R$ 1,28 M"
29,31/03/2017,"R$ 10,90 M","- R$ 4,47 M","- R$ 8,64 M","- R$ 2,21 M"
30,31/12/2016,"- R$ 7,63 M","R$ 1,25 M","R$ 1,11 M","- R$ 5,28 M"
31,30/09/2016,"R$ 25,97 M","- R$ 2,26 M","- R$ 24,59 M","- R$ 872,00 mil"
32,30/06/2016,"- R$ 20,68 M","R$ 239,00 mil","R$ 29,59 M","R$ 9,15 M"
33,31/03/2016,"R$ 14,64 M","- R$ 3,50 M","- R$ 12,76 M","- R$ 1,63 M"
34,31/12/2015,"R$ 10,17 M","- R$ 2,65 M","- R$ 10,60 M","- R$ 3,07 M"
35,30/09/2015,"R$ 9,21 M","- R$ 819,00 mil","- R$ 9,20 M","- R$ 812,00 mil"
36,30/06/2015,"R$ 3,70 M","- R$ 3,13 M","R$ 5,17 M","R$ 5,73 M"
37,31/03/2015,"- R$ 32,57 M","- R$ 3,43 M","R$ 3,52 M","- R$ 32,48 M"
38,31/12/2014,"R$ 426,00 mil","- R$ 2,48 M","- R$ 40,31 M","- R$ 42,36 M"
39,30/09/2014,"R$ 25,20 M","- R$ 1,55 M","R$ 37,87 M","R$ 61,53 M"
40,30/06/2014,"R$ 14,91 M","- R$ 1,68 M","- R$ 4,73 M","R$ 8,51 M"
41,31/03/2014,"R$ 398,00 mil","- R$ 1,62 M","- R$ 7,64 M","- R$ 8,86 M"
42,31/12/2013,"R$ 14,56 M","- R$ 3,09 M","R$ 2,90 M","R$ 14,36 M"
43,30/09/2013,"- R$ 10,18 M","- R$ 1,29 M","R$ 5,12 M","- R$ 6,35 M"
44,30/06/2013,"- R$ 5,72 M","- R$ 1,70 M","R$ 10,26 M","R$ 2,84 M"
45,31/03/2013,"- R$ 29,36 M","R$ 1,99 M","R$ 4,73 M","- R$ 22,64 M"
46,31/12/2012,"R$ 21,72 M","R$ 13,52 M","- R$ 18,40 M","R$ 16,84 M"
47,30/09/2012,"R$ 26,10 M","- R$ 4,38 M","- R$ 10,59 M","R$ 11,13 M"
48,30/06/2012,"- R$ 27,86 M","- R$ 1,79 M","R$ 24,62 M","- R$ 5,03 M"
49,31/03/2012,"R$ 21,27 M","- R$ 2,00 M","- R$ 14,68 M","R$ 4,58 M"
