,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 30/09/2024,"-0,24","-0,09","1,02","-2,32","0,03","R$ 15,73 M","0,00%"
1,30/06/2024,NA,NA,NA,NA,NA,NA,"0,00%"
2,31/03/2024,NA,NA,NA,NA,NA,NA,"0,00%"
3,31/12/2023,NA,NA,NA,NA,NA,"R$ 11,22 M","0,00%"
4,30/09/2023,NA,NA,NA,NA,NA,"R$ 17,60 M","0,00%"
5,30/06/2023,NA,NA,NA,NA,NA,NA,"0,00%"
6,31/03/2023,NA,NA,NA,NA,NA,NA,"0,00%"
7,31/12/2022,"0,28","-0,16","0,67","-0,15","0,03","R$ 16,06 M","0,00%"
8,30/09/2022,"3,72","-0,11","0,82","-0,18","0,03","R$ 16,22 M","0,00%"
9,30/06/2022,"-0,85","-0,08","1,12","0,35","0,02","R$ 13,99 M","0,00%"
10,31/03/2022,"-0,69","-0,09","0,89","-20,82","0,03","R$ 15,07 M","0,00%"
11,31/12/2021,"-1,01","-0,10","0,83","-18,28","0,03","R$ 16,31 M","0,00%"
12,30/09/2021,"-0,53","-0,11","1,87","-6,81","0,03","R$ 18,26 M","0,00%"
13,30/06/2021,"-0,37","-0,09","0,82","-2,46","0,03","R$ 17,57 M","0,00%"
14,31/03/2021,"-0,30","-0,10","1,04","-2,51","0,03","R$ 16,55 M","0,00%"
15,31/12/2020,"-0,20","-0,08","0,64","-3,14","0,02","R$ 14,00 M","0,00%"
16,30/09/2020,"-0,24","-0,25","1,31","-13,56","0,06","R$ 24,37 M","0,00%"
17,30/06/2020,"-0,21","-0,28","1,12","-5,94","0,06","R$ 24,67 M","0,00%"
18,31/03/2020,"-0,21","-0,37","1,00","-2,75","0,06","R$ 23,92 M","0,00%"
19,31/12/2019,"-0,19","-0,39","1,01","-1,77","0,05","R$ 22,72 M","0,00%"
20,30/09/2019,"-0,37","3,05","0,78","-1,27","0,05","R$ 21,52 M","0,00%"
21,30/06/2019,"-0,42","0,79","0,58","-1,62","0,05","R$ 21,13 M","0,00%"
22,31/03/2019,"-0,74","0,80","0,88","-4,33","0,08","R$ 33,83 M","0,00%"
23,31/12/2018,"-0,68","0,61","0,70","-3,59","0,08","R$ 39,29 M","0,00%"
24,30/09/2018,"-0,57","0,52","0,75","-11,39","0,08","R$ 38,88 M","0,00%"
25,30/06/2018,"-0,59","0,44","0,68","-10,19","0,08","R$ 42,88 M","0,00%"
