,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 17/09/2024,"-3,29","0,42","0,17","2,88","0,08","R$ 394,41 M","0,00%",230
1,30/06/2024,"-4,77","0,61","0,25","4,18","0,12","R$ 572,28 M","0,00%",230
2,31/03/2024,"-3,80","0,57","0,24","2,75","0,12","R$ 549,08 M","0,00%",230
3,31/12/2023,"-4,11","0,70","0,30","-2,94","0,15","R$ 688,28 M","0,00%",230
4,30/09/2023,"-3,46","0,72","0,33","-15,41","0,15","R$ 734,68 M","0,00%",230
5,30/06/2023,"-5,67","1,20","0,58","-16,94","0,26","R$ 1,26 B","0,00%",230
6,31/03/2023,"-5,78","0,91","0,47","-5,11","0,21","R$ 997,62 M","0,00%",230
7,31/12/2022,"-0,01","0,00","0,00","0,00","0,00","R$ 656,40 mil","0,00%",230
8,30/09/2022,"-13,56","1,39","0,86","-10,49","0,34","R$ 1,66 B","0,00%",230
9,30/06/2022,"-30,19","2,02","1,45","-19,05","0,51","R$ 2,52 B","0,00%",230
10,31/03/2022,"-39,34","1,95","1,61","-48,16","0,56","R$ 2,45 B","0,00%",230
11,31/12/2021,"-34,07","1,74","1,72","141,09","0,55","R$ 2,17 B","0,00%",230
12,30/09/2021,"303.784,43","3.476,49","4.170,46","128.867,19","1.136,16","R$ 4,29 T","0,00%",230
13,30/06/2021,"126,23","12,36","5,99","1.511,57","1,78","R$ 5,15 B","0,00%",230
14,31/03/2021,"119,45","17,23","4,83","644,72","2,78","R$ 3,33 B","0,00%",230
15,31/12/2020,"10,48","0,92","0,27","6,57","0,15","R$ 166,37 M","0,00%",230
