,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 30/09/2024,"9,30","0,31","1,34","4,09","0,09","R$ 279,42 M","0,00%"
1,30/06/2024,"7,49","0,25","1,08","3,29","0,08","R$ 220,79 M","0,00%"
2,31/03/2024,"-9,84","0,30","1,29","-221,76","0,09","R$ 258,22 M","0,00%"
3,31/12/2023,"-32,41","0,32","1,31","80,05","0,10","R$ 296,89 M","0,00%"
4,30/09/2023,"0,50","0,38","1,27","7,56","0,11","R$ 299,38 M","0,00%"
5,30/06/2023,"0,65","0,49","1,71","51,05","0,15","R$ 415,39 M","0,00%"
6,31/03/2023,"0,55","0,49","1,83","-3,12","0,16","R$ 414,14 M","0,00%"
7,31/12/2022,"0,49","0,42","1,85","-1,63","0,14","R$ 371,10 M","0,00%"
8,30/09/2022,"3,10","3,61","3,36","-1,49","0,29","R$ 579,85 M","0,00%"
9,30/06/2022,"1,94","-0,50","2,46","-0,81","0,16","R$ 309,32 M","0,00%"
10,31/03/2022,"-34,90","-0,26","1,83","-0,76","0,09","R$ 190,21 M","0,00%"
11,31/12/2021,"6,54","-0,31","2,14","-1,36","0,09","R$ 204,28 M","0,00%"
12,30/09/2021,"2,69","-0,38","3,64","-31,43","0,12","R$ 316,60 M","0,00%"
13,30/06/2021,"8,07","-0,41","3,63","7,57","0,13","R$ 349,36 M","0,00%"
14,31/03/2021,"4,00","-0,16","2,26","4,14","0,07","R$ 188,17 M","0,00%"
15,31/12/2020,"7,62","-0,15","2,43","2,78","0,07","R$ 176,50 M","0,00%"
16,30/09/2020,"-0,30","-0,10","2,33","1,96","0,06","R$ 149,79 M","0,00%"
17,30/06/2020,"-0,25","-0,10","2,82","3,18","0,06","R$ 132,06 M","0,00%"
18,31/03/2020,"-0,15","-0,11","2,63","1,31","0,06","R$ 138,54 M","0,00%"
19,31/12/2019,"-0,11","-0,10","1,13","5,88","0,05","R$ 130,89 M","0,00%"
20,30/09/2019,"-0,13","-0,18","0,68","-3,17","0,07","R$ 162,53 M","0,00%"
21,30/06/2019,"-0,23","-0,41","0,68","34,69","0,12","R$ 279,61 M","0,00%"
22,31/03/2019,"-0,46","-1,64","0,71","152,85","0,16","R$ 419,80 M","0,00%"
23,31/12/2018,"-0,54","-6,05","0,65","13,89","0,18","R$ 452,67 M","0,00%"
24,30/09/2018,"-0,29","1,39","0,52","12,59","0,14","R$ 419,42 M","0,00%"
25,30/06/2018,"-0,28","0,75","0,52","-0,81","0,14","R$ 411,76 M","0,00%"
26,31/03/2018,"-0,30","0,53","0,46","-1,10","0,12","R$ 374,21 M","0,00%"
