,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,31/03/2024,"R$ 48,96 B","R$ 2,54 B","R$ 6,99",280.146.000,82.900.000,82.900.000,363.046.000,0,0,0,0,280.146.000,82.900.000,363.046.000
1,31/12/2023,"R$ 49,96 B","R$ 2,31 B","R$ 6,37",280.146.500,82.900.000,82.900.000,363.046.500,0,0,0,0,280.146.500,82.900.000,363.046.500
2,30/09/2023,"R$ 48,05 B","R$ 2,06 B","R$ 0,01",280.146.500.000,82.900.000.000,82.900.000.000,363.046.500.000,0,0,0,0,280.146.500.000,82.900.000.000,363.046.500.000
3,30/06/2023,"R$ 46,42 B","R$ 2,17 B","R$ 5,97",280.146.500,82.900.000,82.900.000,363.046.500,0,0,0,0,280.146.500,82.900.000,363.046.500
4,31/03/2023,"R$ 42,77 B","R$ 1,80 B","R$ 4,96",280.146.500,82.900.000,82.900.000,363.046.500,0,0,0,0,280.146.500,82.900.000,363.046.500
5,31/12/2022,"R$ 41,36 B","R$ 1,91 B","R$ 5,27",280.146.000,82.900.000,82.900.000,363.046.000,0,0,0,0,280.146.000,82.900.000,363.046.000
6,30/09/2022,"R$ 40,08 B","R$ 1,83 B","R$ 5,05",280.147.000,82.900.000,82.900.000,363.047.000,0,0,0,0,280.147.000,82.900.000,363.047.000
7,30/06/2022,"R$ 38,16 B","R$ 1,99 B","R$ 5,49",280.147.000,82.900.000,82.900.000,363.047.000,0,0,0,0,280.147.000,82.900.000,363.047.000
8,31/03/2022,"R$ 38,35 B","R$ 2,02 B","R$ 5,56",280.146.000,82.900.000,82.900.000,363.046.000,0,0,0,0,280.146.000,82.900.000,363.046.000
9,31/12/2021,"R$ 31,75 B","R$ 2,49 B","R$ 6,86",280.146.000,82.900.000,82.900.000,363.046.000,0,0,0,0,280.146.000,82.900.000,363.046.000
10,30/09/2021,"R$ 27,98 B","R$ 2,28 B","R$ 6,29",280.146.000,82.900.000,82.900.000,363.046.000,0,0,0,0,280.146.000,82.900.000,363.046.000
11,30/06/2021,"R$ 27,04 B","R$ 2,15 B","R$ 5,92",280.146.000,82.900.000,82.900.000,363.046.000,0,0,0,0,280.146.000,82.900.000,363.046.000
12,31/03/2021,"R$ 27,72 B","R$ 2,07 B","R$ 5,69",280.146.000,82.900.000,82.900.000,363.046.000,0,0,0,0,280.146.000,82.900.000,363.046.000
13,31/12/2020,"R$ 25,50 B","R$ 1,94 B","R$ 53,49",28.014.000,8.290.000,8.290.000,36.304.000,0,0,0,0,28.014.000,8.290.000,36.304.000
14,30/09/2020,"R$ 21,42 B","R$ 1,95 B","R$ 53,74",28.014.000,8.290.000,8.290.000,36.304.000,0,0,0,0,28.014.000,8.290.000,36.304.000
15,30/06/2020,"R$ 19,24 B","R$ 1,86 B","R$ 51,24",28.014.000,8.290.000,8.290.000,36.304.000,0,0,0,0,28.014.000,8.290.000,36.304.000
16,31/03/2020,"R$ 17,55 B","R$ 1,76 B","R$ 48,47",28.014.000,8.290.000,8.290.000,36.304.000,0,0,0,0,28.014.000,8.290.000,36.304.000
17,31/12/2019,"R$ 17,06 B","R$ 1,74 B","R$ 47,97",28.014.000,8.290.000,8.290.000,36.304.000,0,0,0,0,28.014.000,8.290.000,36.304.000
18,30/09/2019,"R$ 16,01 B","R$ 1,54 B","R$ 42,55",28.014.000,8.290.000,8.290.000,36.304.000,0,0,0,0,28.014.000,8.290.000,36.304.000
19,30/06/2019,"R$ 15,89 B","R$ 1,50 B","R$ 41,32",28.014.000,8.290.000,8.290.000,36.304.000,0,0,0,0,28.014.000,8.290.000,36.304.000
20,31/03/2019,"R$ 15,21 B","R$ 1,43 B","R$ 39,41",28.014.000,8.290.000,8.290.000,36.304.000,0,0,0,0,28.014.000,8.290.000,36.304.000
21,31/12/2018,"R$ 15,31 B","R$ 1,45 B","R$ 39,91",28.014.000,8.290.000,8.290.000,36.304.000,0,0,0,0,28.014.000,8.290.000,36.304.000
