,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
38,31/03/2015,"15,94","7,36","0,85","-79,27","0,88","R$ 250,59 M","0,00%"
39,31/12/2014,"17,74","8,21","0,88","88,64","0,92","R$ 250,59 M","0,00%"
40,30/09/2014,"12,83","6,88","0,96","154,78","0,91","R$ 250,59 M","0,00%"
41,30/06/2014,"-79,96","16,56","0,94","16,26","0,92","R$ 250,59 M","0,00%"
42,31/03/2014,"-65,34","14,26","0,92","11,48","0,92","R$ 250,59 M","0,00%"
43,31/12/2013,"949,20","14,14","0,88","22,09","0,93","R$ 250,59 M","0,00%"
44,30/09/2013,"-18,74","8,28","0,83","22,97","0,90","R$ 240,24 M","0,00%"
45,30/06/2013,"-22,69","7,71","0,87","419,27","0,89","R$ 240,24 M","0,00%"
46,31/03/2013,"-27,07","7,36","0,86","-10,82","0,88","R$ 240,24 M","0,00%"
47,31/12/2012,"-19,41","8,23","0,88","-13,23","0,92","R$ 240,24 M","0,00%"
48,30/09/2012,"70,72","5,82","0,83","10,14","0,96","R$ 240,24 M","0,00%"
49,30/06/2012,"72,04","5,86","0,80","-11,41","0,97","R$ 240,24 M","0,00%"
50,31/03/2012,"72,04","5,86","0,80","-11,41","0,97","R$ 240,24 M","0,00%"
51,31/12/2011,"36,63","5,96","0,86","-11,23","1,03","R$ 240,24 M","0,00%"
52,30/09/2011,"69,41","5,99","0,90","-15,01","1,12","R$ 240,24 M","0,00%"
53,30/06/2011,"33,32","6,19","0,94","-36,56","1,08","R$ 240,24 M","0,00%"
54,31/03/2011,"45,37","6,78","0,97","-17,30","1,18","R$ 240,24 M","0,00%"
55,31/12/2010,"25,42","6,98","0,97","20,05","1,34","R$ 240,24 M","0,00%"
56,30/09/2010,"3,07","6,74","0,94","14,61","1,21","R$ 240,24 M","0,00%"
57,30/06/2010,"2,98","7,48","0,98","44,65","1,29","R$ 240,24 M","0,00%"
58,31/03/2010,"0,76","1,93","0,26","3,54","0,35","R$ 60,06 M","0,00%"
59,31/12/2009,"0,86","2,71","0,27","4,74","0,37","R$ 60,06 M","0,00%"
60,30/09/2009,"11,23","-1,27","0,26","-3,80","0,37","R$ 60,06 M","0,00%"
61,30/06/2009,"-5,99","-1,13","0,28","-3,80","0,35","R$ 60,06 M","0,00%"
62,31/03/2009,"-7,74","-1,15","0,28",NA,"0,33","R$ 60,06 M","0,00%"
63,31/12/2008,"-14,51","-1,24","0,28","-3,80","0,35","R$ 60,06 M","0,00%"
64,30/09/2008,"-8,50","-1,17","0,32",NA,"0,34","R$ 60,06 M","0,00%"
65,30/06/2008,"-4,93","-1,14","0,36",NA,"0,36","R$ 60,06 M","0,00%"
66,31/03/2008,"-5,86","-1,25","0,39",NA,"0,40","R$ 60,06 M","0,00%"
67,31/12/2007,"-8,41","-1,35","0,41",NA,"0,45","R$ 60,06 M","0,00%"
68,30/09/2007,"17,83","-1,23","0,44",NA,"0,48","R$ 60,06 M","0,00%"
69,30/06/2007,"456,90","-24,69","8,85",NA,"9,39","R$ 1,20 B","0,00%"
70,31/03/2007,"518,65","-24,04","9,00",NA,"9,54","R$ 1,20 B","0,00%"
71,31/12/2006,"-487,30","-23,07","8,90",NA,"9,25","R$ 1,20 B","0,00%"
72,30/09/2006,"-103,83","-18,11","8,85",NA,"8,99","R$ 1,20 B","0,00%"
73,30/06/2006,"-119,98","-18,50","8,94",NA,"9,67","R$ 1,20 B","0,00%"
74,31/03/2006,"-217,85","-18,71","8,73",NA,"10,12","R$ 1,20 B","0,00%"
75,31/12/2005,"-211,89","-18,94","8,81",NA,"11,05","R$ 1,20 B","0,00%"
76,30/09/2005,"-65,92","-17,73","9,25",NA,"10,96","R$ 1,20 B","0,00%"
77,30/06/2005,"-73,00","-17,77","9,13",NA,"11,26","R$ 1,20 B","0,00%"
78,31/03/2005,"-48,72","-16,86","9,50",NA,"11,13","R$ 1,20 B","0,00%"
79,31/12/2004,"-43,61","-17,12","9,68",NA,"11,89","R$ 1,20 B","0,00%"
80,30/09/2004,"-127,96","-19,55","9,64",NA,"10,90","R$ 1,20 B","0,00%"
81,30/06/2004,"-78,12","-19,08","9,96",NA,"11,29","R$ 1,20 B","0,00%"
82,31/03/2004,"-187,86","-20,59","10,15",NA,"11,91","R$ 1,20 B","0,00%"
83,31/12/2003,"-276,90","-22,05","10,46",NA,"12,79","R$ 1,20 B","0,00%"
84,30/09/2003,"-28,00","-18,72","10,40",NA,"12,20","R$ 1,20 B","0,00%"
85,30/06/2003,"-20,63","-20,04","10,33",NA,"12,28","R$ 1,20 B","0,00%"
86,31/03/2003,"-17,77","-18,74","10,31",NA,"12,59","R$ 1,20 B","0,00%"
87,31/12/2002,"-17,87","-19,41","10,56",NA,"13,02","R$ 1,20 B","0,00%"
88,30/09/2002,"-28,38","-29,92","10,67",NA,"10,75","R$ 1,20 B","0,00%"
89,30/06/2002,"-61,87","-68,72","11,05",NA,"10,79","R$ 1,20 B","0,00%"
90,31/03/2002,"-61,87","-68,72","11,05",NA,"10,79","R$ 1,20 B","0,00%"
91,31/12/2001,"-74,30","-266,64","11,31",NA,"10,59","R$ 1,20 B","0,00%"
92,30/09/2001,"-49,88","572,00","11,78",NA,"9,80","R$ 1,20 B","0,00%"
93,30/06/2001,"-48,75","633,21","11,23",NA,"10,47","R$ 1,20 B","0,00%"
94,31/03/2001,"-60,65","186,67","10,79",NA,"10,68","R$ 1,20 B","0,00%"
95,31/12/2000,"-84,22","103,29","10,42",NA,"11,11","R$ 1,20 B","0,00%"
96,30/09/2000,"-200,74","46,20","9,77",NA,"9,72","R$ 1,20 B","0,00%"
97,30/06/2000,"-145,35","45,32","10,06",NA,"10,11","R$ 1,20 B","0,00%"
98,31/03/2000,"-106,94","45,82","10,35",NA,"11,20","R$ 1,20 B","0,00%"
