,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 128,55 M","- R$ 23,12 M","- R$ 78,37 M","R$ 32,73 M"
1,31/03/2024,"R$ 137,52 M","- R$ 12,03 M","- R$ 99,98 M","R$ 28,75 M"
2,31/12/2023,"R$ 136,48 M","- R$ 10,41 M","- R$ 120,32 M","R$ 6,85 M"
3,30/09/2023,"R$ 124,36 M","- R$ 12,02 M","- R$ 102,50 M","- R$ 5,18 M"
4,30/06/2023,"R$ 86,66 M","- R$ 15,53 M","- R$ 59,67 M","R$ 879,00 mil"
5,31/03/2023,"R$ 53,60 M","- R$ 21,78 M","- R$ 36,54 M","- R$ 7,09 M"
6,31/12/2022,"R$ 42,75 M","- R$ 25,62 M","- R$ 9,01 M","R$ 6,81 M"
7,30/09/2022,"R$ 12,55 M","- R$ 25,59 M","R$ 5,40 M","- R$ 2,41 M"
8,30/06/2022,"- R$ 5,57 M","- R$ 20,93 M","R$ 24,19 M","R$ 856,00 mil"
9,31/03/2022,"- R$ 7,13 M","- R$ 13,52 M","R$ 27,30 M","R$ 6,10 M"
10,31/12/2021,"- R$ 11,18 M","- R$ 8,59 M","R$ 19,29 M","- R$ 432,00 mil"
11,30/09/2021,"- R$ 11,37 M","- R$ 6,07 M","R$ 15,56 M","R$ 1,65 M"
12,30/06/2021,"- R$ 4,94 M","- R$ 5,60 M","R$ 270,00 mil","- R$ 5,17 M"
13,31/03/2021,"R$ 12,99 M","- R$ 10,60 M","- R$ 4,77 M","R$ 1,27 M"
14,31/12/2020,"R$ 17,34 M","- R$ 5,47 M","- R$ 14,29 M","- R$ 2,77 M"
15,30/09/2020,"R$ 49,93 M","- R$ 32,65 M","- R$ 10,53 M","R$ 3,55 M"
16,30/06/2020,"R$ 49,04 M","- R$ 33,10 M","- R$ 7,89 M","R$ 5,72 M"
17,31/03/2020,"R$ 29,50 M","- R$ 30,64 M","R$ 4,75 M","R$ 799,00 mil"
18,31/12/2019,"R$ 10,77 M","- R$ 35,27 M","R$ 19,79 M","- R$ 2,51 M"
19,30/09/2019,"- R$ 8,52 M","- R$ 7,87 M","R$ 12,46 M","R$ 1,30 M"
20,30/06/2019,"- R$ 1,84 M","- R$ 7,13 M","R$ 5,13 M","- R$ 235,00 mil"
21,31/03/2019,"- R$ 1,84 M","- R$ 7,13 M","R$ 5,13 M","- R$ 235,00 mil"
22,31/12/2018,"R$ 2,05 M","- R$ 4,01 M","- R$ 3,13 M","- R$ 1,08 M"
23,30/09/2018,"- R$ 4,80 M","- R$ 3,81 M","R$ 9,00 M","R$ 1,16 M"
24,30/06/2018,"R$ 7,78 M","- R$ 4,06 M","- R$ 6,22 M","- R$ 562,00 mil"
25,31/03/2018,"R$ 4,58 M","- R$ 4,66 M","- R$ 214,00 mil","R$ 679,00 mil"
26,31/12/2017,"R$ 9,13 M","- R$ 5,97 M","- R$ 1,47 M","R$ 1,89 M"
27,30/09/2017,"R$ 6,63 M","- R$ 7,13 M","- R$ 3,39 M","- R$ 1,78 M"
28,30/06/2017,"- R$ 11,75 M","- R$ 8,05 M","- R$ 11,99 M","- R$ 22,94 M"
29,31/03/2017,"R$ 15,50 M","- R$ 8,07 M","- R$ 23,87 M","- R$ 2,40 M"
30,31/12/2016,"R$ 27,72 M","- R$ 7,53 M","- R$ 30,69 M","- R$ 97,00 mil"
