,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 112,88 M","R$ 56,23 M","R$ 27,25 M","- R$ 3,36 M","R$ 30,61 M","R$ 25,41 M","R$ 0,60"
1,31/03/2024,"R$ 110,09 M","R$ 56,95 M","R$ 29,45 M","- R$ 2,96 M","R$ 32,41 M","R$ 20,64 M","R$ 0,49"
2,31/12/2023,"R$ 107,59 M","R$ 47,64 M","R$ 13,82 M","- R$ 2,96 M","R$ 16,78 M","R$ 7,84 M","R$ 0,19"
3,30/09/2023,"R$ 120,16 M","R$ 58,08 M","R$ 27,02 M","- R$ 3,21 M","R$ 30,22 M","R$ 22,00 M","R$ 0,52"
4,30/06/2023,"R$ 117,43 M","R$ 57,07 M","R$ 29,37 M","- R$ 3,06 M","R$ 32,43 M","R$ 21,77 M","R$ 0,51"
5,31/03/2023,"R$ 117,43 M","R$ 57,07 M","R$ 29,37 M","- R$ 3,06 M","R$ 32,43 M","R$ 21,77 M","R$ 0,51"
6,31/12/2022,"R$ 127,00 M","R$ 58,64 M","R$ 21,60 M","- R$ 3,06 M","R$ 24,66 M","R$ 12,71 M","R$ 0,30"
7,30/09/2022,"R$ 131,22 M","R$ 59,25 M","R$ 30,72 M","- R$ 2,70 M","R$ 33,42 M","R$ 21,31 M","R$ 0,50"
8,30/06/2022,"R$ 102,41 M","R$ 44,92 M","R$ 21,89 M","R$ 2,58 M","R$ 19,31 M","R$ 15,07 M","R$ 0,36"
9,31/03/2022,"R$ 79,78 M","R$ 35,29 M","R$ 14,96 M","- R$ 7,15 M","R$ 22,12 M","R$ 7,49 M","R$ 0,18"
10,31/12/2021,"R$ 90,80 M","R$ 41,48 M","R$ 14,88 M","- R$ 1,96 M","R$ 16,85 M","R$ 18,82 M","R$ 0,45"
11,30/09/2021,"R$ 67,63 M","R$ 31,92 M","R$ 15,09 M","- R$ 1,82 M","R$ 16,91 M","R$ 10,49 M","R$ 0,25"
12,30/06/2021,"R$ 39,65 M","R$ 19,49 M","R$ 3,42 M","- R$ 1,80 M","R$ 5,22 M","- R$ 2,86 M","- R$ 0,07"
13,31/03/2021,"R$ 42,02 M","R$ 19,69 M","R$ 2,70 M","- R$ 1,57 M","R$ 4,27 M","R$ 1,04 M","R$ 0,02"
14,31/12/2020,"R$ 57,64 M","R$ 24,81 M","R$ 9,64 M","- R$ 1,32 M","R$ 10,96 M","R$ 5,13 M","R$ 0,12"
15,30/09/2020,"R$ 36,97 M","R$ 16,40 M","R$ 14,44 M","- R$ 1,50 M","R$ 15,94 M","R$ 26,86 M","R$ 0,64"
16,30/06/2020,"R$ 8,43 M","R$ 3,71 M","- R$ 15,57 M","- R$ 1,52 M","- R$ 14,05 M","- R$ 17,76 M","- R$ 0,42"
17,31/03/2020,"R$ 53,46 M","R$ 25,51 M","R$ 7,35 M","- R$ 1,59 M","R$ 8,94 M","R$ 7,77 M","R$ 0,19"
18,31/12/2019,"R$ 52,54 M","R$ 23,08 M","R$ 12,65 M","- R$ 1,72 M","R$ 14,37 M","R$ 8,17 M","R$ 0,19"
19,30/09/2019,"R$ 59,73 M","R$ 25,88 M","R$ 9,05 M","- R$ 1,80 M","R$ 10,85 M","R$ 4,14 M","R$ 0,10"
20,30/06/2019,"R$ 51,99 M","R$ 23,62 M","R$ 7,31 M","- R$ 2,01 M","R$ 9,31 M","R$ 3,75 M","R$ 0,89"
21,31/03/2019,"R$ 55,58 M","R$ 24,27 M","R$ 8,94 M","- R$ 1,63 M","R$ 10,56 M","R$ 4,14 M","R$ 1,07"
22,31/12/2018,"R$ 59,66 M","R$ 23,58 M","R$ 3,94 M","- R$ 1,79 M","R$ 5,72 M","R$ 4,42 M","R$ 1,15"
23,30/09/2018,"R$ 64,00 M","R$ 25,98 M","R$ 10,90 M","- R$ 1,76 M","R$ 12,67 M","R$ 5,28 M","R$ 1,37"
24,30/06/2018,"R$ 59,76 M","R$ 24,69 M","R$ 5,71 M","- R$ 1,76 M","R$ 7,47 M","R$ 2,53 M","R$ 0,65"
25,31/03/2018,"R$ 64,07 M","R$ 26,76 M","R$ 8,39 M","- R$ 1,70 M","R$ 10,09 M","R$ 4,41 M","R$ 1,14"
26,31/12/2017,"R$ 57,73 M","R$ 21,31 M","- R$ 2,90 M","- R$ 1,73 M","- R$ 1,18 M","R$ 50,55 M","R$ 13,11"
