,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"11,28%","6,80%","17,09%","10,30%","7,77%","4,49%","44,11%","9,83%","15,50%","40,95%","0,46","1,79","0,79","0,55"
1,30/06/2024,"11,27%","6,74%","17,08%","10,21%","7,56%","4,32%","43,79%","9,63%","15,45%","40,88%","0,45","1,80","0,80","0,52"
2,31/03/2024,"10,92%","6,52%","16,55%","9,87%","7,40%","4,18%","43,84%","9,62%","15,40%","40,90%","0,43","1,80","0,80","0,54"
3,31/12/2023,"10,25%","6,12%","15,53%","9,27%","7,35%","4,22%","43,54%","9,65%","15,20%","40,90%","0,44","1,74","0,74","0,67"
4,30/09/2023,"10,47%","6,08%","15,87%","9,21%","6,59%","3,72%","43,46%","8,89%","14,89%","40,56%","0,42","1,73","0,73","0,64"
5,30/06/2023,"10,37%","5,88%","15,71%","8,90%","6,65%","3,77%","43,23%","8,99%","14,38%","40,13%","0,42","1,75","0,75","0,64"
6,31/03/2023,"9,13%","5,70%","13,84%","8,63%","5,94%","3,57%","42,96%","8,43%","13,84%","39,84%","0,42","1,77","0,77","0,70"
7,31/12/2022,"8,79%","5,42%","13,31%","8,21%","5,84%","3,53%","42,90%","8,50%","13,73%","40,09%","0,42","1,74","0,74","0,88"
8,30/09/2022,"9,14%","5,84%","13,85%","8,86%","8,07%","4,94%","42,70%","11,93%","13,86%","40,44%","0,41","1,77","0,77","0,72"
9,30/06/2022,"9,54%","6,00%","14,45%","9,10%","7,96%","4,81%","43,12%","11,97%","14,59%","41,47%","0,40","1,76","0,76","0,70"
10,31/03/2022,"9,68%","6,05%","14,67%","9,17%","8,65%","5,44%","43,10%","13,59%","15,65%","43,06%","0,40","1,66","0,66","0,48"
11,31/12/2021,"9,70%","6,07%","14,70%","9,20%","8,97%","5,74%","43,72%","14,17%","16,09%","43,43%","0,40","1,65","0,65","0,55"
12,30/09/2021,"10,51%","6,39%","15,92%","9,69%","7,01%","4,48%","45,03%","11,20%","16,42%","43,62%","0,40","1,63","0,63","0,21"
13,30/06/2021,"10,06%","6,07%","15,24%","9,19%","6,92%","4,33%","45,48%","11,02%","15,69%","42,42%","0,39","1,65","0,65","0,25"
14,31/03/2021,"8,58%","5,31%","13,01%","8,05%","6,40%","4,15%","46,41%","10,57%","14,76%","41,16%","0,39","1,59","0,59","0,33"
15,31/12/2020,"8,69%","5,37%","13,16%","8,14%","6,77%","4,41%","47,38%","11,06%","15,26%","41,30%","0,40","1,56","0,56","0,42"
16,30/09/2020,"9,04%","5,47%","13,69%","8,28%","6,73%","4,29%","47,91%","10,97%","15,26%","41,33%","0,39","1,56","0,56","0,24"
17,30/06/2020,"9,82%","5,80%","14,88%","8,79%","6,47%","3,99%","49,07%","10,34%","15,85%","41,59%","0,39","1,60","0,60","0,27"
18,31/03/2020,"9,49%","5,77%","14,38%","8,75%","6,66%","4,33%","49,70%","10,91%","16,33%","41,44%","0,40","1,54","0,54","0,43"
19,31/12/2019,"11,54%","6,40%","17,48%","9,70%","6,98%","4,88%","49,94%","11,30%","16,30%","40,97%","0,43","1,54","0,54","0,58"
20,30/09/2019,"11,48%","6,20%","17,39%","9,40%","7,30%","5,00%","50,09%","11,85%","15,82%","39,14%","0,42","1,57","0,57","0,53"
21,30/06/2019,"13,15%","7,09%","19,92%","10,75%","10,45%","7,10%","50,65%","16,99%","17,99%","39,93%","0,42","1,62","0,62","0,51"
22,31/03/2019,"15,53%","8,40%","23,54%","12,72%","13,02%","8,97%","50,87%","21,01%","21,59%","42,12%","0,43","1,54","0,54","0,55"
23,31/12/2018,"15,92%","8,44%","24,13%","12,79%","12,85%","8,81%","51,62%","20,54%","21,74%","41,00%","0,43","1,43","0,43","0,15"
24,30/09/2018,"16,84%","8,71%","25,51%","13,20%","12,89%","8,76%","52,71%","20,64%","21,89%","40,41%","0,42","1,46","0,46","0,15"
25,30/06/2018,"15,35%","7,81%","23,25%","11,84%","10,20%","6,71%","52,86%","16,09%","19,48%","37,77%","0,42","1,47","0,47","0,13"
26,31/03/2018,"11,73%","6,09%","17,78%","9,23%","6,75%","4,56%","53,38%","10,85%","15,80%","34,02%","0,42","1,45","0,45","0,25"
27,31/12/2017,"11,93%","5,97%","18,07%","9,04%","6,66%","4,52%","53,08%","10,67%","15,35%","33,53%","0,42","1,46","0,46","0,30"
28,30/09/2017,"12,77%","6,13%","19,34%","9,30%","6,27%","4,23%","53,39%","10,00%","15,49%","33,32%","0,42","1,47","0,47","0,17"
29,30/06/2017,"12,57%","5,92%","19,05%","8,96%","5,91%","3,98%","52,76%","9,42%","14,91%","32,85%","0,42","1,52","0,52","0,21"
30,31/03/2017,"11,12%","5,40%","16,85%","8,18%","5,58%","3,82%","51,90%","9,05%","14,21%","32,23%","0,42","1,48","0,48","0,33"
31,31/12/2016,"11,98%","5,72%","18,14%","8,67%","5,96%","4,02%","51,01%","9,61%","14,98%","32,99%","0,42","1,47","0,47","0,29"
32,30/09/2016,"11,77%","5,56%","17,83%","8,42%","5,87%","3,87%","49,79%","9,33%","14,27%","32,45%","0,41","1,48","0,48","0,22"
33,30/06/2016,"11,74%","5,48%","17,79%","8,31%","5,79%","3,81%","49,40%","9,20%","14,06%","31,99%","0,41","1,49","0,49","0,22"
34,31/03/2016,"17,11%","8,37%","25,93%","12,68%","9,40%","5,58%","49,29%","9,73%","14,26%","31,81%","0,57","1,46","0,46","0,37"
35,31/12/2015,"14,82%","7,20%","22,46%","10,91%","7,61%","4,68%","49,50%","8,49%","13,01%","29,93%","0,55","1,48","0,48","0,41"
36,30/09/2015,"14,36%","7,29%","21,76%","11,04%","8,05%","5,09%","49,70%","9,32%","13,35%","29,68%","0,55","1,52","0,52","0,39"
37,30/06/2015,"14,07%","7,05%","21,33%","10,69%","8,39%","5,37%","50,12%","10,17%","13,77%","29,47%","0,53","1,52","0,52","0,41"
38,31/03/2015,"14,63%","7,32%","22,17%","11,09%","11,42%","7,15%","50,91%","13,73%","14,59%","29,45%","0,52","1,69","0,69","0,36"
39,31/12/2014,"15,89%","7,49%","24,08%","11,34%","11,51%","7,10%","50,79%","14,10%","14,62%","29,75%","0,50","1,63","0,63","0,30"
40,30/09/2014,"16,44%","7,63%","24,91%","11,56%","11,25%","6,86%","51,13%","14,02%","14,60%","29,94%","0,49","1,58","0,58","0,19"
41,30/06/2014,"15,03%","7,23%","22,77%","10,96%","10,72%","6,58%","50,51%","13,31%","13,98%","29,54%","0,49","1,56","0,56","0,28"
42,31/03/2014,"14,53%","6,85%","22,01%","10,38%","8,14%","5,20%","49,59%","10,26%","13,36%","29,72%","0,51","1,60","0,60","0,39"
43,31/12/2013,"14,99%","7,08%","22,72%","10,73%","8,32%","5,29%","49,48%","10,70%","14,05%","30,30%","0,49","1,62","0,62","0,21"
44,30/09/2013,"17,92%","8,52%","27,15%","12,91%","10,05%","6,49%","49,45%","12,88%","17,07%","33,41%","0,50","1,64","0,64","0,05"
45,30/06/2013,"18,95%","9,06%","28,70%","13,72%","9,53%","6,41%","49,90%","12,01%","18,65%","35,11%","0,53","1,63","0,63","0,10"
46,31/03/2013,"21,08%","9,87%","31,95%","14,95%","9,72%","6,59%","51,06%","12,60%","20,58%","36,89%","0,52","1,57","0,57","0,08"
47,31/12/2012,"22,44%","10,22%","34,00%","15,48%","10,28%","6,80%","51,18%","13,13%","21,26%","37,44%","0,52","1,57","0,57","0,06"
48,30/09/2012,"26,42%","10,08%","40,02%","15,28%","10,45%","6,55%","52,80%","13,21%","20,17%","36,16%","0,50","1,55","0,55","0,11"
49,30/06/2012,"24,42%","9,59%","37,00%","14,53%","11,28%","7,18%","52,27%","14,46%","19,95%","36,06%","0,50","1,49","0,49","0,28"
50,31/03/2012,"44,55%","41,83%","67,51%","63,38%","47,07%","23,81%","51,57%","14,62%","19,94%","35,97%","1,63","1,48","0,48","0,23"
51,31/12/2011,"33,62%","32,06%","50,94%","48,57%","37,33%","21,81%","50,63%","14,95%","19,90%","35,65%","1,46","1,51","0,51","0,31"
52,30/09/2011,"26,80%","27,01%","40,60%","40,93%","31,37%","17,49%","48,36%","14,35%","19,22%","34,70%","1,22","1,60","0,60","0,22"
