,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 762,89 M","- R$ 48,45 M","- R$ 222,42 M","R$ 492,03 M"
1,31/03/2024,"- R$ 159,98 M","- R$ 65,25 M","- R$ 66,95 M","- R$ 292,17 M"
2,31/12/2023,"R$ 672,04 M","- R$ 81,89 M","- R$ 524,18 M","R$ 65,97 M"
3,30/09/2023,"- R$ 41,86 M","- R$ 49,85 M","R$ 342,20 M","R$ 250,49 M"
4,30/06/2023,"R$ 98,60 M","R$ 12,06 M","R$ 139,18 M","R$ 249,84 M"
5,31/03/2023,"R$ 320,12 M","- R$ 36,83 M","- R$ 241,99 M","R$ 41,30 M"
6,31/12/2022,"R$ 382,36 M","- R$ 146,12 M","R$ 2,41 M","R$ 238,65 M"
7,30/09/2022,"R$ 409,15 M","R$ 1,19 M","- R$ 299,11 M","R$ 111,23 M"
8,30/06/2022,"R$ 78,11 M","- R$ 150,26 M","- R$ 93,43 M","- R$ 165,58 M"
9,31/03/2022,"- R$ 255,14 M","- R$ 56,09 M","- R$ 31,49 M","- R$ 342,72 M"
10,31/12/2021,"R$ 59,01 M","- R$ 94,66 M","- R$ 542,81 M","- R$ 578,46 M"
11,30/09/2021,"- R$ 93,32 M","- R$ 80,26 M","R$ 310,77 M","R$ 137,20 M"
12,30/06/2021,"- R$ 206,54 M","- R$ 77,05 M","R$ 83,42 M","- R$ 200,18 M"
13,31/03/2021,"R$ 385,89 M","- R$ 22,34 M","R$ 47,82 M","R$ 411,37 M"
14,31/12/2020,"R$ 488,05 M","- R$ 42,88 M","- R$ 561,01 M","- R$ 115,84 M"
15,30/09/2020,"R$ 797,52 M","- R$ 41,18 M","- R$ 18,17 M","R$ 738,17 M"
16,30/06/2020,"R$ 243,57 M","- R$ 43,51 M","- R$ 627,37 M","- R$ 427,31 M"
17,31/03/2020,"R$ 76,86 M","- R$ 18,04 M","R$ 19,57 M","R$ 78,39 M"
18,31/12/2019,"R$ 868,50 M","- R$ 296,22 M","R$ 134,60 M","R$ 921,24 M"
19,30/09/2019,"- R$ 334,44 M","R$ 2,59 B","- R$ 2,04 B","R$ 1,34 M"
20,30/06/2019,"R$ 15,31 M","- R$ 53,31 M","- R$ 39,34 M","- R$ 77,34 M"
21,31/03/2019,"R$ 111,54 M","- R$ 79,20 M","- R$ 203,16 M","- R$ 170,82 M"
22,31/12/2018,"R$ 1,21 B","- R$ 350,81 M","- R$ 598,66 M","R$ 255,88 M"
23,30/09/2018,"R$ 235,52 M","- R$ 71,94 M","- R$ 68,58 M","R$ 95,01 M"
24,30/06/2018,"R$ 117,26 M","R$ 28,00 M","- R$ 15,59 M","R$ 129,68 M"
25,31/03/2018,"- R$ 245,85 M","- R$ 35,39 M","- R$ 1,71 M","- R$ 282,95 M"
26,31/12/2017,"R$ 580,86 M","R$ 15,95 M","- R$ 403,99 M","R$ 192,82 M"
27,30/09/2017,"R$ 186,93 M","- R$ 110,29 M","R$ 96,32 M","R$ 172,96 M"
28,30/06/2017,"R$ 369,46 M","- R$ 84,27 M","- R$ 49,30 M","R$ 235,90 M"
29,31/03/2017,"- R$ 110,59 M","- R$ 64,65 M","- R$ 15,14 M","- R$ 190,37 M"
30,31/12/2016,"R$ 311,65 M","- R$ 228,97 M","R$ 93,34 M","R$ 176,02 M"
31,30/09/2016,"R$ 459,25 M","- R$ 102,35 M","- R$ 298,02 M","R$ 58,88 M"
32,30/06/2016,"R$ 297,66 M","- R$ 161,95 M","- R$ 64,00 M","R$ 71,71 M"
33,31/03/2016,"R$ 140,27 M","- R$ 1,75 M","- R$ 178,90 M","- R$ 40,37 M"
34,31/12/2015,"R$ 524,71 M","- R$ 172,58 M","- R$ 311,41 M","R$ 40,71 M"
