,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 12,06 B","R$ 2,04 B","R$ 1,28 B","- R$ 191,57 M","R$ 1,47 B","R$ 346,27 M","R$ 0,23"
1,31/03/2024,"R$ 11,60 B","R$ 1,90 B","R$ 1,28 B","- R$ 165,26 M","R$ 1,44 B","R$ 387,64 M","R$ 0,26"
2,31/12/2023,"R$ 11,49 B","R$ 1,97 B","R$ 1,08 B","- R$ 161,02 M","R$ 1,24 B","R$ 251,92 M","R$ 0,17"
3,30/09/2023,"R$ 11,00 B","R$ 1,79 B","R$ 896,09 M","- R$ 168,78 M","R$ 1,06 B","R$ 356,27 M","R$ 0,24"
4,30/06/2023,"R$ 10,82 B","R$ 1,72 B","R$ 767,69 M","- R$ 168,80 M","R$ 936,48 M","R$ 351,74 M","R$ 0,23"
5,31/03/2023,"R$ 10,72 B","R$ 1,73 B","R$ 724,65 M","- R$ 148,40 M","R$ 873,04 M","R$ 362,60 M","R$ 0,24"
6,31/12/2022,"R$ 10,80 B","R$ 1,69 B","R$ 754,72 M","- R$ 156,51 M","R$ 911,24 M","R$ 416,72 M","R$ 0,28"
7,30/09/2022,"R$ 10,93 B","R$ 1,80 B","R$ 855,75 M","- R$ 167,28 M","R$ 1,02 B","R$ 541,39 M","R$ 0,36"
8,30/06/2022,"R$ 11,29 B","R$ 1,94 B","R$ 969,11 M","- R$ 171,37 M","R$ 1,14 B","R$ 818,43 M","R$ 0,54"
9,31/03/2022,"R$ 11,41 B","R$ 1,92 B","R$ 1,03 B","- R$ 192,91 M","R$ 1,22 B","R$ 905,21 M","R$ 0,60"
10,31/12/2021,"R$ 11,38 B","R$ 2,02 B","R$ 1,10 B","- R$ 193,41 M","R$ 1,29 B","R$ 980,33 M","R$ 0,65"
11,30/09/2021,"R$ 11,29 B","R$ 2,08 B","R$ 1,19 B","- R$ 179,49 M","R$ 1,37 B","R$ 1,09 B","R$ 0,72"
12,30/06/2021,"R$ 10,96 B","R$ 2,14 B","R$ 1,28 B","- R$ 188,95 M","R$ 1,47 B","R$ 970,29 M","R$ 0,65"
13,31/03/2021,"R$ 9,92 B","R$ 1,94 B","R$ 1,08 B","- R$ 184,57 M","R$ 1,27 B","R$ 805,66 M","R$ 0,54"
14,31/12/2020,"R$ 9,26 B","R$ 1,87 B","R$ 978,49 M","- R$ 185,23 M","R$ 1,16 B","R$ 712,37 M","R$ 0,47"
15,30/09/2020,"R$ 8,63 B","R$ 1,66 B","R$ 772,79 M","- R$ 162,96 M","R$ 935,75 M","R$ 595,01 M","R$ 0,40"
16,30/06/2020,"R$ 7,80 B","R$ 1,35 B","R$ 432,05 M","- R$ 150,16 M","R$ 582,22 M","R$ 1,40 B","R$ 0,93"
17,31/03/2020,"R$ 7,93 B","R$ 1,40 B","R$ 593,87 M","- R$ 151,67 M","R$ 745,53 M","R$ 1,53 B","R$ 1,02"
18,31/12/2019,"R$ 7,74 B","R$ 1,31 B","R$ 706,49 M","- R$ 151,31 M","R$ 857,80 M","R$ 1,77 B","R$ 1,18"
19,30/09/2019,"R$ 6,87 B","R$ 1,16 B","R$ 577,02 M","- R$ 169,06 M","R$ 746,09 M","R$ 1,64 B","R$ 1,09"
20,30/06/2019,"R$ 6,81 B","R$ 1,13 B","R$ 622,38 M","- R$ 170,03 M","R$ 792,42 M","R$ 621,57 M","R$ 0,41"
21,31/03/2019,"R$ 6,48 B","R$ 1,04 B","R$ 429,16 M","- R$ 170,43 M","R$ 599,59 M","R$ 453,58 M","R$ 0,30"
22,31/12/2018,"R$ 6,19 B","R$ 976,72 M","R$ 238,85 M","- R$ 169,61 M","R$ 408,45 M","R$ 180,60 M","R$ 0,12"
23,30/09/2018,"R$ 9,50 B","R$ 1,84 B","R$ 488,72 M","- R$ 216,92 M","R$ 705,64 M","R$ 357,81 M","R$ 0,24"
24,30/06/2018,"R$ 9,34 B","R$ 1,84 B","R$ 488,84 M","- R$ 213,84 M","R$ 702,68 M","R$ 367,47 M","R$ 0,24"
25,31/03/2018,"R$ 9,55 B","R$ 1,87 B","R$ 402,86 M","- R$ 213,69 M","R$ 616,55 M","R$ 420,24 M","R$ 0,28"
26,31/12/2017,"R$ 9,48 B","R$ 1,89 B","R$ 387,48 M","- R$ 207,23 M","R$ 594,71 M","R$ 435,86 M","R$ 0,29"
27,30/09/2017,"R$ 9,09 B","R$ 1,65 B","R$ 180,07 M","- R$ 203,20 M","R$ 383,27 M","R$ 360,91 M","R$ 0,24"
28,30/06/2017,"R$ 9,19 B","R$ 1,71 B","R$ 296,15 M","- R$ 200,89 M","R$ 497,04 M","R$ 363,48 M","R$ 0,24"
29,31/03/2017,"R$ 9,15 B","R$ 1,66 B","R$ 340,50 M","- R$ 192,69 M","R$ 533,18 M","R$ 353,73 M","R$ 0,24"
30,31/12/2016,"R$ 9,22 B","R$ 1,58 B","R$ 304,52 M","- R$ 187,25 M","R$ 491,78 M","R$ 311,79 M","R$ 0,21"
31,30/09/2016,"R$ 9,78 B","R$ 1,79 B","R$ 490,72 M","- R$ 185,14 M","R$ 675,87 M","R$ 296,73 M","R$ 0,20"
32,30/06/2016,"R$ 9,51 B","R$ 1,57 B","R$ 277,77 M","- R$ 169,83 M","R$ 447,60 M","R$ 184,97 M","R$ 0,12"
33,31/03/2016,"R$ 9,43 B","R$ 1,51 B","R$ 364,61 M","- R$ 177,16 M","R$ 541,77 M","R$ 285,50 M","R$ 0,19"
34,31/12/2015,"R$ 9,39 B","R$ 1,59 B","R$ 412,37 M","- R$ 172,95 M","R$ 585,33 M","R$ 286,79 M","R$ 0,19"
35,30/09/2015,"R$ 9,47 B","R$ 1,77 B","R$ 617,02 M","- R$ 166,86 M","R$ 783,88 M","R$ 428,31 M","R$ 0,29"
36,30/06/2015,"R$ 9,56 B","R$ 1,95 B","R$ 869,21 M","- R$ 170,07 M","R$ 1,04 B","R$ 614,39 M","R$ 0,41"
37,31/03/2015,"R$ 9,42 B","R$ 2,00 B","R$ 844,84 M","- R$ 157,46 M","R$ 1,00 B","R$ 570,47 M","R$ 0,38"
38,31/12/2014,"R$ 9,66 B","R$ 2,10 B","R$ 1,05 B","- R$ 158,69 M","R$ 1,21 B","R$ 708,97 M","R$ 0,47"
39,30/09/2014,"R$ 9,54 B","R$ 2,04 B","R$ 948,17 M","- R$ 159,40 M","R$ 1,11 B","R$ 694,52 M","R$ 0,46"
40,30/06/2014,"R$ 9,58 B","R$ 2,09 B","R$ 1,00 B","- R$ 161,64 M","R$ 1,17 B","R$ 789,22 M","R$ 0,53"
41,31/03/2014,"R$ 9,71 B","R$ 2,20 B","R$ 1,11 B","- R$ 161,14 M","R$ 1,27 B","R$ 843,41 M","R$ 0,56"
42,31/12/2013,"R$ 9,33 B","R$ 2,15 B","R$ 1,07 B","- R$ 161,29 M","R$ 1,23 B","R$ 812,75 M","R$ 0,54"
43,30/09/2013,"R$ 8,94 B","R$ 2,05 B","R$ 1,04 B","- R$ 161,50 M","R$ 1,20 B","R$ 753,34 M","R$ 0,50"
44,30/06/2013,"R$ 8,81 B","R$ 1,98 B","R$ 990,94 M","- R$ 161,87 M","R$ 1,15 B","R$ 675,57 M","R$ 0,45"
45,31/03/2013,"R$ 8,57 B","R$ 1,91 B","R$ 915,68 M","- R$ 159,47 M","R$ 1,08 B","R$ 633,03 M","R$ 0,42"
46,31/12/2012,"R$ 8,46 B","R$ 1,87 B","R$ 871,53 M","- R$ 158,01 M","R$ 1,03 B","R$ 606,27 M","R$ 0,40"
47,30/09/2012,"R$ 8,19 B","R$ 1,87 B","R$ 1,02 B","- R$ 154,09 M","R$ 1,18 B","R$ 744,31 M","R$ 0,50"
48,30/06/2012,"R$ 7,79 B","R$ 1,82 B","R$ 1,05 B","- R$ 152,32 M","R$ 1,21 B","R$ 768,94 M","R$ 0,51"
49,31/03/2012,"R$ 7,61 B","R$ 1,79 B","R$ 304,91 M","- R$ 153,43 M","R$ 458,34 M","R$ 285,03 M","R$ 0,19"
50,31/12/2011,"R$ 7,47 B","R$ 1,82 B","R$ 360,32 M","- R$ 155,48 M","R$ 515,80 M","R$ 368,68 M","R$ 0,25"
51,30/09/2011,"R$ 7,36 B","R$ 1,79 B","R$ 227,25 M","- R$ 163,87 M","R$ 391,11 M","R$ 298,24 M","R$ 0,20"
52,30/06/2011,"R$ 7,46 B","R$ 1,59 B","R$ 44,31 M","- R$ 146,29 M","R$ 190,60 M","R$ 137,58 M","R$ 0,09"
53,31/03/2011,"R$ 7,33 B","R$ 1,79 B","R$ 732,36 M","- R$ 142,39 M","R$ 874,74 M","R$ 612,70 M","R$ 0,41"
54,31/12/2010,"R$ 7,38 B","R$ 1,84 B","R$ 762,13 M","- R$ 127,63 M","R$ 889,76 M","R$ 620,33 M","R$ 0,41"
55,30/09/2010,"R$ 7,71 B","R$ 2,45 B","R$ 710,72 M",NA,NA,"R$ 558,71 M","R$ 0,37"
