,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 641,66 M","R$ 462,88 M","R$ 411,83 M","- R$ 146,80 M","R$ 558,62 M","R$ 326,11 M","R$ 0,60",99
1,31/03/2024,"R$ 644,36 M","R$ 462,49 M","R$ 279,47 M","- R$ 157,10 M","R$ 436,56 M","R$ 91,07 M","R$ 0,16",99
2,31/12/2023,"R$ 787,64 M","R$ 587,92 M","R$ 182,59 M","- R$ 169,69 M","R$ 352,28 M","R$ 235,31 M","R$ 0,41",99
3,30/09/2023,"R$ 653,04 M","R$ 465,42 M","R$ 217,64 M","- R$ 152,81 M","R$ 370,45 M","R$ 23,68 M","R$ 0,04",99
4,30/06/2023,"R$ 650,18 M","R$ 427,81 M","R$ 318,84 M","- R$ 181,96 M","R$ 500,80 M","R$ 152,99 M","R$ 0,27",99
5,31/03/2023,"R$ 621,41 M","R$ 404,24 M","R$ 4,69 B","- R$ 180,01 M","R$ 4,87 B","R$ 2,97 B","R$ 5,18",99
6,31/12/2022,"R$ 312,45 M","R$ 238,40 M","R$ 56,85 M","- R$ 62,53 M","R$ 119,38 M","- R$ 17,00 M","- R$ 0,06",99
7,30/09/2022,"R$ 273,05 M","R$ 193,72 M","R$ 160,95 M","- R$ 36,25 M","R$ 197,20 M","R$ 93,36 M","R$ 0,35",99
8,30/06/2022,"R$ 258,46 M","R$ 181,04 M","R$ 107,26 M","- R$ 54,48 M","R$ 161,74 M","R$ 23,56 M","R$ 0,09",99
9,31/03/2022,"R$ 267,36 M","R$ 188,16 M","R$ 144,50 M","- R$ 48,85 M","R$ 193,35 M","R$ 55,95 M","R$ 0,21",99
10,31/12/2021,"R$ 284,82 M","R$ 205,66 M","R$ 190,82 M","- R$ 48,96 M","R$ 239,78 M","R$ 115,70 M","R$ 0,44",99
11,30/09/2021,"R$ 239,45 M","R$ 161,23 M","R$ 112,24 M","- R$ 48,37 M","R$ 160,61 M","R$ 60,58 M","R$ 0,23",99
12,30/06/2021,"R$ 216,41 M","R$ 144,59 M","R$ 113,67 M","- R$ 46,86 M","R$ 160,53 M","R$ 56,71 M","R$ 0,21",99
13,31/03/2021,"R$ 197,00 M","R$ 125,41 M","R$ 73,33 M","- R$ 46,96 M","R$ 120,28 M","R$ 41,88 M","R$ 0,16",99
14,31/12/2020,"R$ 224,79 M","R$ 151,95 M","R$ 25,74 M","- R$ 48,46 M","R$ 74,20 M","R$ 5,24 M","R$ 0,02",99
15,30/09/2020,"R$ 171,15 M","R$ 104,23 M","R$ 60,29 M","- R$ 45,61 M","R$ 105,90 M","R$ 24,19 M","R$ 0,09",99
16,30/06/2020,"R$ 172,35 M","R$ 116,05 M","R$ 72,04 M","- R$ 44,75 M","R$ 116,79 M","R$ 35,73 M","R$ 0,13",99
17,31/03/2020,"R$ 229,29 M","R$ 155,81 M","R$ 162,17 M","- R$ 46,65 M","R$ 208,82 M","R$ 103,91 M","R$ 0,39",99
18,31/12/2019,"R$ 281,51 M","R$ 204,74 M","R$ 171,74 M","- R$ 46,41 M","R$ 218,14 M","R$ 100,62 M","R$ 0,38",99
