,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"6,44%","7,09%","9,76%","10,74%","-13,84%","-1,93%","25,20%","-3,29%","13,79%","33,96%","0,59","10,75","9,75","4,23"
1,30/06/2024,"5,48%","6,04%","8,31%","9,14%","-18,32%","-2,67%","25,44%","-4,85%","13,03%","33,94%","0,55","11,06","10,06","4,38"
2,31/03/2024,"4,75%","5,20%","7,19%","7,88%","-22,02%","-2,75%","26,67%","-5,85%","13,02%","34,55%","0,47","10,42","9,42","4,27"
3,31/12/2023,"3,86%","4,18%","5,85%","6,33%","-23,51%","-2,48%","26,77%","-6,29%","12,20%","33,84%","0,39","9,96","8,96","4,33"
4,30/09/2023,"5,46%","5,75%","8,28%","8,72%","-1,61%","-0,17%","31,58%","-0,41%","17,81%","32,40%","0,41","7,18","6,18","3,81"
5,30/06/2023,"7,29%","7,76%","11,05%","11,75%","4,02%","0,49%","33,01%","1,08%","19,62%","33,34%","0,46","6,86","5,86","3,80"
6,31/03/2023,"8,60%","9,16%","13,03%","13,89%","9,85%","1,52%","34,41%","3,07%","21,66%","34,28%","0,50","8,01","7,01","4,15"
7,31/12/2022,"8,67%","8,91%","13,13%","13,50%","16,94%","2,56%","37,56%","5,80%","25,17%","37,00%","0,44","9,48","8,48","4,83"
8,30/09/2022,"12,69%","13,41%","19,23%","20,32%","25,65%","4,13%","41,06%","9,45%","29,50%","40,21%","0,44","9,51","8,51","5,54"
9,30/06/2022,"16,70%","17,75%","25,31%","26,90%","38,33%","6,91%","43,58%","12,92%","31,93%","41,61%","0,53","8,19","7,19","4,72"
10,31/03/2022,"12,69%","13,01%","19,22%","19,72%","41,20%","7,42%","44,24%","14,91%","31,95%","40,68%","0,50","6,47","5,47","4,91"
11,31/12/2021,"16,20%","16,43%","24,54%","24,89%","34,74%","9,64%","44,75%","15,37%","31,26%","39,06%","0,63","6,61","5,61","7,02"
12,30/09/2021,"15,54%","15,63%","23,55%","23,68%","32,76%","9,39%","43,62%","15,85%","29,43%","36,66%","0,59","6,21","5,21","5,56"
13,30/06/2021,"11,01%","11,06%","16,68%","16,76%","23,14%","6,76%","38,02%","12,47%","23,26%","31,65%","0,54","5,55","4,55","5,04"
14,31/03/2021,"8,49%","8,54%","12,87%","12,95%","15,27%","4,57%","31,13%","8,58%","17,39%","26,87%","0,53","5,55","4,55","7,84"
15,31/12/2020,"3,67%","3,74%","5,56%","5,66%","4,74%","1,51%","21,19%","2,67%","7,45%","17,56%","0,56","3,60","2,60","6,05"
16,30/09/2020,"1,94%","1,96%","2,95%","2,97%","0,43%","0,13%","21,71%","0,23%","3,86%","14,06%","0,56","3,49","2,49","5,89"
17,30/06/2020,"2,68%","2,71%","4,06%","4,10%","1,92%","0,47%","22,67%","0,79%","4,64%","13,80%","0,59","3,42","2,42","6,02"
