,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 20/09/2024,"6,71","0,49","0,30","2,39","0,18","R$ 2,36 B","3,10%",385
1,30/06/2024,"6,56","0,48","0,29","2,34","0,17","R$ 2,38 B","3,17%",385
2,31/03/2024,,,,,,"R$ 2,70 B","2,19%",385
3,31/12/2023,,,,,,"R$ 3,38 B","2,19%",385
4,30/09/2023,,,,,,"R$ 3,18 B","0,68%",385
5,30/06/2023,,,,,,"R$ 4,11 B","0,68%",385
6,31/03/2023,,,,,,"R$ 3,89 B","4,14%",385
7,31/12/2022,"6,93","1,12","0,52","4,95","0,36","R$ 4,08 B","3,09%",385
8,30/09/2022,"8,55","1,20","0,51","6,14","0,36","R$ 4,09 B","3,41%",385
9,30/06/2022,"8,61","1,22","0,51","10,41","0,38","R$ 4,13 B","5,04%",385
10,31/03/2022,"8,76","1,25","0,52","-150,53","0,38","R$ 4,39 B","5,04%",385
11,31/12/2021,"9,19","1,29","0,55","36,41","0,40","R$ 4,46 B","5,04%",385
12,30/09/2021,"9,99","1,34","0,64","14,03","0,43","R$ 4,49 B","6,03%",385
13,30/06/2021,"11,88","1,51","0,80","6,74","0,50","R$ 4,98 B","3,20%",385
14,31/03/2021,"20,23","1,65","0,91","6,22","0,55","R$ 5,07 B","3,02%",385
15,31/12/2020,"15,71","1,29","0,71","4,18","0,44","R$ 4,14 B","3,97%",385
16,30/09/2020,"15,04","1,71","0,96","4,86","0,55","R$ 5,13 B","3,03%",385
17,30/06/2020,"13,19","1,61","0,90","6,46","0,53","R$ 5,05 B","3,27%",385
18,31/03/2020,"6,80","1,02","0,59","5,15","0,36","R$ 3,49 B","5,06%",385
19,31/12/2019,"8,65","1,13","0,65","5,61","0,40","R$ 4,05 B","4,16%",385
20,30/09/2019,"11,86","1,30","0,75","7,58","0,46","R$ 4,21 B","3,74%",385
21,30/06/2019,"11,87","1,33","0,74","8,46","0,45","R$ 4,19 B","3,74%",385
22,31/03/2019,"12,52","1,25","0,68","7,83","0,50","R$ 3,82 B","2,37%",385
23,31/12/2018,"9,40","1,20","0,67","7,93","0,53","R$ 3,60 B","2,48%",385
24,30/09/2018,"9,98","1,21","0,68","7,37","0,51","R$ 3,48 B","2,48%",385
25,30/06/2018,"8,84","1,24","0,71","7,21","0,54","R$ 3,62 B","2,48%",385
26,31/03/2018,"9,77","1,53","0,88","7,05","0,72","R$ 4,18 B","2,07%",385
27,31/12/2017,"9,61","1,62","0,91","5,61","0,73","R$ 4,34 B","3,70%",385
28,30/09/2017,"8,95","1,55","0,89","4,84","0,75","R$ 3,99 B","3,91%",385
29,30/06/2017,"8,42","1,34","0,76","3,85","0,65","R$ 3,46 B","4,73%",385
30,31/03/2017,"7,92","1,35","0,77","3,69","0,67","R$ 3,40 B","4,75%",385
31,31/12/2016,"8,32","1,41","0,80","3,08","0,66","R$ 3,35 B","2,20%",385
32,30/09/2016,"9,98","1,44","0,84","3,31","0,66","R$ 3,39 B","2,20%",385
33,30/06/2016,"8,64","1,41","0,79","3,55","0,64","R$ 3,35 B","2,32%",385
34,31/03/2016,"8,65","1,30","0,69","3,62","0,60","R$ 2,78 B","2,66%",385
35,31/12/2015,"6,44","1,17","0,57","4,93","0,51","R$ 2,40 B","1,79%",385
36,30/09/2015,"6,00","1,41","0,66","8,43","0,63","R$ 2,91 B","1,46%",385
37,30/06/2015,"8,17","1,61","0,75","7,96","0,71","R$ 3,08 B","1,34%",385
38,31/03/2015,"10,31","1,78","0,82","10,63","0,78","R$ 3,27 B","1,27%",385
39,31/12/2014,"14,78","2,17","1,03","16,70","0,92","R$ 3,38 B","2,07%",385
40,30/09/2014,"29,63","1,75","0,88","11,13","0,76","R$ 2,79 B","2,74%",385
41,30/06/2014,"25,46","1,75","0,92","15,18","0,77","R$ 2,79 B","2,74%",385
42,31/03/2014,"24,12","2,34","1,32","11,23","1,05","R$ 3,46 B","2,01%",385
43,31/12/2013,"24,11","2,41","1,32","7,51","1,12","R$ 3,76 B","5,67%",385
44,30/09/2013,"10,87","1,96","1,11","5,73","0,89","R$ 3,11 B","6,82%",385
45,30/06/2013,"9,33","2,07","1,15","5,18","0,92","R$ 3,24 B","6,52%",385
46,31/03/2013,"10,48","2,34","1,32","6,58","1,04","R$ 3,78 B","5,63%",385
47,31/12/2012,"8,62","2,32","1,25","6,03","1,02","R$ 3,63 B","7,62%",385
48,30/09/2012,"6,82","1,81","1,01","4,58","0,81","R$ 2,80 B","9,71%",385
49,30/06/2012,"6,16","1,82","0,99","4,51","0,78","R$ 2,82 B","10,14%",385
50,31/03/2012,"5,25","1,60","0,95","4,05","0,74","R$ 2,64 B","10,81%",385
51,31/12/2011,"6,10","1,95","1,09","4,91","0,86","R$ 2,91 B","11,57%",385
52,30/09/2011,"6,25","1,81","0,95","4,84","0,83","R$ 2,66 B","12,64%",385
53,30/06/2011,"5,12","1,78","0,86","3,92","0,74","R$ 2,40 B","13,82%",385
54,31/03/2011,"5,13","1,62","0,83","3,88","0,76","R$ 2,37 B","14,07%",385
55,31/12/2010,"5,51","1,92","0,91","3,96","0,85","R$ 2,60 B","8,19%",385
56,30/09/2010,"4,84","1,53","0,86","2,73","0,68","R$ 2,13 B","10,14%",385
57,30/06/2010,"5,69","1,84","0,95","2,99","0,75","R$ 2,25 B","9,50%",385
58,31/03/2010,"5,47","1,60","0,90","2,87","0,69","R$ 1,99 B","10,69%",385
59,31/12/2009,"7,50","2,41","1,17","3,94","0,87","R$ 2,46 B","10,50%",385
60,30/09/2009,"6,18","2,03","1,16","6,28","0,82","R$ 2,32 B","11,08%",385
61,30/06/2009,"5,49","1,87","1,02",,"0,70","R$ 1,99 B","13,15%",385
