,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"14,21%","21,21%","21,53%","32,14%","21,84%","5,99%","100,00%","7,18%","9,56%","10,70%","0,83","3,47","2,47","-0,23"
1,31/03/2024,"13,20%","20,74%","20,00%","31,42%","23,81%","6,35%","100,00%","7,70%","9,40%","10,58%","0,82","3,57","2,57","-0,47"
2,31/12/2023,"12,93%","22,73%","19,58%","34,44%","21,41%","4,49%","100,00%","7,00%","8,66%","9,84%","0,64","3,56","2,56","-0,35"
3,30/09/2023,"10,83%","19,04%","16,41%","28,85%","21,53%","4,38%","100,00%","6,58%","7,12%","8,26%","0,67","3,64","2,64","-1,07"
4,30/06/2023,"7,08%","14,09%","10,73%","21,34%","19,28%","3,95%","100,00%","5,83%","4,90%","6,01%","0,68","3,65","2,65","-0,58"
5,31/03/2023,"5,48%","9,30%","8,30%","14,09%","14,02%","3,07%","100,00%","4,42%","3,54%","4,58%","0,69","3,75","2,75","-0,60"
6,31/12/2022,"3,62%","5,86%","5,49%","8,88%","12,12%","2,73%","100,00%","4,09%","2,55%","3,58%","0,67","4,77","3,77","-2,45"
7,30/09/2022,"2,26%","3,58%","3,42%","5,42%","12,26%","2,83%","100,00%","4,29%","1,64%","2,41%","0,66","4,92","3,92","-3,08"
8,30/06/2022,"2,36%","3,64%","3,58%","5,52%","9,64%","2,37%","100,00%","3,74%","2,01%","2,80%","0,63","4,88","3,88","-3,35"
9,31/03/2022,"5,58%","8,78%","8,46%","13,31%","16,41%","3,88%","100,00%","6,40%","4,66%","5,45%","0,61","4,57","3,57","-1,55"
10,31/12/2021,"6,40%","10,22%","9,70%","15,49%","17,22%","4,20%","100,00%","7,28%","5,88%","6,68%","0,58","4,45","3,45","-0,99"
11,30/09/2021,"7,93%","13,49%","12,02%","20,44%","15,99%","4,11%","100,00%","6,95%","6,64%","7,75%","0,59","4,34","3,34","-0,78"
12,30/06/2021,"12,58%","25,57%","19,07%","38,74%","20,69%","5,32%","100,00%","8,94%","8,83%","9,96%","0,60","4,07","3,07","-0,30"
13,31/03/2021,"9,57%","16,11%","14,50%","24,40%","21,77%","5,33%","100,00%","9,27%","8,48%","9,67%","0,57","4,23","3,23","-0,48"
14,31/12/2020,"9,44%","15,07%","14,30%","22,83%","20,41%","5,16%","100,00%","9,07%","9,04%","10,27%","0,57","4,10","3,10","-0,48"
