,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 1,02 B","R$ 298,83 M","- R$ 1,54 B","- R$ 226,33 M",148
1,31/03/2024,"R$ 2,00 B","R$ 160,71 M","- R$ 1,31 B","R$ 850,58 M",148
2,31/12/2023,"R$ 69,77 M","R$ 72,19 M","- R$ 1,47 B","- R$ 1,33 B",148
3,30/09/2023,"R$ 4,17 B","- R$ 103,29 M","- R$ 3,12 B","R$ 947,34 M",148
4,30/06/2023,"R$ 551,52 M","- R$ 989,50 M","- R$ 732,00 M","- R$ 1,17 B",148
5,31/03/2023,"R$ 1,14 B","- R$ 1,30 B","- R$ 917,22 M","- R$ 1,08 B",148
6,31/12/2022,"R$ 2,85 B","- R$ 1,53 B","- R$ 291,33 M","R$ 1,03 B",148
7,30/09/2022,"R$ 2,39 B","- R$ 1,85 B","R$ 153,05 M","R$ 695,19 M",148
8,30/06/2022,"R$ 4,38 B","- R$ 1,25 B","- R$ 1,45 B","R$ 1,68 B",148
9,31/03/2022,"R$ 3,18 B","- R$ 990,73 M","- R$ 1,18 B","R$ 1,01 B",148
10,31/12/2021,"R$ 2,47 B","- R$ 929,22 M","- R$ 1,06 B","R$ 484,95 M",148
11,30/09/2021,"R$ 385,07 M","- R$ 635,95 M","- R$ 769,77 M","- R$ 1,02 B",148
12,30/06/2021,"- R$ 1,91 B","- R$ 471,84 M","- R$ 1,05 B","- R$ 3,43 B",148
13,31/03/2021,"R$ 761,99 M","- R$ 461,92 M","- R$ 903,11 M","- R$ 603,05 M",148
14,31/12/2020,"R$ 1,44 B","- R$ 448,56 M","- R$ 967,58 M","R$ 22,62 M",148
15,30/09/2020,"R$ 2,60 B","- R$ 409,99 M","- R$ 867,53 M","R$ 1,32 B",148
16,30/06/2020,"R$ 3,74 B","- R$ 405,39 M","- R$ 584,83 M","R$ 2,75 B",148
17,31/03/2020,"R$ 2,06 B","- R$ 373,20 M","- R$ 837,23 M","R$ 851,38 M",148
18,31/12/2019,"R$ 1,23 B","- R$ 316,03 M","- R$ 793,63 M","R$ 123,79 M",148
19,30/09/2019,"R$ 1,52 B","- R$ 206,38 M","- R$ 1,11 B","R$ 205,42 M",148
20,30/06/2019,"R$ 1,84 B","- R$ 126,93 M","- R$ 1,09 B","R$ 621,26 M",148
21,31/03/2019,"R$ 1,32 B","- R$ 142,32 M","- R$ 1,38 B","- R$ 200,14 M",148
22,31/12/2018,"R$ 1,03 B","- R$ 168,11 M","- R$ 1,36 B","- R$ 497,10 M",148
23,30/09/2018,"R$ 354,09 M","- R$ 291,75 M","- R$ 1,05 B","- R$ 987,81 M",148
24,30/06/2018,"R$ 1,26 B","- R$ 484,36 M","- R$ 1,02 B","- R$ 249,24 M",148
25,31/03/2018,"R$ 1,19 B","- R$ 489,37 M","- R$ 430,63 M","R$ 273,65 M",148
