,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 165,12 M","- R$ 149,79 M","R$ 498,14 M","R$ 513,47 M"
1,31/03/2024,"- R$ 40,39 M","- R$ 73,21 M","R$ 20,35 M","- R$ 93,25 M"
2,31/12/2023,"R$ 212,26 M","- R$ 53,48 M","- R$ 44,73 M","R$ 114,05 M"
3,30/09/2023,"R$ 641,76 M","- R$ 158,63 M","- R$ 215,65 M","R$ 267,49 M"
4,30/06/2023,"- R$ 190,65 M","- R$ 132,09 M","R$ 37,77 M","- R$ 284,97 M"
5,31/03/2023,"R$ 200,14 M","- R$ 115,60 M","R$ 123,07 M","R$ 207,61 M"
6,31/12/2022,"- R$ 69,62 M","R$ 46,19 M","- R$ 124,65 M","- R$ 148,09 M"
7,30/09/2022,"R$ 822,89 M","- R$ 163,19 M","- R$ 288,29 M","R$ 371,41 M"
8,30/06/2022,"- R$ 495,57 M","R$ 77,05 M","R$ 567,92 M","R$ 149,40 M"
9,31/03/2022,"- R$ 197,91 M","R$ 52,11 M","R$ 514,47 M","R$ 368,68 M"
10,31/12/2021,"R$ 21,82 M","- R$ 110,88 M","- R$ 119,68 M","- R$ 208,74 M"
11,30/09/2021,"R$ 83,71 M","- R$ 1,01 B","R$ 1,24 B","R$ 307,64 M"
12,30/06/2021,"- R$ 243,85 M","- R$ 102,46 M","R$ 255,52 M","- R$ 90,80 M"
13,31/03/2021,"R$ 41,41 M","- R$ 37,64 M","R$ 290,73 M","R$ 294,50 M"
