,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 8,53 B","R$ 3,59 B","R$ 7,21",498.298.000,0,0,498.298.000,710.000,0,0,710.000,497.588.000,0,497.588.000
1,31/03/2024,"R$ 7,44 B","R$ 3,44 B","R$ 6,89",498.298.000,0,0,498.298.000,135.000,0,0,135.000,498.163.000,0,498.163.000
2,31/12/2023,"R$ 6,88 B","R$ 3,35 B","R$ 6,72 mil",498.298,0,0,498.298,135,0,0,135,498.163,0,498.163
3,30/09/2023,"R$ 6,62 B","R$ 3,17 B","R$ 6,37",498.298.000,0,0,498.298.000,85.000,0,0,85.000,498.213.000,0,498.213.000
4,30/06/2023,"R$ 6,26 B","R$ 2,95 B","R$ 5,93",498.298.000,0,0,498.298.000,85.000,0,0,85.000,498.213.000,0,498.213.000
5,31/03/2023,"R$ 6,44 B","R$ 2,87 B","R$ 5,77",498.298.000,0,0,498.298.000,0,0,0,0,498.298.000,0,498.298.000
6,31/12/2022,"R$ 6,08 B","R$ 2,82 B","R$ 5,67 mil",497.018,0,0,497.018,0,0,0,0,497.018,0,497.018
7,30/09/2022,"R$ 5,83 B","R$ 2,59 B","R$ 5,22",496.218.000,0,0,496.218.000,0,0,0,0,496.218.000,0,496.218.000
8,30/06/2022,"R$ 5,53 B","R$ 2,42 B","R$ 4,88",496.218.000,0,0,496.218.000,0,0,0,0,496.218.000,0,496.218.000
9,31/03/2022,"R$ 5,02 B","R$ 2,30 B","R$ 4,64",496.218.000,0,0,496.218.000,0,0,0,0,496.218.000,0,496.218.000
10,31/12/2021,"R$ 4,40 B","R$ 2,24 B","R$ 4,53 mil",494.118,0,0,494.118,0,0,0,0,494.118,0,494.118
11,30/09/2021,"R$ 4,35 B","R$ 2,07 B","R$ 4,18",494.118.000,0,0,494.118.000,0,0,0,0,494.118.000,0,494.118.000
12,30/06/2021,"R$ 3,73 B","R$ 857,05 M","R$ 2,14",400.000.000,0,0,400.000.000,0,0,0,0,400.000.000,0,400.000.000
13,31/03/2021,"R$ 3,13 B","R$ 752,70 M","R$ 1,88",400.000.000,0,0,400.000.000,0,0,0,0,400.000.000,0,400.000.000
