,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,3TENTOS,TRÊS TENTOS AGROINDUSTRIAL S/A,ATIVO,FASE OPERACIONAL,Novo Mercado,Varejo de insumos agrícolas; Recebimento e comercialização de grãos de soja. milho e trigo; e Indústria. na cadeia de soja.,"R$ 10,65 M",Consumo não Cíclico,Agropecuária,Agricultura,"AGFS, IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL"
