,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"15,29%","15,43%","23,17%","23,38%","23,57%","11,11%","18,50%","6,38%","7,83%","8,56%","1,74","2,37","1,37","0,56"
1,31/03/2024,"10,45%","10,57%","15,84%","16,02%","21,86%","9,76%","15,06%","6,36%","5,24%","5,93%","1,53","2,17","1,17","0,81"
2,31/12/2023,"9,06%","9,14%","13,73%","13,85%","20,42%","9,46%","13,85%","6,39%","4,91%","5,55%","1,48","2,06","1,06","0,49"
3,30/09/2023,"12,58%","12,67%","19,06%","19,20%","24,16%","10,75%","14,89%","7,71%","6,79%","7,42%","1,39","2,09","1,09","0,58"
4,30/06/2023,"9,64%","9,70%","14,60%","14,69%","23,82%","10,43%","14,02%","7,50%","6,37%","6,93%","1,39","2,12","1,12","1,32"
5,31/03/2023,NA,NA,NA,NA,NA,NA,"15,44%","8,35%","8,11%","8,67%",NA,"2,24","1,24","0,55"
6,31/12/2022,NA,NA,NA,NA,NA,NA,"15,15%","8,30%","7,81%","8,36%",NA,"2,16","1,16","0,65"
7,30/09/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,25","1,25","-0,79"
8,30/06/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,28","1,28","-2,63"
9,31/03/2022,"19,47%","19,66%","29,50%","29,78%","57,93%","13,91%","12,87%","7,46%","5,99%","6,50%","1,86","2,18","1,18","1,48"
10,31/12/2021,NA,NA,NA,NA,NA,NA,"13,13%","8,06%","6,62%","7,14%",NA,"1,97","0,97","1,18"
11,30/09/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,11","1,11","2,63"
12,30/06/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,35","3,35","7,70"
13,31/03/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,16","3,16","7,44"
