,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 2,80 B","R$ 716,20 M","R$ 378,61 M","- R$ 21,92 M","R$ 400,53 M","R$ 146,28 M","R$ 0,29"
1,31/03/2024,"R$ 2,68 B","R$ 500,78 M","R$ 185,90 M","- R$ 22,87 M","R$ 208,77 M","R$ 157,42 M","R$ 0,32"
2,31/12/2023,"R$ 3,03 B","R$ 426,73 M","R$ 128,46 M","- R$ 17,15 M","R$ 145,61 M","R$ 173,21 M","R$ 347,61"
3,30/09/2023,"R$ 2,40 B","R$ 374,87 M","R$ 161,73 M","- R$ 17,67 M","R$ 179,40 M","R$ 219,14 M","R$ 0,44"
4,30/06/2023,"R$ 1,76 B","R$ 184,25 M","R$ 40,84 M","- R$ 10,96 M","R$ 51,80 M","R$ 78,36 M","R$ 0,16"
5,31/03/2023,"R$ 1,80 B","R$ 260,16 M","R$ 110,66 M","- R$ 11,82 M","R$ 122,49 M","R$ 104,57 M","R$ 0,21"
6,31/12/2022,"R$ 2,16 B","R$ 390,78 M","R$ 238,34 M","- R$ 10,83 M","R$ 249,17 M","R$ 224,27 M","R$ 451,24"
7,30/09/2022,"R$ 1,96 B","R$ 241,23 M","R$ 99,02 M","- R$ 9,97 M","R$ 108,99 M","R$ 169,16 M","R$ 0,34"
8,30/06/2022,"R$ 1,50 B","R$ 253,09 M","R$ 153,79 M","- R$ 16,95 M","R$ 217,24 M","R$ 121,22 M","R$ 0,24"
9,31/03/2022,"R$ 1,27 B","R$ 158,19 M","R$ 46,50 M","- R$ 8,06 M","R$ 54,56 M","R$ 56,78 M","R$ 0,11"
10,31/12/2021,"R$ 1,64 B","R$ 195,27 M","R$ 75,84 M","- R$ 7,71 M","R$ 83,55 M","R$ 167,06 M","R$ 338,09"
11,30/09/2021,"R$ 1,73 B","R$ 213,00 M","R$ 112,27 M","- R$ 19,75 M","R$ 297,51 M","R$ 97,94 M","R$ 0,20"
12,30/06/2021,"R$ 1,21 B","R$ 185,54 M","R$ 115,51 M","- R$ 12,59 M","R$ 178,07 M","R$ 114,28 M","R$ 0,29"
13,31/03/2021,"R$ 769,27 M","R$ 107,25 M","R$ 49,97 M","- R$ 5,38 M","R$ 55,36 M","R$ 51,04 M","R$ 0,13"
