,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 126,67 M","R$ 23,24 M","- R$ 114,41 M","- R$ 217,84 M",220
1,31/03/2024,"R$ 230,20 M","R$ 23,73 M","- R$ 158,96 M","R$ 94,97 M",220
2,31/12/2023,"R$ 337,61 M","R$ 110,61 M","- R$ 493,95 M","- R$ 45,73 M",220
3,30/09/2023,"R$ 576,28 M","R$ 34,69 M","- R$ 584,16 M","R$ 26,80 M",220
4,30/06/2023,"R$ 623,99 M","- R$ 5,95 M","- R$ 534,29 M","R$ 83,75 M",220
5,31/03/2023,"R$ 674,96 M","R$ 12,35 M","- R$ 608,74 M","R$ 78,57 M",220
6,31/12/2022,"R$ 495,97 M","- R$ 125,81 M","- R$ 390,90 M","- R$ 20,74 M",220
7,30/09/2022,"R$ 89,76 M","- R$ 88,55 M","- R$ 93,36 M","- R$ 92,16 M",220
8,30/06/2022,"R$ 61,00 M","- R$ 92,12 M","- R$ 6,26 M","- R$ 37,38 M",220
9,31/03/2022,"- R$ 55,93 M","- R$ 48,06 M","- R$ 48,45 M","- R$ 152,44 M",220
10,31/12/2021,"R$ 4,46 M","- R$ 123,89 M","- R$ 145,52 M","- R$ 264,96 M",220
11,30/09/2021,"R$ 134,68 M","- R$ 58,76 M","- R$ 119,25 M","- R$ 43,33 M",220
12,30/06/2021,"R$ 169,72 M","- R$ 58,71 M","- R$ 126,55 M","- R$ 15,54 M",220
13,31/03/2021,"R$ 36,26 M","- R$ 46,92 M","R$ 33,68 M","R$ 23,02 M",220
14,31/12/2020,"R$ 129,88 M","- R$ 47,15 M","- R$ 281,29 M","- R$ 198,57 M",220
15,30/09/2020,"R$ 107,33 M","- R$ 49,84 M","R$ 91,21 M","R$ 148,70 M",220
16,30/06/2020,"R$ 18,44 M","- R$ 47,11 M","R$ 126,76 M","R$ 98,10 M",220
17,31/03/2020,"R$ 104,79 M","- R$ 55,39 M","- R$ 54,40 M","- R$ 5,00 M",220
18,31/12/2019,"R$ 215,29 M","- R$ 59,96 M","R$ 173,43 M","R$ 328,76 M",220
19,30/09/2019,"R$ 174,38 M","- R$ 42,60 M","- R$ 243,24 M","- R$ 111,46 M",220
20,30/06/2019,"R$ 156,02 M","- R$ 51,13 M","- R$ 132,06 M","- R$ 27,17 M",220
21,31/03/2019,"R$ 6,95 M","- R$ 52,37 M","- R$ 80,53 M","- R$ 125,96 M",220
