,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 1,21 B","R$ 600,15 M","- R$ 323,35 M","- R$ 179,20 M","- R$ 144,15 M","- R$ 558,72 M","- R$ 8,15",220
1,31/03/2024,"R$ 1,41 B","R$ 702,05 M","- R$ 287,56 M","- R$ 189,01 M","- R$ 98,55 M","- R$ 520,10 M","- R$ 7,59",220
2,31/12/2023,"R$ 1,65 B","R$ 809,46 M","- R$ 288,76 M","- R$ 206,92 M","- R$ 81,84 M","- R$ 520,75 M","- R$ 7,59",220
3,30/09/2023,"R$ 2,24 B","R$ 764,49 M","- R$ 398,51 M","- R$ 226,05 M","- R$ 172,46 M","- R$ 700,56 M","- R$ 2,04",220
4,30/06/2023,"R$ 2,54 B","R$ 920,94 M","- R$ 312,02 M","- R$ 243,37 M","- R$ 68,65 M","- R$ 606,22 M","- R$ 1,77",220
5,31/03/2023,"R$ 2,73 B","R$ 1,03 B","- R$ 274,67 M","- R$ 260,48 M","- R$ 14,19 M","- R$ 577,63 M","- R$ 1,68",220
6,31/12/2022,"R$ 2,75 B","R$ 1,06 B","- R$ 241,47 M","- R$ 267,73 M","R$ 26,25 M","- R$ 519,38 M","- R$ 1,51",220
7,30/09/2022,"R$ 2,79 B","R$ 1,21 B","- R$ 30,08 M","- R$ 270,56 M","R$ 240,48 M","- R$ 205,65 M","- R$ 0,60",220
8,30/06/2022,"R$ 2,82 B","R$ 1,25 B","R$ 16,76 M","- R$ 275,85 M","R$ 292,62 M","- R$ 63,81 M","- R$ 0,19",220
9,31/03/2022,"R$ 2,70 B","R$ 1,19 B","- R$ 22,82 M","- R$ 275,38 M","R$ 252,56 M","- R$ 95,53 M","- R$ 0,28",220
10,31/12/2021,"R$ 2,53 B","R$ 1,18 B","R$ 4,80 M","- R$ 276,20 M","R$ 281,01 M","- R$ 71,75 M","- R$ 0,27",220
11,30/09/2021,"R$ 2,43 B","R$ 1,10 B","- R$ 15,20 M","- R$ 285,15 M","R$ 269,95 M","R$ 334,79 M","R$ 1,28",220
12,30/06/2021,"R$ 2,31 B","R$ 976,08 M","- R$ 123,64 M","- R$ 286,35 M","R$ 162,71 M","R$ 165,93 M","R$ 0,63",220
13,31/03/2021,"R$ 1,98 B","R$ 780,27 M","- R$ 240,25 M","- R$ 290,41 M","R$ 50,16 M","R$ 0,00","R$ 0,00",220
14,31/12/2020,"R$ 2,14 B","R$ 798,21 M","- R$ 292,82 M","- R$ 298,40 M","R$ 5,58 M","R$ 0,00","R$ 0,00",220
15,30/09/2020,"R$ 2,27 B","R$ 901,98 M","- R$ 242,05 M","- R$ 301,30 M","R$ 59,25 M","- R$ 370,52 M","- R$ 1,42",220
16,30/06/2020,"R$ 2,43 B","R$ 1,03 B","- R$ 169,09 M","- R$ 312,27 M","R$ 143,18 M","- R$ 322,03 M","- R$ 1,23",220
