,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 417,33 M","- R$ 1,22 B","R$ 3,45 B","R$ 1,95 B"
1,31/03/2024,"R$ 815,52 M","- R$ 825,42 M","R$ 1,57 B","R$ 1,42 B"
2,31/12/2023,"R$ 1,82 B","- R$ 871,99 M","- R$ 626,46 M","R$ 154,89 M"
3,30/09/2023,"R$ 2,66 B","- R$ 717,42 M","- R$ 1,49 B","R$ 373,97 M"
4,30/06/2023,"R$ 2,44 B","- R$ 745,91 M","- R$ 1,77 B","- R$ 140,95 M"
5,31/03/2023,"R$ 2,06 B","- R$ 770,56 M","- R$ 1,12 B","R$ 151,22 M"
6,31/12/2022,"R$ 2,17 B","- R$ 787,51 M","- R$ 1,67 B","- R$ 317,22 M"
7,30/09/2022,"R$ 1,69 B","- R$ 975,65 M","- R$ 1,60 B","- R$ 894,19 M"
8,30/06/2022,"R$ 1,60 B","- R$ 1,10 B","- R$ 867,62 M","- R$ 366,20 M"
9,31/03/2022,"R$ 1,12 B","- R$ 353,26 M","- R$ 969,51 M","- R$ 269,48 M"
10,31/12/2021,"R$ 705,56 M","- R$ 179,62 M","- R$ 672,02 M","- R$ 176,57 M"
11,30/09/2021,"R$ 455,55 M","R$ 262,57 M","- R$ 147,45 M","R$ 544,60 M"
12,30/06/2021,"- R$ 207,53 M","R$ 1,91 B","- R$ 1,33 B","R$ 344,38 M"
13,31/03/2021,"- R$ 332,03 M","R$ 1,40 B","- R$ 1,34 B","- R$ 254,31 M"
14,31/12/2020,"R$ 753,94 M","R$ 31,77 M","- R$ 1,94 B","- R$ 982,60 M"
15,30/09/2020,"R$ 1,22 B","- R$ 26,96 M","- R$ 2,09 B","- R$ 760,71 M"
16,30/06/2020,"R$ 2,46 B","- R$ 1,62 B","- R$ 1,61 B","- R$ 580,59 M"
17,31/03/2020,"R$ 3,15 B","- R$ 2,40 B","- R$ 2,17 B","- R$ 1,22 B"
18,31/12/2019,"R$ 2,46 B","- R$ 754,61 M","- R$ 892,17 M","R$ 819,24 M"
19,30/09/2019,"R$ 2,92 B","- R$ 1,64 B","- R$ 820,71 M","R$ 569,03 M"
20,30/06/2019,"R$ 2,10 B","- R$ 1,23 B","- R$ 538,58 M","R$ 381,16 M"
21,31/03/2019,"R$ 2,44 B","- R$ 807,03 M","- R$ 313,72 M","R$ 1,35 B"
22,31/12/2018,"R$ 2,08 B","- R$ 1,59 B","- R$ 753,19 M","- R$ 200,68 M"
