,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 21,79 B","- R$ 23,22 B","- R$ 7,25",2.863.682.500,338.594.335,338.594.335,3.202.276.835,0,2.109,2.109,2.109,2.863.682.500,338.592.226,3.202.274.726
1,31/03/2024,"R$ 19,33 B","- R$ 19,35 B","- R$ 6,04",2.863.682.500,338.594.335,338.594.335,3.202.276.835,0,42.349,42.349,42.349,2.863.682.500,338.551.986,3.202.234.486
2,31/12/2023,"R$ 16,73 B","- R$ 23,17 B","- R$ 7,24",2.863.682.500,336.919.404,336.919.404,3.200.601.904,0,50.112,50.112,50.112,2.863.682.500,336.869.292,3.200.551.792
3,30/09/2023,"R$ 17,19 B","- R$ 22,03 B","- R$ 6,88",2.863.682.500,336.919.404,336.919.404,3.200.601.904,0,514.150,514.150,514.150,2.863.682.500,336.405.254,3.200.087.754
4,30/06/2023,"R$ 16,45 B","- R$ 20,42 B","- R$ 6,38",2.863.682.500,336.833.577,336.833.577,3.200.516.077,0,557.194,557.194,557.194,2.863.682.500,336.276.383,3.199.958.883
5,31/03/2023,"R$ 16,99 B","- R$ 21,04 B","- R$ 6,57",2.863.682.500,336.833.577,336.833.577,3.200.516.077,0,1.015.633,1.015.633,1.015.633,2.863.682.500,335.817.944,3.199.500.444
6,31/12/2022,"R$ 16,97 B","- R$ 21,36 B","- R$ 6,67",2.863.682.710,336.833.571,336.833.571,3.200.516.281,0,1.140.940,1.140.940,1.140.940,2.863.682.710,335.692.631,3.199.375.341
7,30/09/2022,"R$ 16,50 B","- R$ 21,72 B","- R$ 6,79",2.863.682.710,336.833.571,336.833.571,3.200.516.281,0,1.140.970,1.140.970,1.140.970,2.863.682.710,335.692.601,3.199.375.311
8,30/06/2022,"R$ 16,48 B","- R$ 20,17 B","- R$ 6,30",2.863.682.710,336.668.005,336.668.005,3.200.350.715,0,1.158.656,1.158.656,1.158.656,2.863.682.710,335.509.349,3.199.192.059
9,31/03/2022,"R$ 15,52 B","- R$ 18,13 B","- R$ 5,70",2.863.682.710,314.396.886,314.396.886,3.178.079.596,0,1.188.970,1.188.970,1.188.970,2.863.682.710,313.207.916,3.176.890.626
