,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 3,94 B","R$ 1,06 B","- R$ 11,33 M","- R$ 30,67 M","R$ 19,34 M","- R$ 3,91 B","- R$ 1,22"
1,31/03/2024,"R$ 4,71 B","R$ 1,62 B","R$ 808,68 M","- R$ 428,36 M","R$ 1,24 B","R$ 3,79 B","R$ 1,18"
2,31/12/2023,"R$ 5,04 B","R$ 1,70 B","R$ 1,18 B","- R$ 435,45 M","R$ 1,62 B","- R$ 1,10 B","- R$ 0,34"
3,30/09/2023,"R$ 4,67 B","R$ 1,55 B","R$ 825,06 M","- R$ 782,86 M","R$ 1,61 B","- R$ 1,30 B","- R$ 0,41"
4,30/06/2023,"R$ 4,15 B","R$ 1,14 B","R$ 537,20 M","- R$ 52,20 M","R$ 589,40 M","R$ 556,29 M","R$ 0,17"
5,31/03/2023,"R$ 4,92 B","R$ 1,41 B","R$ 796,50 M","- R$ 396,75 M","R$ 1,19 B","R$ 619,53 M","R$ 0,19"
6,31/12/2022,"R$ 4,73 B","R$ 1,26 B","R$ 631,16 M","- R$ 461,82 M","R$ 1,09 B","R$ 230,91 M","R$ 0,07"
7,30/09/2022,"R$ 4,01 B","R$ 760,73 M","R$ 40,73 M","- R$ 730,92 M","R$ 771,65 M","- R$ 1,55 B","- R$ 0,48"
8,30/06/2022,"R$ 3,24 B","R$ 523,90 M","- R$ 191,91 M","- R$ 129,84 M","- R$ 62,07 M","- R$ 2,85 B","- R$ 0,89"
9,31/03/2022,"R$ 3,22 B","R$ 606,95 M","R$ 77,14 M","- R$ 397,55 M","R$ 474,69 M","R$ 2,61 B","R$ 0,82"
10,31/12/2021,"R$ 2,92 B","- R$ 950,97 M","- R$ 1,75 B","- R$ 382,16 M","- R$ 1,37 B","- R$ 2,81 B","- R$ 0,88"
11,30/09/2021,"R$ 1,92 B","R$ 73,85 M","- R$ 752,45 M","- R$ 319,02 M","- R$ 433,44 M","- R$ 2,53 B","- R$ 0,80"
12,30/06/2021,"R$ 1,03 B","- R$ 215,57 M","- R$ 810,25 M","- R$ 298,34 M","- R$ 511,91 M","R$ 642,91 M","R$ 0,20"
13,31/03/2021,"R$ 1,57 B","- R$ 67,62 M","- R$ 522,50 M","- R$ 336,30 M","- R$ 186,21 M","- R$ 2,53 B","- R$ 0,81"
14,31/12/2020,"R$ 1,89 B","R$ 278,90 M","- R$ 319,22 M","- R$ 400,76 M","R$ 81,54 M","R$ 16,82 M","R$ 0,01"
15,30/09/2020,"R$ 974,92 M","R$ 15,95 M","- R$ 760,45 M","- R$ 451,21 M","- R$ 309,24 M","- R$ 1,72 B","- R$ 0,55"
16,30/06/2020,"R$ 357,85 M","- R$ 144,16 M","- R$ 897,60 M","- R$ 490,55 M","- R$ 407,06 M","- R$ 2,00 B","- R$ 0,64"
17,31/03/2020,"R$ 3,15 B","R$ 567,82 M","R$ 1,03 B","- R$ 528,04 M","R$ 1,55 B","- R$ 2,29 B","- R$ 0,73"
18,31/12/2019,"R$ 3,80 B","R$ 1,31 B","R$ 694,68 M","- R$ 458,54 M","R$ 1,15 B","R$ 351,71 M","R$ 0,11"
19,30/09/2019,"R$ 3,71 B","R$ 1,16 B","R$ 612,97 M","- R$ 448,64 M","R$ 1,06 B","- R$ 242,05 M","- R$ 0,08"
20,30/06/2019,"R$ 3,14 B","R$ 677,89 M","R$ 318,88 M","- R$ 415,23 M","R$ 734,10 M","- R$ 194,62 M","- R$ 0,06"
21,31/03/2019,"R$ 3,21 B","R$ 908,67 M","R$ 506,21 M","- R$ 405,58 M","R$ 911,79 M","- R$ 32,31 M","- R$ 0,01"
22,31/12/2018,"R$ 3,20 B","R$ 491,01 M","R$ 672,36 M","- R$ 178,67 M","R$ 851,03 M","R$ 502,36 M","R$ 0,16"
23,30/09/2018,"R$ 2,89 B","R$ 555,19 M","R$ 180,50 M","- R$ 174,20 M","R$ 354,70 M","- R$ 409,24 M","- R$ 0,13"
24,30/06/2018,"R$ 2,35 B","R$ 387,07 M","R$ 42,81 M","- R$ 165,08 M","R$ 207,89 M","- R$ 1,33 B","- R$ 0,42"
25,31/03/2018,"R$ 2,96 B","R$ 842,78 M","R$ 504,29 M","- R$ 150,57 M","R$ 654,86 M","R$ 147,47 M","R$ 0,05"
26,31/12/2017,"R$ 2,98 B","R$ 903,70 M","R$ 388,01 M","- R$ 143,57 M","R$ 531,58 M","R$ 5,74 M","R$ 0,00"
27,30/09/2017,"R$ 2,72 B","R$ 889,56 M","R$ 323,15 M","- R$ 136,31 M","R$ 459,46 M","R$ 327,62 M","R$ 0,06"
28,30/06/2017,"R$ 2,23 B","R$ 421,39 M","R$ 25,40 M","- R$ 118,96 M","R$ 144,36 M","- R$ 474,55 M","- R$ 0,09"
29,31/03/2017,"R$ 2,65 B","R$ 680,00 M","R$ 253,20 M","- R$ 106,61 M","R$ 359,80 M","R$ 160,38 M","R$ 0,03"
30,31/12/2016,"R$ 2,66 B","R$ 846,00 M","R$ 198,21 M","- R$ 121,91 M","R$ 320,12 M","- R$ 104,78 M","- R$ 0,02"
31,30/09/2016,"R$ 2,40 B","R$ 597,89 M","R$ 232,57 M","- R$ 100,76 M","R$ 333,09 M","- R$ 885,00 mil","- R$ 0,00"
32,30/06/2016,"R$ 2,09 B","R$ 251,00 M","- R$ 171,00 M","- R$ 110,00 M","- R$ 61,00 M","R$ 253,00 M","R$ 0,05"
33,31/03/2016,"R$ 2,71 B","R$ 614,00 M","R$ 437,00 M","- R$ 115,00 M","R$ 552,00 M","R$ 703,00 M","R$ 0,13"
34,31/12/2015,"R$ 2,65 B","R$ 366,88 M","- R$ 95,34 M","- R$ 117,05 M","R$ 21,70 M","- R$ 1,18 B","- R$ 0,23"
35,30/09/2015,"R$ 2,49 B","R$ 470,64 M","R$ 8,86 M","- R$ 104,74 M","R$ 113,61 M","- R$ 2,18 B","- R$ 0,42"
36,30/06/2015,"R$ 2,13 B","R$ 137,64 M","- R$ 251,14 M","- R$ 97,48 M","- R$ 153,66 M","- R$ 395,91 M","- R$ 0,08"
37,31/03/2015,"R$ 2,51 B","R$ 542,48 M","R$ 153,84 M","- R$ 100,43 M","R$ 254,27 M","- R$ 704,56 M","- R$ 0,14"
38,31/12/2014,"R$ 2,73 B","R$ 570,07 M","R$ 170,69 M","- R$ 94,53 M","R$ 265,21 M","- R$ 668,42 M","- R$ 0,13"
39,30/09/2014,"R$ 2,46 B","R$ 491,98 M","R$ 151,96 M","- R$ 109,62 M","R$ 261,58 M","- R$ 272,38 M","- R$ 0,96"
40,30/06/2014,"R$ 2,38 B","R$ 411,78 M","R$ 37,85 M","- R$ 124,31 M","R$ 162,16 M","- R$ 174,18 M","- R$ 0,62"
41,31/03/2014,"R$ 2,49 B","R$ 445,19 M","R$ 144,45 M","- R$ 135,25 M","R$ 279,70 M","- R$ 131,20 M","- R$ 0,47"
42,31/12/2013,"R$ 2,73 B","R$ 624,97 M","R$ 162,86 M","- R$ 180,50 M","R$ 343,36 M","- R$ 91,26 M","- R$ 0,33"
