,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 25/09/2024,"0,18","-0,07","12,88","-2,29","0,08","R$ 84,20 M","0,00%"
1,30/06/2024,"178,20","-65,48","12.824,47","-2.279,40","76,26","R$ 85,46 B","0,00%"
2,31/03/2024,"229,10","-94,41","15.774,60","-4.385,34","96,68","R$ 120,86 B","0,00%"
3,31/12/2023,"0,26","-0,11","19,07","-4,90","0,11","R$ 140,74 M","0,00%"
4,30/09/2023,"-0,36","-0,08","14,93","-4,60","0,11","R$ 181,11 M","0,00%"
5,30/06/2023,"-0,31","-0,07","14,02","-2,15","0,10","R$ 143,64 M","0,00%"
6,31/03/2023,"-0,37","-0,09","15,75","2,05","0,11","R$ 176,82 M","0,00%"
7,31/12/2022,"-0,42","-0,10","15,02","2,40","0,12","R$ 186,27 M","0,00%"
8,30/09/2022,"0,18","-0,14","8,34","1,75","0,15","R$ 219,94 M","0,00%"
9,30/06/2022,"126,01","-105,39","5.929,95","1.214,46","106,98","R$ 147,89 B","0,00%"
10,31/03/2022,"0,13","-0,12","6,44","160,14","0,11","R$ 163,67 M","0,00%"
11,31/12/2021,"0,18","-0,18","9,36","2,12","0,15","R$ 225,25 M","0,00%"
12,30/09/2021,"-0,77","-0,11","32,65","259,85","0,18","R$ 266,23 M","0,00%"
13,30/06/2021,"-0,07","-0,01","2,91","-1,67","0,02","R$ 24,93 M","0,00%"
14,31/03/2021,"-0,07","-0,01","3,91","-2,79","0,02","R$ 31,45 M","0,00%"
15,31/12/2020,"-0,94","-0,18","59,66","-4,15","0,28","R$ 462,69 M","0,00%"
16,30/09/2020,"-0,18","-0,03","10,33","-30,71","0,05","R$ 76,27 M","0,00%"
17,30/06/2020,"-0,08","-0,02","6,82","-2,18","0,03","R$ 41,02 M","0,00%"
18,31/03/2020,"-0,08","-0,02","4,38","-2,06","0,03","R$ 41,09 M","0,00%"
19,31/12/2019,"-0,11","-0,02","3,75","-2,31","0,04","R$ 54,09 M","0,00%"
20,30/09/2019,"-0,16","-0,04","2,25","-1,12","0,04","R$ 58,47 M","0,00%"
21,30/06/2019,"-0,20","-0,04","1,34","-6,91","0,05","R$ 69,69 M","0,00%"
22,31/03/2019,"-0,22","-0,04","1,29","-2,18","0,04","R$ 60,93 M","0,00%"
23,31/12/2018,"-0,21","-0,04","1,39","-31,03","0,05","R$ 64,31 M","0,00%"
24,30/09/2018,"-0,13","-0,03","0,82","-2,50","0,02","R$ 36,42 M","0,00%"
25,30/06/2018,"-0,18","-0,04","2,42","-3,63","0,03","R$ 49,88 M","0,00%"
26,31/03/2018,"-0,14","-0,04","1,65","5,16","0,03","R$ 48,49 M","0,00%"
27,31/12/2017,"-0,09","-0,02","0,73","-2,22","0,02","R$ 30,36 M","0,00%"
28,30/09/2017,"-0,74","-0,36","12,16","-1,68","0,21","R$ 445,20 M","0,00%"
29,30/06/2017,"-0,50","-0,30","8,00","-1,33","0,16","R$ 297,08 M","0,00%"
30,31/03/2017,"-0,43","-0,26","4,00","-1,15","0,14","R$ 275,16 M","0,00%"
31,31/12/2016,"-0,68","-0,45","6,27","-1,83","0,22","R$ 424,47 M","0,00%"
32,30/09/2016,"-0,84","-0,76","1,86","1,92","0,20","R$ 494,00 M","0,00%"
