,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
33,30/06/2016,"-1,34","-0,98","1,42","1,69","0,20","R$ 494,00 M","0,00%"
34,31/03/2016,"-2,14","-1,10","1,16","2,25","0,20","R$ 494,00 M","0,00%"
35,31/12/2015,"-2,19","-1,30","1,01","2,20","0,20","R$ 494,00 M","0,00%"
36,30/09/2015,"-1,42","-0,22","0,76","5,75","0,12","R$ 332,19 M","0,00%"
37,30/06/2015,"-0,63","-0,30","0,92","805,73","0,12","R$ 332,19 M","0,00%"
38,31/03/2015,"-0,43","-0,28","0,65","2,27","0,12","R$ 332,19 M","0,00%"
39,31/12/2014,"-0,41","-0,29","0,51","3,26","0,12","R$ 332,19 M","0,00%"
40,30/09/2014,"-0,86","-0,60","0,43","1,17","0,11","R$ 332,19 M","0,00%"
41,30/06/2014,"-0,16","-0,53","0,05","0,15","0,01","R$ 46,86 M","0,00%"
42,31/03/2014,"-0,25","1,12","0,06","0,22","0,02","R$ 56,37 M","0,00%"
43,31/12/2013,"-0,37","0,68","0,07","0,23","0,02","R$ 71,65 M","0,00%"
44,30/09/2013,"-0,71","0,26","0,06","0,48","0,03","R$ 109,71 M","0,00%"
45,30/06/2013,"-1,10","0,28","0,06","0,57","0,03","R$ 129,35 M","0,00%"
46,31/03/2013,"-1,41","0,28","0,07","0,67","0,04","R$ 143,65 M","0,00%"
47,31/12/2012,"-1,93","0,27","0,08","0,63","0,03","R$ 145,83 M","0,00%"
48,30/09/2012,"-21,01","0,33","0,11","0,42","0,04","R$ 183,72 M","0,00%"
49,30/06/2012,"-16,44","0,42","0,15","0,49","0,06","R$ 245,71 M","0,00%"
50,31/03/2012,"-14,08","0,33","0,12","1,24","0,05","R$ 210,18 M","0,00%"
51,31/12/2011,"-35,91","0,34","0,14","1,23","0,06","R$ 226,38 M","5,05%"
52,30/09/2011,"14,42","0,49","0,18","2,15","0,07","R$ 285,43 M","3,91%"
53,30/06/2011,"10,71","0,58","0,23","156,09","0,10","R$ 367,74 M","3,18%"
54,31/03/2011,"9,05","0,68","0,28","-404,79","0,11","R$ 407,83 M","2,68%"
55,31/12/2010,"11,56","0,75","0,36","10,74","0,15","R$ 515,66 M","0,00%"
56,30/09/2010,"13,06","0,63","0,28","-1,36","0,11","R$ 380,33 M","0,00%"
57,30/06/2010,"5,58","0,77","0,27","-2,07","0,11","R$ 350,72 M","0,00%"
58,31/03/2010,"6,66","0,81","0,29","-8,77","0,12","R$ 352,39 M","0,00%"
59,31/12/2009,"8,95","1,41","0,39","-6,61","0,17","R$ 456,63 M","0,00%"
60,30/09/2009,"0,56","0,19","0,04","-0,31","0,02","R$ 42,26 M","0,00%"
61,30/06/2009,"1,49","1,02","0,17","-1,08","0,08","R$ 191,03 M","0,00%"
62,31/03/2009,"1,07","0,61","0,11","-0,81","0,05","R$ 111,62 M","0,00%"
63,31/12/2008,"1,27","0,54","0,10","-0,88","0,04","R$ 102,68 M","0,00%"
64,30/09/2008,"1,51","0,44","0,10",NA,"0,04","R$ 107,98 M","0,00%"
65,30/06/2008,"-8,40","3,00","0,36",NA,"0,14","R$ 357,01 M","0,00%"
66,31/03/2008,"14,49","2,18","0,32",NA,"0,12","R$ 282,63 M","0,00%"
67,31/12/2007,"14,88","1,83","0,34",NA,"0,13","R$ 253,09 M","0,00%"
68,30/09/2007,"6,59","1,84","0,33",NA,"0,12","R$ 239,25 M","0,00%"
69,30/06/2007,"8,52","1,16","0,24",NA,"0,08","R$ 202,71 M","0,00%"
70,31/03/2007,"-9,30","1,38","0,22",NA,"0,07","R$ 156,58 M","0,00%"
71,31/12/2006,"8,48","0,63","0,13",NA,"0,04","R$ 113,36 M","0,00%"
72,30/09/2006,"18,32","0,66","0,10",NA,"0,03","R$ 101,96 M","0,00%"
73,30/06/2006,"2,62","0,53","0,09",NA,"0,03","R$ 94,36 M","0,00%"
74,31/03/2006,"3,28","0,66","0,12",NA,"0,04","R$ 99,81 M","0,00%"
75,31/12/2005,"-9,72","0,43","0,08",NA,"0,03","R$ 82,22 M","0,00%"
76,30/09/2005,"-0,58","0,45","0,07",NA,"0,02","R$ 76,18 M","0,00%"
77,30/06/2005,"-0,93","0,68","0,11",NA,"0,03","R$ 495,51 B","0,00%"
78,31/03/2005,"-1,31","1,71","0,12",NA,"0,04","R$ 495,51 B","0,00%"
79,31/12/2004,"2,16","1,28","0,17",NA,"0,05","R$ 495,52 B","0,00%"
80,30/09/2004,"1,16","0,59","0,14",NA,"0,04","R$ 495,50 B","0,00%"
81,30/06/2004,"0,98","0,34","0,09",NA,"0,02","R$ 495,49 B","0,00%"
82,31/03/2004,"1,72","0,48","0,07",NA,"0,02","R$ 495,49 B","0,00%"
83,31/12/2003,"-0,32","-0,71","0,06",NA,"0,02","R$ 495,48 B","0,00%"
84,30/09/2003,"-0,27","-1,84","0,05",NA,"0,02","R$ 495,48 B","0,00%"
85,30/06/2003,"-0,17","9,96","0,05",NA,"0,02","R$ 495,48 B","0,00%"
86,31/03/2003,"-0,08","3,26","0,03",NA,"0,01","R$ 495,48 B","0,00%"
87,31/12/2002,"-0,13","0,57","0,04",NA,"0,02","R$ 495,48 B","0,00%"
88,30/09/2002,"-0,11","0,33","0,04",NA,"0,02","R$ 495,48 B","0,00%"
89,30/06/2002,"-0,19","0,22","0,05",NA,"0,03","R$ 495,49 B","0,00%"
90,31/03/2002,"-0,23","0,14","0,04",NA,"0,02","R$ 495,49 B","0,00%"
91,31/12/2001,"-0,37","0,17","0,06",NA,"0,03","R$ 495,49 B","0,00%"
92,30/09/2001,"-0,59","0,29","0,14",NA,"0,06","R$ 495,53 B","0,00%"
93,31/03/2001,"-0,50","0,31","0,19",NA,"0,07","R$ 495,53 B","0,00%"
94,31/12/2000,"-0,51","0,31","0,22",NA,"0,07","R$ 495,54 B","0,00%"
95,30/09/2000,"-0,51","0,31","0,31",NA,"0,09","R$ 495,56 B","0,00%"
96,30/06/2000,"-0,81","0,49","0,43",NA,"0,14","R$ 495,61 B","0,00%"
97,31/03/2000,"-0,93","0,38","0,41",NA,"0,12","R$ 1,51 B","0,00%"
