,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 321,96 M","R$ 104,16 M","R$ 49,82 M","- R$ 11,29 M","R$ 61,11 M","R$ 8,50 M","R$ 0,06",168
1,31/03/2024,"R$ 295,95 M","R$ 92,29 M","R$ 56,96 M","- R$ 7,14 M","R$ 64,10 M","R$ 6,99 M","R$ 0,05",168
2,31/12/2023,"R$ 346,98 M","R$ 117,33 M","R$ 80,07 M","- R$ 6,74 M","R$ 86,81 M","R$ 28,67 M","R$ 0,21",168
3,30/09/2023,"R$ 324,62 M","R$ 94,10 M","R$ 59,48 M","- R$ 6,95 M","R$ 66,43 M","R$ 8,53 M","R$ 0,06",168
4,30/06/2023,"R$ 334,24 M","R$ 88,20 M","R$ 44,99 M","- R$ 7,48 M","R$ 52,47 M","R$ 7,07 M","R$ 0,05",168
5,31/03/2023,"R$ 270,25 M","R$ 79,06 M","R$ 42,87 M","- R$ 7,78 M","R$ 50,64 M","R$ 6,57 M","R$ 0,05",168
6,31/12/2022,"R$ 214,98 M","R$ 62,16 M","R$ 55,83 M","- R$ 7,17 M","R$ 63,00 M","R$ 18,32 M","R$ 0,14",168
7,30/09/2022,"R$ 266,84 M","R$ 72,81 M","R$ 37,18 M","- R$ 6,06 M","R$ 43,23 M","R$ 10,12 M","R$ 0,08",168
8,30/06/2022,"R$ 214,07 M","R$ 59,08 M","R$ 28,15 M","- R$ 5,58 M","R$ 33,73 M","R$ 11,77 M","R$ 0,09",168
9,31/03/2022,"R$ 210,55 M","R$ 58,88 M","R$ 26,12 M","- R$ 4,66 M","R$ 30,78 M","R$ 10,84 M","R$ 0,08",168
10,31/12/2021,"R$ 156,27 M","R$ 44,05 M","R$ 8,93 M","- R$ 6,28 M","R$ 15,20 M","R$ 21,13 M","R$ 0,16",168
11,30/09/2021,"R$ 283,51 M","R$ 79,63 M","R$ 53,31 M","- R$ 3,34 M","R$ 56,65 M","R$ 22,01 M","R$ 0,16",168
12,30/06/2021,"R$ 268,10 M","R$ 70,33 M","R$ 44,38 M","- R$ 5,40 M","R$ 49,78 M","R$ 30,50 M","R$ 0,23",168
13,31/03/2021,"R$ 240,13 M","R$ 56,83 M","R$ 44,10 M","- R$ 4,35 M","R$ 48,44 M","R$ 27,33 M","R$ 0,20",168
14,31/12/2020,"R$ 212,67 M","R$ 55,56 M","R$ 20,24 M","- R$ 3,91 M","R$ 24,15 M","R$ 26,20 M","R$ 0,20",168
15,30/09/2020,"R$ 322,13 M","R$ 60,67 M","R$ 29,48 M","- R$ 6,14 M","R$ 35,62 M","R$ 15,17 M","R$ 0,11",168
16,30/06/2020,"R$ 180,37 M","R$ 25,49 M","- R$ 11,61 M","- R$ 103,00 mil","- R$ 11,51 M","- R$ 20,30 M","- R$ 0,03",168
17,31/03/2020,"R$ 258,65 M","R$ 50,39 M","R$ 15,04 M","- R$ 3,10 M","R$ 18,14 M","R$ 5,45 M","R$ 0,01",168
18,31/12/2019,"R$ 449,89 M","R$ 29,19 M","- R$ 22,79 M","- R$ 152,00 mil","- R$ 22,64 M","- R$ 26,92 M","- R$ 0,04",168
19,30/09/2019,"R$ 272,82 M","R$ 44,64 M","R$ 15,09 M","- R$ 4,05 M","R$ 19,15 M","- R$ 21,00 M","- R$ 0,05",168
20,30/06/2019,"R$ 335,97 M","R$ 52,13 M","R$ 18,82 M","- R$ 1,70 M","R$ 20,51 M","- R$ 17,00 M","- R$ 0,04",168
21,31/03/2019,"R$ 232,22 M","R$ 25,40 M","R$ 1,90 M","- R$ 3,19 M","R$ 5,09 M","- R$ 39,28 M","- R$ 0,09",168
22,31/12/2018,"R$ 393,35 M","R$ 55,14 M","- R$ 13,23 M","R$ 1,48 M","- R$ 14,71 M","- R$ 45,56 M","- R$ 0,10",168
23,30/09/2018,"R$ 61,70 M","- R$ 69,43 M","- R$ 138,50 M","- R$ 1,69 M","- R$ 136,81 M","- R$ 129,26 M","- R$ 0,28",168
24,30/06/2018,"R$ 98,04 M","- R$ 44,01 M","- R$ 94,97 M","- R$ 1,68 M","- R$ 93,30 M","- R$ 98,26 M","- R$ 0,21",168
25,31/03/2018,"R$ 80,52 M","- R$ 12,89 M","- R$ 62,36 M","- R$ 1,73 M","- R$ 60,63 M","- R$ 67,85 M","- R$ 0,15",168
26,31/12/2017,"R$ 120,51 M","- R$ 3,36 M","- R$ 98,22 M","- R$ 1,35 M","- R$ 96,87 M","- R$ 106,32 M","- R$ 0,23",168
27,30/09/2017,"R$ 88,61 M","- R$ 10,97 M","- R$ 54,28 M","- R$ 1,04 M","- R$ 53,24 M","- R$ 74,73 M","- R$ 0,23",168
28,30/06/2017,"R$ 119,83 M","- R$ 13,30 M","- R$ 52,86 M","- R$ 1,21 M","- R$ 51,65 M","- R$ 79,36 M","- R$ 0,24",168
29,31/03/2017,"R$ 189,18 M","- R$ 2,97 M","- R$ 43,44 M","- R$ 1,16 M","- R$ 42,28 M","- R$ 48,72 M","- R$ 0,15",168
30,31/12/2016,"R$ 199,02 M","- R$ 25,77 M","- R$ 80,12 M","- R$ 2,34 M","- R$ 77,79 M","- R$ 83,01 M","- R$ 0,25",168
31,30/09/2016,"R$ 143,06 M","R$ 18,05 M","- R$ 20,12 M","R$ 198,00 mil","- R$ 20,31 M","- R$ 29,56 M","- R$ 0,11",168
32,30/06/2016,"R$ 269,15 M","R$ 60,14 M","R$ 23,52 M","- R$ 711,00 mil","R$ 24,23 M","R$ 4,61 M","R$ 0,02",168
33,31/03/2016,"R$ 290,73 M","R$ 44,16 M","R$ 10,86 M","- R$ 1,11 M","R$ 11,97 M","R$ 4,75 M","R$ 0,02",168
34,31/12/2015,"R$ 333,78 M","R$ 54,45 M","R$ 3,46 M","R$ 1,71 M","R$ 1,75 M","R$ 12,31 M","R$ 0,05",168
35,30/09/2015,"R$ 350,53 M","R$ 95,08 M","R$ 49,24 M","R$ 5,88 M","R$ 43,36 M","R$ 21,01 M","R$ 0,08",168
36,30/06/2015,"R$ 300,66 M","R$ 64,39 M","R$ 18,00 M","- R$ 6,13 M","R$ 24,13 M","R$ 5,18 M","R$ 0,02",168
37,31/03/2015,"R$ 322,43 M","R$ 85,92 M","R$ 40,00 M","- R$ 6,55 M","R$ 46,56 M","R$ 30,37 M","R$ 0,12",168
38,31/12/2014,"R$ 527,13 M","R$ 124,36 M","R$ 86,29 M","- R$ 8,13 M","R$ 94,43 M","R$ 57,15 M","R$ 0,22",168
39,30/09/2014,"R$ 473,00 M","R$ 139,65 M","R$ 90,09 M","- R$ 7,26 M","R$ 97,35 M","R$ 52,18 M","R$ 0,20",168
40,30/06/2014,"R$ 417,35 M","R$ 124,15 M","R$ 67,79 M","- R$ 5,09 M","R$ 72,88 M","R$ 49,75 M","R$ 0,19",168
41,31/03/2014,"R$ 428,25 M","R$ 125,31 M","R$ 68,06 M","- R$ 5,64 M","R$ 73,70 M","R$ 51,68 M","R$ 0,20",168
42,31/12/2013,"R$ 636,26 M","R$ 193,60 M","R$ 127,88 M","- R$ 6,14 M","R$ 134,02 M","R$ 92,34 M","R$ 0,36",168
43,30/09/2013,"R$ 475,74 M","R$ 165,21 M","R$ 120,59 M","- R$ 4,21 M","R$ 124,80 M","R$ 76,44 M","R$ 0,30",168
44,30/06/2013,"R$ 454,40 M","R$ 164,83 M","R$ 120,41 M","- R$ 3,78 M","R$ 124,19 M","R$ 83,12 M","R$ 0,32",168
45,31/03/2013,"R$ 378,41 M","R$ 125,54 M","R$ 87,16 M","- R$ 3,43 M","R$ 90,59 M","R$ 52,22 M","R$ 0,26",168
46,31/12/2012,"R$ 366,62 M","R$ 116,55 M","R$ 81,92 M","- R$ 2,81 M","R$ 84,73 M","R$ 67,94 M","R$ 0,35",168
47,30/09/2012,"R$ 391,70 M","R$ 136,17 M","R$ 95,75 M","- R$ 3,80 M","R$ 99,55 M","R$ 81,63 M","R$ 0,42",168
48,30/06/2012,"R$ 363,25 M","R$ 114,69 M","R$ 78,94 M","- R$ 3,27 M","R$ 82,21 M","R$ 70,68 M","R$ 0,36",168
49,31/03/2012,"R$ 310,74 M","R$ 103,61 M","R$ 61,23 M","- R$ 3,77 M","R$ 65,00 M","R$ 51,86 M","R$ 0,80",168
