,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 1,67 B","- R$ 1,23 B","- R$ 419,43 M","R$ 24,35 M"
1,31/03/2024,"R$ 2,03 B","- R$ 1,27 B","- R$ 725,04 M","R$ 41,33 M"
2,31/12/2023,"R$ 1,79 B","- R$ 1,31 B","- R$ 499,42 M","- R$ 21,22 M"
3,30/09/2023,"R$ 2,03 B","- R$ 1,32 B","- R$ 490,99 M","R$ 222,41 M"
4,30/06/2023,"R$ 2,19 B","- R$ 1,33 B","- R$ 1,33 B","- R$ 473,50 M"
5,31/03/2023,"R$ 2,25 B","- R$ 1,28 B","- R$ 1,07 B","- R$ 94,89 M"
6,31/12/2022,"R$ 1,68 B","- R$ 1,23 B","- R$ 375,25 M","R$ 77,42 M"
7,30/09/2022,"R$ 1,58 B","- R$ 1,09 B","- R$ 368,93 M","R$ 124,01 M"
8,30/06/2022,"R$ 1,80 B","- R$ 963,83 M","- R$ 282,32 M","R$ 552,12 M"
9,31/03/2022,"R$ 1,23 B","- R$ 930,52 M","- R$ 563,11 M","- R$ 268,28 M"
10,31/12/2021,"R$ 1,55 B","- R$ 885,95 M","- R$ 1,19 B","- R$ 524,24 M"
11,30/09/2021,"R$ 1,55 B","- R$ 811,24 M","- R$ 1,09 B","- R$ 353,05 M"
12,30/06/2021,"R$ 1,74 B","- R$ 761,81 M","- R$ 975,22 M","R$ 269,00 mil"
13,31/03/2021,"R$ 1,35 B","- R$ 640,43 M","- R$ 508,17 M","R$ 200,73 M"
14,31/12/2020,"R$ 1,48 B","- R$ 673,10 M","- R$ 223,01 M","R$ 581,13 M"
15,30/09/2020,"R$ 932,54 M","- R$ 281,79 M","- R$ 457,22 M","R$ 193,53 M"
16,30/06/2020,"R$ 311,08 M","R$ 42,99 M","- R$ 233,04 M","R$ 121,03 M"
17,31/03/2020,"R$ 968,90 M","- R$ 8,66 M","- R$ 670,13 M","R$ 290,11 M"
18,31/12/2019,"R$ 749,11 M","- R$ 2,74 M","- R$ 688,71 M","R$ 57,66 M"
19,30/09/2019,"R$ 804,63 M","- R$ 417,04 M","- R$ 254,46 M","R$ 133,13 M"
20,30/06/2019,"R$ 984,99 M","- R$ 749,11 M","- R$ 371,75 M","- R$ 135,87 M"
21,31/03/2019,"R$ 707,61 M","- R$ 753,15 M","R$ 186,46 M","R$ 140,92 M"
