,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 36,39 B","R$ 10,87 B","R$ 2,19 B","- R$ 1,74 B","R$ 3,93 B","R$ 1,04 B","R$ 0,60"
1,31/03/2024,"R$ 35,14 B","R$ 10,54 B","R$ 2,18 B","- R$ 1,70 B","R$ 3,88 B","R$ 1,05 B","R$ 0,61"
2,31/12/2023,"R$ 33,97 B","R$ 10,21 B","R$ 2,08 B","- R$ 1,66 B","R$ 3,74 B","R$ 1,05 B","R$ 0,61"
3,30/09/2023,"R$ 32,89 B","R$ 9,86 B","R$ 2,06 B","- R$ 1,63 B","R$ 3,70 B","R$ 1,08 B","R$ 0,63"
4,30/06/2023,"R$ 31,70 B","R$ 9,49 B","R$ 1,99 B","- R$ 1,57 B","R$ 3,56 B","R$ 1,03 B","R$ 0,60"
5,31/03/2023,"R$ 30,44 B","R$ 9,20 B","R$ 2,00 B","- R$ 1,52 B","R$ 3,51 B","R$ 1,05 B","R$ 0,63"
6,31/12/2022,"R$ 29,07 B","R$ 8,81 B","R$ 1,84 B","- R$ 1,47 B","R$ 3,31 B","R$ 996,11 M","R$ 0,60"
7,30/09/2022,"R$ 27,70 B","R$ 8,42 B","R$ 1,67 B","- R$ 1,43 B","R$ 3,11 B","R$ 881,24 M","R$ 0,53"
8,30/06/2022,"R$ 26,38 B","R$ 8,01 B","R$ 1,54 B","- R$ 1,39 B","R$ 2,93 B","R$ 820,36 M","R$ 0,50"
9,31/03/2022,"R$ 25,07 B","R$ 7,49 B","R$ 1,32 B","- R$ 1,34 B","R$ 2,67 B","R$ 718,28 M","R$ 0,43"
10,31/12/2021,"R$ 24,13 B","R$ 7,21 B","R$ 1,37 B","- R$ 1,29 B","R$ 2,66 B","R$ 751,93 M","R$ 0,46"
11,30/09/2021,"R$ 23,21 B","R$ 6,89 B","R$ 1,35 B","- R$ 1,25 B","R$ 2,60 B","R$ 743,31 M","R$ 0,45"
12,30/06/2021,"R$ 22,14 B","R$ 6,57 B","R$ 1,30 B","- R$ 1,21 B","R$ 2,51 B","R$ 743,50 M","R$ 0,45"
13,31/03/2021,"R$ 20,74 B","R$ 6,09 B","R$ 992,25 M","- R$ 1,17 B","R$ 2,16 B","R$ 535,42 M","R$ 0,32"
14,31/12/2020,"R$ 20,07 B","R$ 5,89 B","R$ 915,98 M","- R$ 1,15 B","R$ 2,06 B","R$ 484,44 M","R$ 0,29"
15,30/09/2020,"R$ 19,30 B","R$ 5,67 B","R$ 877,04 M","- R$ 1,05 B","R$ 1,93 B","R$ 408,68 M","R$ 0,25"
16,30/06/2020,"R$ 18,81 B","R$ 5,51 B","R$ 1,09 B","- R$ 1,05 B","R$ 2,14 B","R$ 713,29 M","R$ 2,16"
17,31/03/2020,"R$ 18,56 B","R$ 5,48 B","R$ 1,20 B","- R$ 1,04 B","R$ 2,24 B","R$ 807,06 M","R$ 2,44"
18,31/12/2019,"R$ 17,57 B","R$ 5,20 B","R$ 1,12 B","- R$ 1,01 B","R$ 2,13 B","R$ 772,24 M","R$ 2,34"
19,30/09/2019,"R$ 16,78 B","R$ 4,99 B","R$ 1,03 B","- R$ 915,53 M","R$ 1,95 B","R$ 803,37 M","R$ 2,43"
20,30/06/2019,"R$ 15,93 B","R$ 4,77 B","R$ 727,64 M","- R$ 737,52 M","R$ 1,47 B","R$ 471,98 M","R$ 1,43"
21,31/03/2019,"R$ 15,32 B","R$ 4,58 B","R$ 701,73 M","- R$ 572,08 M","R$ 1,27 B","R$ 470,00 M","R$ 1,42"
22,31/12/2018,"R$ 14,80 B","R$ 4,45 B","R$ 721,51 M","- R$ 414,13 M","R$ 1,14 B","R$ 502,45 M","R$ 1,52"
23,30/09/2018,"R$ 14,31 B","R$ 4,29 B","R$ 771,49 M","- R$ 393,95 M","R$ 1,17 B","R$ 519,13 M","R$ 1,57"
24,30/06/2018,"R$ 13,97 B","R$ 4,20 B","R$ 794,96 M","- R$ 375,19 M","R$ 1,17 B","R$ 527,24 M","R$ 1,60"
25,31/03/2018,"R$ 13,59 B","R$ 4,09 B","R$ 804,40 M","- R$ 356,43 M","R$ 1,16 B","R$ 528,26 M","R$ 1,60"
26,31/12/2017,"R$ 13,21 B","R$ 3,99 B","R$ 792,58 M","- R$ 337,91 M","R$ 1,13 B","R$ 511,16 M","R$ 1,55"
27,30/09/2017,"R$ 12,77 B","R$ 3,86 B","R$ 747,54 M","- R$ 320,19 M","R$ 1,07 B","R$ 463,96 M","R$ 1,40"
28,30/06/2017,"R$ 12,25 B","R$ 3,74 B","R$ 721,34 M","- R$ 303,93 M","R$ 1,03 B","R$ 443,74 M","R$ 1,34"
29,31/03/2017,"R$ 11,80 B","R$ 3,67 B","R$ 739,97 M","- R$ 289,03 M","R$ 1,03 B","R$ 461,54 M","R$ 1,40"
30,31/12/2016,"R$ 11,26 B","R$ 3,50 B","R$ 705,54 M","- R$ 274,43 M","R$ 979,97 M","R$ 447,69 M","R$ 1,36"
31,30/09/2016,"R$ 17,10 B","R$ 5,30 B","R$ 1,05 B","- R$ 427,74 M","R$ 1,48 B","R$ 701,33 M","R$ 2,12"
32,30/06/2016,"R$ 14,20 B","R$ 4,40 B","R$ 868,97 M","- R$ 357,24 M","R$ 1,23 B","R$ 585,49 M","R$ 1,77"
33,31/03/2016,"R$ 11,41 B","R$ 3,47 B","R$ 630,77 M","- R$ 290,63 M","R$ 921,40 M","R$ 430,21 M","R$ 1,30"
34,31/12/2015,"R$ 8,90 B","R$ 2,71 B","R$ 500,86 M","- R$ 227,70 M","R$ 728,56 M","R$ 340,21 M","R$ 1,03"
35,30/09/2015,"R$ 8,49 B","R$ 2,53 B","R$ 453,70 M","- R$ 218,42 M","R$ 672,12 M","R$ 325,01 M","R$ 0,98"
36,30/06/2015,"R$ 8,11 B","R$ 2,40 B","R$ 426,38 M","- R$ 209,02 M","R$ 635,39 M","R$ 308,69 M","R$ 0,93"
37,31/03/2015,"R$ 7,71 B","R$ 2,23 B","R$ 358,90 M","- R$ 197,43 M","R$ 556,33 M","R$ 262,58 M","R$ 0,79"
38,31/12/2014,"R$ 7,39 B","R$ 2,11 B","R$ 309,13 M","- R$ 187,57 M","R$ 496,69 M","R$ 221,39 M","R$ 0,67"
39,30/09/2014,"R$ 7,05 B","R$ 2,00 B","R$ 256,67 M","- R$ 178,41 M","R$ 435,08 M","R$ 187,05 M","R$ 0,57"
40,30/06/2014,"R$ 6,76 B","R$ 1,90 B","R$ 197,18 M","- R$ 171,33 M","R$ 368,51 M","R$ 137,69 M","R$ 0,42"
