,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 20,71 B","R$ 6,18 B","R$ 3,60",1.718.007.200,0,0,1.718.007.200,2.880.891,0,0,2.880.891,1.715.126.309,0,1.715.126.309
1,31/03/2024,"R$ 20,65 B","R$ 6,07 B","R$ 3,53",1.718.007.200,0,0,1.718.007.200,2.883.339,0,0,2.883.339,1.715.123.861,0,1.715.123.861
2,31/12/2023,"R$ 20,09 B","R$ 5,96 B","R$ 3,47",1.718.007.200,0,0,1.718.007.200,3.624.842,0,0,3.624.842,1.714.382.358,0,1.714.382.358
3,30/09/2023,"R$ 19,39 B","R$ 5,72 B","R$ 3,33",1.718.007.200,0,0,1.718.007.200,3.624.842,0,0,3.624.842,1.714.382.358,0,1.714.382.358
4,30/06/2023,"R$ 17,75 B","R$ 5,53 B","R$ 3,22",1.718.007.200,0,0,1.718.007.200,3.624.842,0,0,3.624.842,1.714.382.358,0,1.714.382.358
5,31/03/2023,"R$ 18,25 B","R$ 5,46 B","R$ 3,30",1.651.930.000,0,0,1.651.930.000,3.485.425,0,0,3.485.425,1.648.444.575,0,1.648.444.575
6,31/12/2022,"R$ 17,19 B","R$ 5,34 B","R$ 3,23",1.651.930.000,0,0,1.651.930.000,4.179.812,0,0,4.179.812,1.647.750.188,0,1.647.750.188
7,30/09/2022,"R$ 16,52 B","R$ 5,05 B","R$ 3,06",1.651.930.000,0,0,1.651.930.000,4.182.567,0,0,4.182.567,1.647.747.433,0,1.647.747.433
8,30/06/2022,"R$ 16,17 B","R$ 5,01 B","R$ 3,04",1.647.747.433,0,0,1.647.747.433,41.825.670,0,0,41.825.670,1.605.921.763,0,1.605.921.763
9,31/03/2022,"R$ 15,54 B","R$ 4,75 B","R$ 2,88",1.651.930.000,0,0,1.651.930.000,4.182.567,0,0,4.182.567,1.647.747.433,0,1.647.747.433
10,31/12/2021,"R$ 14,78 B","R$ 4,68 B","R$ 2,83",1.651.930.000,0,0,1.651.930.000,4.770.375,0,0,4.770.375,1.647.159.625,0,1.647.159.625
11,30/09/2021,"R$ 14,41 B","R$ 4,75 B","R$ 2,88",1.651.930.000,0,0,1.651.930.000,4.770.355,0,0,4.770.355,1.647.159.645,0,1.647.159.645
12,30/06/2021,"R$ 14,02 B","R$ 4,67 B","R$ 2,82",1.651.930.000,0,0,1.651.930.000,1.770.355,0,0,1.770.355,1.650.159.645,0,1.650.159.645
13,31/03/2021,"R$ 14,15 B","R$ 4,42 B","R$ 2,68",1.651.930.000,0,0,1.651.930.000,1.823.831,0,0,1.823.831,1.650.106.169,0,1.650.106.169
14,31/12/2020,"R$ 13,83 B","R$ 4,36 B","R$ 2,64",1.651.930.000,0,0,1.651.930.000,2.479.480,0,0,2.479.480,1.649.450.520,0,1.649.450.520
15,30/09/2020,"R$ 13,04 B","R$ 4,17 B","R$ 2,53",1.651.930.000,0,0,1.651.930.000,2.542.945,0,0,2.542.945,1.649.387.055,0,1.649.387.055
16,30/06/2020,"R$ 12,76 B","R$ 4,06 B","R$ 12,30",330.386.000,0,0,330.386.000,508.589,0,0,508.589,329.877.411,0,329.877.411
17,31/03/2020,"R$ 13,03 B","R$ 4,10 B","R$ 12,42",330.386.000,0,0,330.386.000,508.589,0,0,508.589,329.877.411,0,329.877.411
