,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 68,38 M","- R$ 12,24 M","- R$ 21,86 M","R$ 34,28 M"
1,31/03/2024,"- R$ 54,13 M","- R$ 8,62 M","- R$ 13,28 M","- R$ 76,03 M"
2,31/12/2023,"R$ 59,39 M","- R$ 10,52 M","- R$ 170,63 M","- R$ 121,76 M"
3,30/09/2023,"R$ 47,37 M","- R$ 12,52 M","- R$ 60,98 M","- R$ 26,12 M"
4,30/06/2023,"R$ 54,49 M","- R$ 10,96 M","- R$ 90,77 M","- R$ 47,24 M"
5,31/03/2023,"R$ 109,90 M","- R$ 8,37 M","- R$ 71,46 M","R$ 30,07 M"
6,31/12/2022,"R$ 82,15 M","- R$ 10,61 M","- R$ 129,96 M","- R$ 58,42 M"
7,30/09/2022,"R$ 161,69 M","- R$ 34,75 M","- R$ 75,44 M","R$ 51,50 M"
8,30/06/2022,"R$ 23,47 M","- R$ 18,30 M","- R$ 19,06 M","- R$ 13,90 M"
9,31/03/2022,"R$ 62,04 M","- R$ 5,62 M","- R$ 41,12 M","R$ 15,31 M"
10,31/12/2021,"R$ 182,44 M","- R$ 8,26 M","R$ 45,18 M","R$ 219,36 M"
11,30/09/2021,"- R$ 66,78 M","- R$ 2,51 M","R$ 67,46 M","- R$ 1,84 M"
12,30/06/2021,"- R$ 127,45 M","- R$ 7,71 M","R$ 156,31 M","R$ 21,14 M"
13,31/03/2021,"- R$ 66,58 M","- R$ 3,61 M","R$ 5,17 M","- R$ 65,01 M"
14,31/12/2020,"R$ 78,80 M","- R$ 6,22 M","R$ 4,72 M","R$ 77,30 M"
15,30/09/2020,"- R$ 6,16 M","- R$ 1,25 M","- R$ 16,01 M","- R$ 23,42 M"
16,30/06/2020,"R$ 69,29 M","- R$ 41,49 M","R$ 39,76 M","R$ 67,57 M"
17,31/03/2020,"- R$ 3,43 M","- R$ 5,43 M","R$ 1,36 M","- R$ 7,50 M"
18,31/12/2019,"R$ 45,87 M","- R$ 25,32 M","R$ 32,48 M","R$ 53,02 M"
19,30/09/2019,"R$ 36,32 M","- R$ 3,84 M","- R$ 4,15 M","R$ 28,34 M"
20,30/06/2019,"- R$ 22,82 M","- R$ 2,21 M","- R$ 6,75 M","- R$ 31,77 M"
21,31/03/2019,"R$ 67,01 M","- R$ 2,64 M","- R$ 6,35 M","R$ 58,02 M"
22,31/12/2018,"- R$ 13,34 M","- R$ 2,29 M","- R$ 1,40 M","- R$ 17,03 M"
23,30/09/2018,"R$ 1,57 M","- R$ 3,27 M","- R$ 13,93 M","- R$ 15,63 M"
24,30/06/2018,"R$ 24,56 M","- R$ 2,28 M","R$ 6,80 M","R$ 29,09 M"
25,31/03/2018,"R$ 2,01 M","- R$ 2,52 M","- R$ 924,00 mil","- R$ 1,43 M"
26,31/12/2017,"R$ 8,46 M","- R$ 3,83 M","- R$ 24,68 M","- R$ 20,05 M"
