,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 493,58 M","R$ 58,41 M","R$ 25,09 M","- R$ 3,50 M","R$ 28,59 M","R$ 14,07 M","R$ 0,59"
1,31/03/2024,"R$ 459,74 M","R$ 57,39 M","R$ 25,66 M","- R$ 3,38 M","R$ 29,04 M","R$ 14,88 M","R$ 0,62"
2,31/12/2023,"R$ 454,72 M","R$ 49,35 M","R$ 16,60 M","- R$ 3,56 M","R$ 20,16 M","R$ 8,12 M","R$ 0,34"
3,30/09/2023,"R$ 468,48 M","R$ 41,16 M","R$ 10,85 M","- R$ 3,27 M","R$ 14,12 M","R$ 73,00 mil","R$ 0,00"
4,30/06/2023,"R$ 457,27 M","R$ 43,35 M","R$ 12,28 M","- R$ 3,23 M","R$ 15,51 M","R$ 471,00 mil","R$ 0,02"
5,31/03/2023,"R$ 498,80 M","R$ 45,86 M","R$ 15,99 M","- R$ 3,12 M","R$ 19,12 M","R$ 4,76 M","R$ 0,20"
6,31/12/2022,"R$ 468,79 M","R$ 37,73 M","R$ 3,80 M","- R$ 3,13 M","R$ 6,93 M","- R$ 81,00 mil","- R$ 0,00"
7,30/09/2022,"R$ 585,40 M","R$ 43,58 M","R$ 26,78 M","- R$ 3,01 M","R$ 29,79 M","R$ 19,32 M","R$ 0,81"
8,30/06/2022,"R$ 631,67 M","R$ 71,46 M","R$ 60,85 M","- R$ 2,59 M","R$ 63,45 M","R$ 49,77 M","R$ 2,08"
9,31/03/2022,"R$ 645,26 M","R$ 35,45 M","R$ 11,74 M","- R$ 2,51 M","R$ 14,25 M","- R$ 13,32 M","- R$ 0,56"
10,31/12/2021,"R$ 625,57 M","R$ 70,54 M","R$ 32,55 M","- R$ 2,55 M","R$ 35,10 M","R$ 19,09 M","R$ 0,80"
11,30/09/2021,"R$ 679,09 M","R$ 84,24 M","R$ 119,08 M","- R$ 2,55 M","R$ 121,63 M","R$ 102,65 M","R$ 4,29"
12,30/06/2021,"R$ 761,89 M","R$ 173,51 M","R$ 141,33 M","- R$ 2,50 M","R$ 143,83 M","R$ 89,43 M","R$ 4,89"
13,31/03/2021,"R$ 601,68 M","R$ 151,31 M","R$ 122,87 M","- R$ 2,47 M","R$ 125,34 M","R$ 82,18 M","R$ 4,50"
14,31/12/2020,"R$ 496,23 M","R$ 115,83 M","R$ 88,89 M","- R$ 2,48 M","R$ 91,37 M","R$ 57,08 M","R$ 3,12"
15,30/09/2020,"R$ 420,86 M","R$ 63,99 M","R$ 41,20 M","- R$ 2,47 M","R$ 43,67 M","R$ 26,32 M","R$ 1,44"
16,30/06/2020,"R$ 235,54 M","R$ 32,26 M","R$ 15,33 M","- R$ 2,45 M","R$ 17,78 M","R$ 8,34 M","R$ 0,46"
17,31/03/2020,"R$ 283,68 M","R$ 39,28 M","R$ 90,56 M","- R$ 2,38 M","R$ 92,94 M","R$ 90,76 M","R$ 4,97"
18,31/12/2019,"R$ 254,25 M","R$ 27,82 M","R$ 5,89 M","- R$ 2,42 M","R$ 8,31 M","R$ 371,00 mil","R$ 0,02"
19,30/09/2019,"R$ 262,73 M","R$ 32,82 M","R$ 11,39 M","- R$ 2,42 M","R$ 13,82 M","R$ 5,89 M","R$ 0,33"
20,30/06/2019,"R$ 266,41 M","R$ 31,53 M","R$ 11,55 M","- R$ 2,56 M","R$ 14,11 M","R$ 5,12 M","R$ 0,29"
21,31/03/2019,"R$ 267,14 M","R$ 31,98 M","R$ 12,88 M","- R$ 2,51 M","R$ 15,39 M","R$ 6,44 M","R$ 0,36"
22,31/12/2018,"R$ 267,87 M","R$ 33,10 M","R$ 13,11 M","- R$ 2,53 M","R$ 15,64 M","R$ 6,31 M","R$ 0,35"
23,30/09/2018,"R$ 294,50 M","R$ 35,43 M","R$ 16,05 M","- R$ 2,51 M","R$ 18,56 M","R$ 9,40 M","R$ 0,53"
24,30/06/2018,"R$ 256,90 M","R$ 33,53 M","R$ 25,28 M","- R$ 2,48 M","R$ 27,75 M","R$ 40,07 M","R$ 2,27"
25,31/03/2018,"R$ 246,82 M","R$ 34,98 M","R$ 16,00 M","- R$ 2,47 M","R$ 18,48 M","R$ 8,46 M","R$ 0,48"
26,31/12/2017,"R$ 210,50 M","R$ 28,72 M","R$ 10,99 M","- R$ 2,48 M","R$ 13,47 M","R$ 5,08 M","R$ 0,29"
27,30/09/2017,"R$ 214,50 M","R$ 24,27 M","R$ 9,59 M","- R$ 2,41 M","R$ 11,99 M","R$ 4,09 M","R$ 0,23"
28,30/06/2017,"R$ 188,33 M","R$ 26,17 M","R$ 9,29 M","- R$ 2,32 M","R$ 11,61 M","R$ 4,36 M","R$ 0,25"
29,31/03/2017,"R$ 200,63 M","R$ 25,20 M","R$ 8,54 M","- R$ 2,20 M","R$ 10,75 M","R$ 3,76 M","R$ 0,22"
30,31/12/2016,"R$ 169,39 M","R$ 20,55 M","R$ 5,50 M","- R$ 2,01 M","R$ 7,51 M","R$ 2,05 M","R$ 0,12"
31,30/09/2016,"R$ 192,45 M","R$ 24,72 M","R$ 9,03 M","- R$ 2,16 M","R$ 11,19 M","R$ 5,30 M","R$ 0,31"
32,30/06/2016,"R$ 175,15 M","R$ 22,65 M","R$ 7,64 M","- R$ 2,04 M","R$ 9,67 M","R$ 0,00","R$ 0,00"
33,31/03/2016,"R$ 146,83 M","R$ 18,86 M","R$ 6,07 M","- R$ 1,97 M","R$ 8,04 M","R$ 3,53 M","R$ 0,21"
34,31/12/2015,"R$ 142,30 M","R$ 18,82 M","R$ 3,59 M","- R$ 1,92 M","R$ 5,51 M","R$ 1,28 M","R$ 0,08"
35,30/09/2015,"R$ 156,31 M","R$ 20,01 M","R$ 6,17 M","- R$ 1,93 M","R$ 8,27 M","R$ 3,63 M","R$ 0,22"
36,30/06/2015,"R$ 155,02 M","R$ 18,17 M","R$ 5,35 M","- R$ 1,90 M","R$ 7,25 M","R$ 2,16 M","R$ 0,13"
37,31/03/2015,"R$ 181,30 M","R$ 19,97 M","R$ 7,04 M","- R$ 1,85 M","R$ 8,89 M","R$ 3,84 M","R$ 0,24"
38,31/12/2014,"R$ 170,58 M","R$ 18,15 M","R$ 4,47 M","- R$ 1,86 M","R$ 6,33 M","R$ 2,27 M","R$ 0,14"
39,30/09/2014,"R$ 180,35 M","R$ 17,02 M","R$ 4,54 M","- R$ 1,82 M","R$ 6,37 M","R$ 2,90 M","R$ 0,21"
40,30/06/2014,"R$ 183,59 M","R$ 17,28 M","R$ 4,44 M","- R$ 1,76 M","R$ 6,20 M","R$ 3,23 M","R$ 0,23"
41,31/03/2014,"R$ 202,40 M","R$ 23,21 M","R$ 10,35 M","- R$ 1,75 M","R$ 12,10 M","R$ 7,15 M","R$ 0,57"
42,31/12/2013,"R$ 417,48 M","R$ 47,77 M","R$ 8,91 M","- R$ 4,35 M","R$ 13,25 M","R$ 8,61 M","R$ 0,68"
43,30/09/2013,"R$ 120,81 M","R$ 12,46 M","R$ 49,35 M","- R$ 648,00 mil","R$ 50,00 M","R$ 48,36 M","R$ 4,22"
44,30/06/2013,"R$ 111,41 M","R$ 13,31 M","R$ 6,03 M","- R$ 606,00 mil","R$ 6,63 M","R$ 4,45 M","R$ 0,45"
45,31/03/2013,"R$ 96,68 M","R$ 10,31 M","R$ 3,88 M","- R$ 552,00 mil","R$ 4,43 M","R$ 3,40 M","R$ 0,35"
46,31/12/2012,"R$ 96,41 M","R$ 11,54 M","R$ 4,48 M","- R$ 537,00 mil","R$ 5,01 M","R$ 3,78 M","R$ 0,39"
47,30/09/2012,"R$ 97,28 M","R$ 11,65 M","R$ 4,99 M","- R$ 503,00 mil","R$ 5,49 M","R$ 4,53 M","R$ 0,46"
48,30/06/2012,"R$ 91,73 M","R$ 9,89 M","R$ 3,51 M","- R$ 487,00 mil","R$ 4,00 M","R$ 3,42 M","R$ 0,36"
49,31/03/2012,"R$ 89,43 M","R$ 9,11 M","R$ 2,80 M","- R$ 465,00 mil","R$ 3,26 M","R$ 3,74 M","R$ 0,39"
50,31/12/2011,"R$ 85,57 M","R$ 8,06 M","R$ 1,54 M","- R$ 475,00 mil","R$ 2,01 M","R$ 2,60 M","R$ 0,27"
51,30/09/2011,"R$ 94,42 M","R$ 6,39 M","R$ 589,00 mil","- R$ 444,00 mil","R$ 1,03 M","R$ 1,97 M","R$ 0,21"
52,30/06/2011,"R$ 94,85 M","R$ 9,83 M","R$ 3,38 M","- R$ 416,00 mil","R$ 3,80 M","R$ 5,17 M","R$ 0,56"
53,31/03/2011,"R$ 90,74 M","R$ 8,73 M","R$ 3,21 M","- R$ 389,00 mil","R$ 3,60 M","R$ 3,57 M","R$ 0,40"
54,31/12/2010,"R$ 81,37 M","R$ 5,82 M","R$ 556,00 mil",NA,NA,"R$ 4,11 M","R$ 0,46"
55,30/09/2010,"R$ 97,61 M","R$ 8,80 M","R$ 3,18 M",NA,NA,"R$ 3,11 M","R$ 0,35"
56,30/06/2010,"R$ 105,44 M","R$ 16,03 M","R$ 9,77 M",NA,NA,"R$ 7,10 M","R$ 0,80"
57,31/03/2010,"R$ 93,25 M","R$ 13,38 M","R$ 7,60 M",NA,NA,"R$ 5,65 M","R$ 0,66"
58,31/12/2009,"R$ 85,45 M","R$ 13,66 M","R$ 8,43 M",NA,NA,"R$ 6,03 M","R$ 0,71"
59,30/09/2009,"R$ 77,77 M","R$ 7,35 M","R$ 2,33 M",NA,NA,"R$ 2,41 M","R$ 0,28"
60,30/06/2009,"R$ 64,90 M","R$ 3,71 M","- R$ 186,00 mil",NA,NA,"R$ 521,00 mil","R$ 0,06"
