,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 3,94 B","- R$ 3,69 B","- R$ 439,84 M","- R$ 183,23 M",387
1,31/03/2024,"R$ 4,08 B","- R$ 4,20 B","- R$ 2,14 B","- R$ 2,27 B",387
2,31/12/2023,"R$ 3,82 B","- R$ 3,58 B","- R$ 499,27 M","- R$ 259,62 M",387
3,30/09/2023,"R$ 746,63 M","- R$ 5,21 B","- R$ 676,86 M","- R$ 5,14 B",387
4,30/06/2023,"R$ 1,52 B","- R$ 6,48 B","- R$ 634,77 M","- R$ 5,59 B",387
5,31/03/2023,"R$ 3,94 B","- R$ 7,44 B","- R$ 395,56 M","- R$ 3,90 B",387
6,31/12/2022,"R$ 2,95 B","- R$ 2,62 B","- R$ 401,42 M","- R$ 68,78 M",387
7,30/09/2022,"R$ 3,34 B","- R$ 474,24 M","- R$ 383,07 M","R$ 2,48 B",387
8,30/06/2022,"R$ 2,05 B","R$ 4,51 B","- R$ 210,93 M","R$ 6,35 B",387
9,31/03/2022,"- R$ 459,37 M","R$ 7,06 B","- R$ 271,89 M","R$ 6,33 B",387
10,31/12/2021,"- R$ 2,37 B","R$ 3,03 B","- R$ 312,81 M","R$ 342,85 M",387
11,30/09/2021,"R$ 288,76 M","R$ 2,89 B","- R$ 121,71 M","R$ 3,05 B",387
12,30/06/2021,"- R$ 329,88 M","R$ 786,18 M","- R$ 193,49 M","R$ 262,81 M",387
13,31/03/2021,"- R$ 677,32 M","R$ 1,27 B","- R$ 347,13 M","R$ 245,33 M",387
14,31/12/2020,"- R$ 57,90 M","R$ 548,47 M","- R$ 588,82 M","- R$ 98,26 M",387
15,30/09/2020,"- R$ 3,94 B","R$ 581,70 M","- R$ 772,54 M","- R$ 4,13 B",387
16,30/06/2020,"- R$ 1,36 B","- R$ 1,78 B","- R$ 773,02 M","- R$ 3,91 B",387
17,31/03/2020,"R$ 16,59 M","- R$ 2,79 B","- R$ 1,95 B","- R$ 4,73 B",387
18,31/12/2019,"R$ 955,18 M","- R$ 3,42 B","- R$ 1,70 B","- R$ 4,17 B",387
19,30/09/2019,"R$ 2,69 B","- R$ 4,26 B","- R$ 1,57 B","- R$ 3,14 B",387
20,30/06/2019,"R$ 3,56 B","- R$ 7,99 B","- R$ 1,57 B","- R$ 6,00 B",387
21,31/03/2019,"R$ 3,41 B","- R$ 9,33 B","- R$ 344,37 M","- R$ 6,27 B",387
22,31/12/2018,"R$ 4,44 B","- R$ 9,32 B","- R$ 343,85 M","- R$ 5,23 B",387
23,30/09/2018,"R$ 7,00 B","- R$ 9,51 B","- R$ 359,70 M","- R$ 2,87 B",387
24,30/06/2018,"R$ 8,83 B","- R$ 5,32 B","- R$ 408,85 M","R$ 3,10 B",387
25,31/03/2018,"R$ 9,73 B","- R$ 3,72 B","- R$ 402,76 M","R$ 5,60 B",387
26,31/12/2017,"R$ 9,76 B","- R$ 5,94 B","- R$ 401,29 M","R$ 3,41 B",387
27,30/09/2017,"R$ 4,61 B","- R$ 14,79 M","- R$ 332,31 M","R$ 4,26 B",387
