,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 7,64 B","R$ 1,71 B","R$ 457,40 M","- R$ 105,77 M","R$ 563,17 M","R$ 324,20 M","R$ 0,15",76
1,31/03/2024,"R$ 7,38 B","R$ 1,65 B","R$ 405,45 M","- R$ 104,57 M","R$ 510,02 M","R$ 237,81 M","R$ 0,11",76
2,31/12/2023,"R$ 7,54 B","R$ 1,65 B","R$ 542,01 M","- R$ 64,72 M","R$ 606,73 M","R$ 384,89 M","R$ 0,17",76
3,30/09/2023,"R$ 6,93 B","R$ 1,52 B","R$ 414,03 M","- R$ 98,53 M","R$ 512,56 M","R$ 309,40 M","R$ 0,14",76
4,30/06/2023,"R$ 6,43 B","R$ 1,40 B","R$ 413,58 M","- R$ 92,15 M","R$ 505,73 M","R$ 289,84 M","R$ 0,62",76
5,31/03/2023,"R$ 5,87 B","R$ 1,24 B","R$ 312,99 M","- R$ 98,00 M","R$ 410,99 M","R$ 236,72 M","R$ 0,11",76
6,31/12/2022,"R$ 6,06 B","R$ 1,29 B","R$ 421,23 M","- R$ 89,02 M","R$ 510,25 M","R$ 307,28 M","R$ 0,14",76
7,30/09/2022,"R$ 5,92 B","R$ 1,31 B","R$ 388,19 M","- R$ 84,22 M","R$ 472,41 M","R$ 287,25 M","R$ 0,13",76
8,30/06/2022,"R$ 5,20 B","R$ 1,17 B","R$ 326,06 M","- R$ 83,73 M","R$ 409,79 M","R$ 261,17 M","R$ 0,01",76
9,31/03/2022,"R$ 4,58 B","R$ 1,02 B","R$ 229,81 M","- R$ 72,20 M","R$ 302,01 M","R$ 196,72 M","R$ 0,09",76
10,31/12/2021,"R$ 4,44 B","R$ 999,81 M","R$ 259,46 M","- R$ 71,58 M","R$ 331,04 M","R$ 205,87 M","R$ 0,09",76
11,30/09/2021,"R$ 4,35 B","R$ 1,04 B","R$ 260,13 M","- R$ 70,40 M","R$ 330,52 M","R$ 209,91 M","R$ 0,10",76
12,30/06/2021,"R$ 3,72 B","R$ 862,65 M","R$ 215,08 M","- R$ 64,44 M","R$ 279,52 M","R$ 190,54 M","R$ 0,09",76
13,31/03/2021,"R$ 3,36 B","R$ 802,08 M","R$ 181,50 M","- R$ 58,55 M","R$ 240,05 M","R$ 155,55 M","R$ 0,07",76
14,31/12/2020,"R$ 3,64 B","R$ 854,28 M","R$ 214,71 M","- R$ 55,74 M","R$ 270,45 M","R$ 193,29 M","R$ 0,09",76
15,30/09/2020,"R$ 3,64 B","R$ 837,67 M","R$ 276,00 M","- R$ 36,99 M","R$ 312,99 M","R$ 235,37 M","R$ 0,13",76
16,30/06/2020,"R$ 2,71 B","R$ 713,14 M","R$ 235,41 M","- R$ 59,72 M","R$ 295,13 M","R$ 189,21 M","R$ 0,10",76
17,31/03/2020,"R$ 2,41 B","R$ 584,33 M","R$ 143,57 M","- R$ 39,57 M","R$ 183,13 M","R$ 107,94 M","R$ 0,12",76
18,31/12/2019,,,,,,,,76
