,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 1,03 B","- R$ 236,00 M","R$ 1,89 B","R$ 2,75 B"
1,31/03/2024,"- R$ 230,00 M","R$ 28,00 M","- R$ 1,01 B","- R$ 1,19 B"
2,31/12/2023,"R$ 1,33 B","- R$ 362,00 M","- R$ 741,00 M","R$ 230,00 M"
3,30/09/2023,"R$ 1,83 B","R$ 844,00 M","- R$ 1,92 B","R$ 774,00 M"
4,30/06/2023,"R$ 358,00 M","- R$ 28,00 M","- R$ 486,00 M","- R$ 154,00 M"
5,31/03/2023,"R$ 2,72 B","- R$ 9,00 M","- R$ 972,00 M","R$ 1,67 B"
6,31/12/2022,"R$ 455,00 M","- R$ 102,00 M","R$ 698,00 M","R$ 1,03 B"
7,30/09/2022,"R$ 1,32 B","- R$ 447,00 M","- R$ 554,00 M","R$ 354,00 M"
8,30/06/2022,"- R$ 725,00 M","- R$ 1,34 B","R$ 467,00 M","- R$ 1,55 B"
9,31/03/2022,"R$ 214,00 M","- R$ 125,00 M","R$ 629,00 M","R$ 684,00 M"
10,31/12/2021,"R$ 1,52 B","- R$ 2,13 B","R$ 2,21 B","R$ 1,60 B"
11,30/09/2021,"R$ 619,00 M","- R$ 130,00 M","- R$ 770,00 M","- R$ 281,00 M"
12,30/06/2021,"- R$ 212,00 M","- R$ 74,00 M","- R$ 1,30 B","- R$ 1,58 B"
13,31/03/2021,"R$ 351,00 M","- R$ 83,00 M","R$ 267,00 M","R$ 535,00 M"
14,31/12/2020,"- R$ 300,00 M","- R$ 193,00 M","- R$ 625,00 M","- R$ 1,12 B"
15,30/09/2020,"R$ 534,00 M","- R$ 172,00 M","- R$ 1,19 B","- R$ 831,00 M"
16,30/06/2020,"R$ 828,00 M","- R$ 112,00 M","- R$ 1,41 B","- R$ 690,00 M"
17,31/03/2020,"R$ 756,00 M","- R$ 104,00 M","R$ 2,98 B","R$ 3,64 B"
18,31/12/2019,"- R$ 139,00 M","- R$ 211,00 M","- R$ 1,20 B","- R$ 1,55 B"
19,30/09/2019,"R$ 2,08 B","R$ 36,00 M","- R$ 92,00 M","R$ 2,02 B"
20,30/06/2019,"- R$ 126,00 M","- R$ 143,00 M","- R$ 1,70 B","- R$ 1,96 B"
21,31/03/2019,"R$ 1,08 B","- R$ 55,00 M","- R$ 237,00 M","R$ 792,00 M"
22,31/12/2018,"R$ 2,10 B","- R$ 180,00 M","- R$ 366,00 M","R$ 1,56 B"
23,30/09/2018,"R$ 222,00 M","- R$ 112,00 M","R$ 38,00 M","R$ 148,00 M"
24,30/06/2018,"R$ 374,00 M","- R$ 66,00 M","- R$ 61,00 M","R$ 247,00 M"
25,31/03/2018,"R$ 629,00 M","R$ 162,00 M","- R$ 169,00 M","R$ 622,00 M"
26,31/12/2017,"R$ 848,00 M","R$ 11,00 M","- R$ 898,00 M","- R$ 39,00 M"
27,30/09/2017,"- R$ 291,00 M","R$ 1,72 B","- R$ 1,41 B","R$ 18,00 M"
28,30/06/2017,"- R$ 25,00 M","R$ 1,06 B","- R$ 1,12 B","- R$ 92,00 M"
29,31/03/2017,"R$ 738,00 M","- R$ 470,00 M","- R$ 327,00 M","- R$ 59,00 M"
30,31/12/2016,NA,NA,NA,NA
