,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 168,43 B","R$ 9,59 B","R$ 9,37 B","- R$ 558,00 M","R$ 9,93 B","R$ 6,21 B","R$ 5,55"
1,31/03/2024,"R$ 163,51 B","R$ 9,11 B","R$ 8,67 B","- R$ 559,00 M","R$ 9,23 B","R$ 5,47 B","R$ 4,70"
2,31/12/2023,"R$ 162,95 B","R$ 8,36 B","R$ 7,54 B","- R$ 554,00 M","R$ 8,10 B","R$ 4,77 B","R$ 4,09"
3,30/09/2023,"R$ 164,36 B","R$ 7,52 B","R$ 4,06 B","- R$ 550,00 M","R$ 4,61 B","R$ 2,04 B","R$ 1,75"
4,30/06/2023,"R$ 172,13 B","R$ 5,51 B","R$ 2,24 B","- R$ 553,00 M","R$ 2,80 B","R$ 719,00 M","R$ 0,62"
5,31/03/2023,"R$ 182,10 B","R$ 6,63 B","R$ 3,40 B","- R$ 552,00 M","R$ 3,95 B","R$ 1,29 B","R$ 1,11"
6,31/12/2022,"R$ 181,45 B","R$ 7,49 B","R$ 3,96 B","- R$ 553,00 M","R$ 4,51 B","R$ 1,54 B","R$ 1,32"
7,30/09/2022,"R$ 175,64 B","R$ 8,10 B","R$ 3,49 B","- R$ 552,00 M","R$ 4,04 B","R$ 2,00 B","R$ 1,71"
8,30/06/2022,"R$ 160,50 B","R$ 8,58 B","R$ 3,72 B","- R$ 554,00 M","R$ 4,28 B","R$ 2,66 B","R$ 2,28"
9,31/03/2022,"R$ 142,37 B","R$ 7,19 B","R$ 2,72 B","- R$ 559,00 M","R$ 3,28 B","R$ 2,33 B","R$ 2,00"
10,31/12/2021,"R$ 130,12 B","R$ 6,85 B","R$ 2,61 B","- R$ 559,00 M","R$ 3,17 B","R$ 2,50 B","R$ 2,14"
11,30/09/2021,"R$ 115,14 B","R$ 6,21 B","R$ 5,34 B","- R$ 557,00 M","R$ 5,90 B","R$ 4,62 B","R$ 3,97"
12,30/06/2021,"R$ 100,59 B","R$ 6,06 B","R$ 5,36 B","- R$ 545,00 M","R$ 5,91 B","R$ 4,36 B","R$ 3,74"
13,31/03/2021,"R$ 86,45 B","R$ 5,38 B","R$ 4,94 B","- R$ 541,00 M","R$ 5,48 B","R$ 4,16 B","R$ 3,57"
14,31/12/2020,"R$ 81,50 B","R$ 4,46 B","R$ 4,57 B","- R$ 537,00 M","R$ 5,10 B","R$ 3,91 B","R$ 3,35"
15,30/09/2020,"R$ 81,36 B","R$ 4,61 B","R$ 1,35 B","- R$ 549,00 M","R$ 1,90 B","R$ 853,00 M","R$ 0,73"
16,30/06/2020,"R$ 84,58 B","R$ 4,62 B","R$ 1,32 B","- R$ 544,00 M","R$ 1,86 B","R$ 1,85 B","R$ 1,59"
17,31/03/2020,"R$ 93,74 B","R$ 5,31 B","R$ 1,36 B","- R$ 535,00 M","R$ 1,90 B","R$ 1,97 B","R$ 1,69"
18,31/12/2019,"R$ 94,99 B","R$ 5,96 B","R$ 1,35 B","- R$ 528,00 M","R$ 1,88 B","R$ 2,21 B","R$ 1,90"
19,30/09/2019,"R$ 96,06 B","R$ 5,78 B","R$ 1,62 B","- R$ 484,00 M","R$ 2,10 B","R$ 3,72 B","R$ 3,19"
20,30/06/2019,"R$ 98,15 B","R$ 5,90 B","R$ 2,57 B","- R$ 459,00 M","R$ 3,03 B","R$ 3,46 B","R$ 2,97"
21,31/03/2019,"R$ 97,70 B","R$ 5,93 B","R$ 2,46 B","- R$ 439,00 M","R$ 2,90 B","R$ 3,42 B","R$ 2,94"
22,31/12/2018,"R$ 97,77 B","R$ 5,86 B","R$ 2,39 B","- R$ 417,00 M","R$ 2,80 B","R$ 3,19 B","R$ 2,74"
23,30/09/2018,"R$ 95,76 B","R$ 6,16 B","R$ 2,69 B","- R$ 424,00 M","R$ 3,11 B","R$ 2,12 B","R$ 1,82"
24,30/06/2018,"R$ 91,14 B","R$ 6,44 B","R$ 2,10 B","- R$ 438,00 M","R$ 2,54 B","R$ 1,44 B","R$ 1,23"
25,31/03/2018,"R$ 87,02 B","R$ 6,40 B","R$ 2,15 B","- R$ 446,00 M","R$ 2,60 B","R$ 1,24 B","R$ 1,07"
26,31/12/2017,"R$ 84,57 B","R$ 6,37 B","R$ 2,12 B","- R$ 452,00 M","R$ 2,57 B","R$ 1,15 B","R$ 0,99"
27,30/09/2017,"R$ 82,54 B","R$ 6,37 B","R$ 1,45 B","- R$ 464,00 M","R$ 1,91 B","R$ 672,00 M","R$ 0,58"
28,30/06/2017,"R$ 82,69 B","R$ 6,11 B","R$ 800,00 M","- R$ 455,00 M","R$ 1,26 B","R$ 264,00 M","R$ 0,23"
29,31/03/2017,"R$ 84,44 B","R$ 6,30 B","R$ 626,00 M","- R$ 453,00 M","R$ 1,08 B","R$ 103,00 M","R$ 0,09"
30,31/12/2016,"R$ 86,64 B","R$ 6,47 B","- R$ 15,00 M","- R$ 454,00 M","R$ 439,00 M","- R$ 315,00 M","- R$ 0,27"
