,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 3,97 B","R$ 274,00 M","- R$ 1,78 B","R$ 2,56 B"
1,31/03/2024,"R$ 3,30 B","R$ 482,00 M","- R$ 4,16 B","- R$ 340,00 M"
2,31/12/2023,"R$ 6,25 B","R$ 445,00 M","- R$ 4,12 B","R$ 2,52 B"
3,30/09/2023,"R$ 5,37 B","R$ 705,00 M","- R$ 2,68 B","R$ 3,32 B"
4,30/06/2023,"R$ 4,85 B","- R$ 586,00 M","- R$ 1,31 B","R$ 2,90 B"
5,31/03/2023,"R$ 3,77 B","- R$ 1,90 B","- R$ 361,00 M","R$ 1,51 B"
6,31/12/2022,"R$ 1,26 B","- R$ 2,01 B","R$ 1,24 B","R$ 520,00 M"
7,30/09/2022,"R$ 2,33 B","- R$ 4,04 B","R$ 2,75 B","R$ 1,08 B"
8,30/06/2022,"R$ 1,63 B","- R$ 3,72 B","R$ 2,53 B","R$ 448,00 M"
9,31/03/2022,"R$ 2,14 B","- R$ 2,46 B","R$ 768,00 M","R$ 416,00 M"
10,31/12/2021,"R$ 2,28 B","- R$ 2,42 B","R$ 406,00 M","R$ 267,00 M"
11,30/09/2021,"R$ 458,00 M","- R$ 480,00 M","- R$ 2,42 B","- R$ 2,45 B"
12,30/06/2021,"R$ 373,00 M","- R$ 522,00 M","- R$ 2,85 B","- R$ 3,00 B"
13,31/03/2021,"R$ 1,41 B","- R$ 560,00 M","- R$ 2,96 B","- R$ 2,10 B"
14,31/12/2020,"R$ 1,82 B","- R$ 581,00 M","- R$ 241,00 M","R$ 996,00 M"
15,30/09/2020,"R$ 1,98 B","- R$ 599,00 M","- R$ 813,00 M","R$ 567,00 M"
16,30/06/2020,"R$ 3,53 B","- R$ 391,00 M","R$ 288,00 M","R$ 3,42 B"
17,31/03/2020,"R$ 2,57 B","- R$ 422,00 M","- R$ 1.000,00 mil","R$ 2,15 B"
18,31/12/2019,"R$ 2,90 B","- R$ 373,00 M","- R$ 3,22 B","- R$ 695,00 M"
19,30/09/2019,"R$ 5,14 B","- R$ 342,00 M","- R$ 2,39 B","R$ 2,41 B"
20,30/06/2019,"R$ 3,28 B","- R$ 490,00 M","- R$ 2,26 B","R$ 533,00 M"
21,31/03/2019,"R$ 3,78 B","- R$ 413,00 M","- R$ 626,00 M","R$ 2,74 B"
22,31/12/2018,"R$ 3,33 B","- R$ 196,00 M","- R$ 558,00 M","R$ 2,57 B"
23,30/09/2018,"R$ 2,07 B","- R$ 5,00 M","- R$ 1,09 B","R$ 978,00 M"
24,30/06/2018,"R$ 1,56 B","R$ 1,83 B","- R$ 2,54 B","R$ 848,00 M"
25,31/03/2018,"R$ 1,16 B","R$ 2,95 B","- R$ 3,61 B","R$ 509,00 M"
26,31/12/2017,"R$ 1,27 B","R$ 2,32 B","- R$ 3,76 B","- R$ 172,00 M"
27,30/09/2017,"R$ 1,08 B","R$ 2,79 B","- R$ 4,01 B","- R$ 139,00 M"
28,30/06/2017,"R$ 2,56 B","- R$ 151,00 M","- R$ 2,80 B","- R$ 386,00 M"
29,31/03/2017,"R$ 3,75 B","- R$ 1,27 B","- R$ 2,70 B","- R$ 220,00 M"
30,31/12/2016,"R$ 2,63 B","- R$ 72,00 M","- R$ 2,72 B","- R$ 155,00 M"
